# Time (days)	Flux	Error
0.000035	0.982657	0.001710
0.013694	1.012782	0.001740
0.026166	0.998857	0.001649
0.039767	0.978313	0.001598
0.051690	1.006903	0.001289
0.063268	0.991956	0.001529
0.080465	0.989014	0.001228
0.092260	1.009325	0.001800
0.107296	1.030314	0.001667
0.121364	1.006494	0.001751
0.133443	1.032647	0.001363
0.147156	1.000837	0.001390
0.158191	0.988660	0.001222
0.174572	0.980286	0.001424
0.184514	1.002936	0.001614
0.199535	1.037425	0.001247
0.212197	0.980717	0.001635
0.226922	1.016850	0.001331
0.240072	1.066509	0.001720
0.251518	1.046485	0.001773
0.266118	1.044329	0.001626
0.278415	1.077691	0.001760
0.292783	1.023568	0.001473
0.307410	1.009407	0.001612
0.318257	1.044926	0.001343
0.335887	1.007285	0.001352
0.346339	1.036404	0.001470
0.361250	1.008041	0.001606
0.376696	1.035137	0.001427
0.384838	1.062643	0.001454
0.399758	1.034621	0.001264
0.413335	1.034560	0.001250
0.425842	1.071445	0.001278
0.441912	1.039705	0.001324
0.453523	1.058742	0.001346
0.468828	1.056118	0.001463
0.479730	1.080087	0.001634
0.494288	1.035033	0.001739
0.506575	1.086716	0.001254
0.519942	1.086545	0.001507
0.534159	1.059912	0.001562
0.547973	1.037572	0.001480
0.559408	1.033143	0.001714
0.572772	1.005439	0.001694
0.586365	1.037446	0.001221
0.600390	1.039977	0.001494
0.612050	1.017397	0.001474
0.626918	1.041787	0.001715
0.642132	1.035796	0.001532
0.652184	1.079452	0.001366
0.666986	1.051731	0.001300
0.683016	1.056094	0.001527
0.693221	1.046390	0.001203
0.706147	1.042904	0.001571
0.721066	1.047023	0.001278
0.734044	1.060307	0.001203
0.748535	1.067083	0.001598
0.758622	1.049627	0.001344
0.774164	1.042952	0.001327
0.787577	1.032693	0.001558
0.800661	1.032745	0.001558
0.813176	1.035196	0.001364
0.827746	1.016781	0.001320
0.842425	1.018816	0.001457
0.854280	0.998193	0.001471
0.867732	1.056868	0.001556
0.881358	1.008694	0.001559
0.893904	1.054957	0.001400
0.906657	1.000210	0.001457
0.921318	0.997474	0.001377
0.936225	1.031949	0.001766
0.948462	1.017059	0.001268
0.960628	0.982076	0.001710
0.975865	0.970737	0.001600
0.988859	1.027680	0.001592
1.002600	1.022526	0.001555
1.011812	1.048680	0.001484
1.027965	0.984934	0.001271
1.043439	0.970182	0.001376
1.056687	0.995672	0.001231
1.067628	0.973368	0.001410
1.080269	1.013190	0.001391
1.093305	0.977575	0.001542
1.107678	0.959066	0.001558
1.120981	0.992347	0.001245
1.135016	0.988560	0.001385
1.147525	0.998641	0.001663
1.160253	0.951989	0.001364
1.174151	0.943115	0.001492
1.187547	0.995920	0.001470
1.200498	0.972508	0.001676
1.212600	0.985300	0.001799
1.227593	0.951560	0.001617
1.240455	0.990479	0.001804
1.254093	0.963943	0.001737
1.266531	0.973609	0.001598
1.282032	0.970374	0.001496
1.295093	0.951234	0.001762
1.304733	0.956647	0.001340
1.322576	0.954021	0.001369
1.334765	0.927809	0.001354
1.348555	0.922084	0.001341
1.362126	0.970673	0.001230
1.375649	0.943146	0.001291
1.386433	0.919485	0.001366
1.403388	0.941030	0.001446
1.413784	0.940250	0.001831
1.427626	0.939589	0.001329
1.442452	0.934156	0.001704
1.452504	0.940178	0.001242
1.469989	0.953181	0.001306
1.480607	0.926738	0.001476
1.494104	0.948392	0.001729
1.511402	0.949808	0.001498
1.519375	0.939165	0.001300
1.532424	0.914327	0.001428
1.548682	0.939548	0.001287
1.560159	0.934232	0.001615
1.573593	0.912561	0.001820
1.587949	0.943082	0.001231
1.601969	0.931228	0.001727
1.614592	0.929190	0.001671
1.629003	0.969082	0.001252
1.639764	0.942569	0.001496
1.656776	0.922106	0.001529
1.665878	0.943040	0.001821
1.681817	0.989200	0.001231
1.697336	0.938553	0.001603
1.707629	0.945792	0.001552
1.722985	0.943789	0.001603
1.733612	0.941304	0.001230
1.746550	0.920690	0.001762
1.759262	0.996972	0.001275
1.774376	0.959633	0.001523
1.790583	0.946999	0.001346
1.802189	0.985994	0.001325
1.816037	0.954148	0.001674
1.832444	0.997292	0.001539
1.842103	0.976401	0.001411
1.854772	0.962716	0.001278
1.868801	0.996059	0.001644
1.883147	0.948440	0.001226
1.895215	0.986169	0.001400
1.908965	0.994393	0.001639
1.921505	0.970426	0.001686
1.935106	0.974756	0.001713
1.950531	1.005104	0.001749
1.961286	0.953037	0.001641
1.975675	0.998530	0.001309
1.988394	1.000270	0.001611
2.002222	0.980320	0.001516
2.014110	0.945105	0.001744
2.028908	1.026556	0.001431
2.041959	0.965034	0.001768
2.056576	0.995890	0.001595
2.068296	1.021032	0.001740
2.083417	0.991929	0.001252
2.097275	1.024323	0.001663
2.109252	1.017567	0.001334
2.122258	1.025072	0.001321
2.135772	1.011893	0.001453
2.149903	1.009927	0.001562
2.161975	1.006258	0.001527
2.177077	1.023058	0.001768
2.190264	1.066286	0.001217
2.202325	1.031678	0.001794
2.214961	1.011055	0.001341
