# Time (days)	Flux	Error
0.000385	0.959923	0.001510
0.012733	0.950384	0.001669
0.024917	1.008441	0.001303
0.043144	0.980690	0.001480
0.051446	0.983664	0.001463
0.065756	0.938540	0.001830
0.078748	0.990732	0.001297
0.095638	0.963726	0.001665
0.108038	0.992005	0.001773
0.119198	0.985723	0.001600
0.132222	0.974502	0.001610
0.147198	0.991928	0.001368
0.160622	0.961195	0.001275
0.173466	1.019383	0.001439
0.185398	0.952388	0.001679
0.200127	0.975175	0.001373
0.214692	0.934667	0.001817
0.227275	0.982591	0.001331
0.238448	0.971372	0.001266
0.254622	0.967970	0.001767
0.264183	0.981968	0.001834
0.282025	0.985590	0.001320
0.294035	0.975564	0.001391
0.305618	0.973610	0.001298
0.321379	1.013785	0.001584
0.333830	0.981778	0.001543
0.346729	0.982283	0.001265
0.360211	0.992187	0.001803
0.374903	0.998394	0.001557
0.385739	0.999419	0.001224
0.401182	1.015049	0.001538
0.413276	0.976627	0.001444
0.427491	0.991685	0.001345
0.437700	1.012402	0.001654
0.454628	1.024409	0.001509
0.467540	0.988922	0.001433
0.480704	1.032212	0.001779
0.493857	1.004382	0.001656
0.508335	1.025777	0.001443
0.517613	1.017975	0.001473
0.534947	1.044345	0.001392
0.548876	1.048781	0.001390
0.561876	1.047684	0.001788
0.575723	1.007908	0.001732
0.587815	1.039416	0.001365
0.600460	1.051098	0.001672
0.616870	1.044800	0.001407
0.626607	1.009534	0.001611
0.640424	1.057994	0.001350
0.652678	1.029405	0.001284
0.668409	1.007995	0.001364
0.682023	1.019353	0.001249
0.696360	1.020784	0.001537
0.707575	1.040267	0.001315
0.719886	1.031855	0.001405
0.734815	1.052570	0.001611
0.746032	1.023187	0.001795
0.762009	1.040396	0.001549
0.775223	1.045195	0.001480
0.787046	1.012950	0.001443
0.801462	0.994276	0.001325
0.813692	1.002469	0.001696
0.827835	1.061018	0.001537
0.841266	1.014544	0.001474
0.854939	1.018097	0.001661
0.867222	1.023443	0.001799
0.881159	1.012274	0.001314
0.895082	1.050516	0.001531
0.906169	1.016590	0.001314
0.922350	0.997341	0.001362
0.935895	1.020344	0.001680
0.948415	0.995987	0.001325
0.960752	1.001437	0.001634
0.974689	0.988721	0.001488
0.985204	1.041562	0.001440
1.002465	0.971670	0.001710
1.014523	0.966075	0.001308
1.028630	0.961331	0.001592
1.041871	1.006954	0.001419
1.053431	0.997877	0.001765
1.068152	0.978467	0.001405
1.081279	0.984381	0.001491
1.097513	0.979015	0.001281
1.105486	0.969768	0.001810
1.123054	0.977616	0.001750
1.135664	0.969975	0.001240
1.149716	0.935937	0.001735
1.162421	0.962386	0.001427
1.176396	0.971912	0.001714
1.187509	0.931416	0.001361
1.202794	0.968559	0.001726
1.215013	0.963575	0.001462
1.230837	0.981822	0.001552
1.244628	0.954317	0.001771
1.256870	0.986946	0.001476
1.267739	0.958875	0.001706
1.281861	1.001680	0.001401
1.295158	0.942807	0.001307
1.310594	0.969608	0.001523
1.321957	0.955213	0.001660
1.332937	0.995526	0.001572
1.349942	0.944895	0.001288
1.358489	0.991187	0.001361
1.373878	1.002368	0.001322
1.387261	0.973955	0.001262
1.402692	1.014625	0.001653
1.418030	0.966025	0.001540
1.429114	0.983083	0.001418
1.440818	0.976166	0.001390
1.455690	0.988580	0.001338
1.469528	0.945420	0.001739
1.481507	0.975531	0.001678
1.496446	0.982467	0.001260
1.508808	0.953951	0.001756
1.521321	1.001157	0.001421
1.534992	1.007863	0.001578
1.549322	0.979551	0.001771
1.561438	1.000721	0.001529
1.575035	1.023184	0.001605
1.588806	1.006050	0.001234
1.603356	1.049891	0.001363
1.613573	1.034118	0.001561
1.627560	1.009197	0.001461
1.644323	0.997831	0.001566
1.657216	1.039647	0.001294
1.667659	1.005251	0.001505
1.684016	1.040533	0.001772
1.696342	0.999405	0.001251
1.706817	1.037311	0.001701
1.724760	1.036578	0.001617
1.735107	1.043572	0.001674
1.749371	1.048405	0.001781
1.761883	1.038328	0.001354
1.775851	1.018944	0.001299
1.788029	1.020194	0.001221
1.803923	1.053343	0.001471
1.814117	1.032851	0.001418
1.829291	1.019025	0.001629
1.841397	1.020615	0.001279
1.855141	1.031633	0.001741
1.868881	1.054916	0.001622
1.883188	1.007541	0.001437
1.894696	1.026307	0.001512
1.908995	1.051980	0.001223
1.924723	1.056293	0.001427
1.933600	1.043759	0.001226
1.950226	1.009946	0.001766
1.963155	1.005947	0.001633
1.975619	1.027931	0.001523
1.988731	0.995861	0.001693
2.001886	1.026592	0.001620
2.016718	1.045303	0.001752
2.029437	1.053488	0.001446
2.044392	1.039494	0.001328
2.056330	1.009648	0.001271
2.069328	1.002571	0.001209
2.084127	1.006561	0.001397
2.097583	0.980050	0.001591
2.109053	0.971578	0.001474
2.121168	0.999454	0.001504
2.137264	1.022768	0.001513
2.150337	0.991821	0.001325
2.163074	0.990842	0.001285
2.174727	0.989318	0.001713
2.190259	0.984295	0.001414
2.201569	0.992560	0.001576
2.215325	0.980141	0.001806
2.230464	0.998127	0.001565
2.242098	0.955671	0.001639
2.256337	0.955638	0.001357
2.270551	0.999433	0.001655
2.284930	0.970415	0.001510
2.295542	0.969202	0.001651
2.309668	0.944413	0.001746
2.325085	0.961125	0.001507
2.335360	0.962816	0.001527
2.350896	0.943351	0.001429
2.363223	0.927824	0.001446
2.377115	0.946161	0.001390
2.390005	0.994884	0.001520
2.401086	0.964193	0.001636
2.417225	0.999128	0.001735
2.428315	0.987526	0.001322
2.443213	0.967329	0.001738
2.456844	0.978741	0.001430
2.472194	0.984285	0.001391
2.483972	0.963114	0.001458
2.496521	0.971166	0.001539
2.508712	0.927220	0.001622
2.522551	0.967708	0.001558
2.536132	0.982568	0.001738
2.552798	0.956015	0.001432
2.561674	0.980071	0.001663
2.576869	0.974438	0.001795
2.592184	0.990456	0.001598
2.603022	0.945753	0.001722
2.615582	0.955121	0.001506
2.628243	1.008943	0.001511
2.642632	1.010394	0.001395
2.656004	0.991702	0.001391
2.672552	1.017127	0.001787
2.682698	0.984830	0.001514
2.695690	0.986385	0.001773
2.712446	1.036299	0.001402
2.724148	0.970299	0.001526
2.735058	0.957455	0.001429
2.749316	1.002708	0.001275
2.764140	0.978697	0.001633
2.776217	1.013708	0.001359
