# Time (days)	Flux	Error
-0.000883	1.019616	0.001686
0.015225	1.000976	0.001686
0.025921	1.007007	0.001309
0.040202	1.033365	0.001517
0.053523	0.989356	0.001649
0.063003	1.050587	0.001544
0.080816	1.058754	0.001728
0.094152	1.001098	0.001583
0.107094	0.981016	0.001458
0.120089	0.936415	0.001270
0.135483	0.933372	0.001650
0.144282	0.995733	0.001298
0.162263	0.972570	0.001799
0.173565	0.994485	0.001214
0.185943	1.022271	0.001408
0.202324	1.029727	0.001770
0.215163	1.003220	0.001427
0.228064	1.023886	0.001656
0.238818	1.023359	0.001592
0.254088	1.035141	0.001267
0.268798	1.033689	0.001764
0.281302	1.031754	0.001656
0.291894	1.036207	0.001490
0.307108	0.945057	0.001825
0.320200	0.920278	0.001244
0.334730	0.960678	0.001589
0.346451	0.961366	0.001586
0.361376	0.971298	0.001318
0.372713	0.987661	0.001380
0.386601	1.006853	0.001660
0.401680	1.041801	0.001278
0.412944	1.016253	0.001554
0.429590	1.052421	0.001578
0.438187	0.987682	0.001415
0.454080	1.014420	0.001530
0.465745	1.015172	0.001383
0.479075	0.972718	0.001326
0.495274	0.972928	0.001559
0.508236	0.942039	0.001254
0.519005	0.973818	0.001343
0.534892	0.987244	0.001337
0.550452	0.977247	0.001689
0.557584	0.997747	0.001263
0.573090	1.003937	0.001703
0.585698	1.007527	0.001282
0.603414	1.021709	0.001343
0.614528	1.059592	0.001426
0.626669	1.009693	0.001392
0.640411	1.039813	0.001314
0.652449	1.011469	0.001758
0.667682	0.999101	0.001536
0.681688	0.982807	0.001532
0.693022	0.979461	0.001424
0.708752	0.911837	0.001602
0.722888	0.969790	0.001406
0.732939	0.936024	0.001670
0.747308	1.001155	0.001734
0.760338	0.985841	0.001337
0.777435	1.035376	0.001297
0.788254	1.036612	0.001591
0.799377	1.018585	0.001758
0.812924	1.040550	0.001209
0.827116	1.040620	0.001596
0.838745	1.021365	0.001687
0.854323	1.019850	0.001310
0.869797	0.996628	0.001447
0.879105	0.999405	0.001677
0.895126	0.956120	0.001526
0.907566	0.933087	0.001524
0.921535	0.962167	0.001511
0.933572	1.001123	0.001774
0.948751	1.002285	0.001588
0.959725	1.013109	0.001315
0.974894	1.074953	0.001553
0.987633	1.036182	0.001462
1.002828	1.034127	0.001201
1.014059	1.018192	0.001673
1.025945	1.018363	0.001398
1.041201	0.984790	0.001356
1.053572	0.982850	0.001781
1.070279	0.969584	0.001520
1.082635	0.986023	0.001463
