# Time (days)	Flux	Error
0.000343	1.037723	0.001713
0.012142	1.044884	0.001720
0.026204	0.994295	0.001276
0.039349	1.029164	0.001215
0.054562	1.044754	0.001532
0.066220	1.017315	0.001332
0.080790	1.046493	0.001578
0.096161	1.034998	0.001609
0.108519	1.042626	0.001765
0.119602	1.029324	0.001720
0.133080	1.030504	0.001255
0.147504	1.001402	0.001250
0.158025	1.024372	0.001586
0.172455	1.028290	0.001311
0.187617	1.051095	0.001208
0.200148	1.044164	0.001629
0.216249	1.015842	0.001395
0.226197	1.018848	0.001752
0.238980	1.038303	0.001624
0.252544	1.049365	0.001723
0.267104	1.042227	0.001470
0.280225	1.052616	0.001330
0.296769	1.033887	0.001292
0.306615	1.079946	0.001556
0.320575	1.027903	0.001653
0.335036	1.025636	0.001728
0.347067	1.021855	0.001306
0.361306	1.016917	0.001319
0.374446	1.058519	0.001612
0.388390	1.049365	0.001648
0.398750	1.031198	0.001403
0.415060	1.068756	0.001772
0.427152	1.028170	0.001699
0.440940	1.056313	0.001656
0.453529	1.034105	0.001346
0.469612	1.038224	0.001406
0.478022	1.023372	0.001381
0.495974	1.030789	0.001345
0.506556	1.056156	0.001518
0.522856	1.032639	0.001292
0.535799	1.030386	0.001764
0.548878	1.028518	0.001317
0.561983	1.076134	0.001326
0.577256	1.063462	0.001219
0.586794	1.051086	0.001568
0.600166	1.048337	0.001587
0.613421	1.044241	0.001513
0.628884	1.019096	0.001526
0.639271	0.987563	0.001722
0.655707	1.026241	0.001666
0.667328	1.008030	0.001726
0.679643	1.022701	0.001275
0.692984	1.031260	0.001598
0.706713	1.034833	0.001304
0.719147	1.063377	0.001270
0.735170	1.008153	0.001809
0.748974	1.023759	0.001632
0.762471	1.002962	0.001497
0.773711	1.024494	0.001671
0.788312	1.036226	0.001659
0.801262	1.004473	0.001735
0.815532	0.979624	0.001589
0.828557	1.026449	0.001606
0.841438	1.027669	0.001230
0.852193	0.992317	0.001215
0.867804	0.952358	0.001272
0.881529	1.044255	0.001260
0.893808	1.014865	0.001717
0.907730	1.006873	0.001294
0.919710	0.996677	0.001535
0.934369	1.005108	0.001606
0.948827	1.011471	0.001649
0.964293	0.998512	0.001297
0.973510	0.988269	0.001649
0.988183	0.968894	0.001594
1.000286	0.982183	0.001532
1.014800	0.999330	0.001486
1.027979	0.994279	0.001336
1.042743	0.983002	0.001775
1.056285	0.990305	0.001508
1.068557	1.001839	0.001744
1.081542	0.973081	0.001546
1.096632	0.994328	0.001663
1.108643	1.001014	0.001284
1.123780	0.954938	0.001527
1.132932	0.942641	0.001658
1.150843	0.946181	0.001474
1.160996	0.975691	0.001376
1.173725	0.963147	0.001779
1.188469	0.983468	0.001546
1.200330	0.948431	0.001690
1.215996	0.988023	0.001340
1.227974	0.981405	0.001255
1.242329	0.954386	0.001428
1.253996	0.998554	0.001484
1.268357	0.965426	0.001543
1.282138	0.984902	0.001448
1.295111	0.957828	0.001787
1.310840	0.970853	0.001279
1.322853	0.941237	0.001216
1.335697	0.981098	0.001308
1.346303	0.946525	0.001460
1.362638	0.992636	0.001513
1.377137	0.970585	0.001251
1.387922	0.963851	0.001633
1.401932	1.000431	0.001486
1.411515	0.962827	0.001784
1.427244	0.965964	0.001690
1.439479	0.946094	0.001386
1.455753	0.934629	0.001573
1.468767	0.952961	0.001655
1.482181	0.919925	0.001315
1.495094	0.929867	0.001701
1.510390	0.892662	0.001561
1.520740	0.942419	0.001386
1.535640	0.965669	0.001813
1.549889	0.998113	0.001404
1.562208	0.947758	0.001699
1.575681	0.982264	0.001219
1.588056	0.954422	0.001434
1.602064	0.938777	0.001345
1.616823	0.965023	0.001292
1.626525	0.981916	0.001752
1.642362	0.936075	0.001407
1.655148	0.983659	0.001723
1.669188	0.951632	0.001562
1.685001	0.989888	0.001717
1.695394	0.941772	0.001308
1.711331	0.965398	0.001755
1.724166	0.946910	0.001427
1.736093	0.957259	0.001802
1.749523	0.967782	0.001337
1.763003	0.967594	0.001386
1.775015	0.964580	0.001262
1.790306	0.959320	0.001417
1.802007	0.939236	0.001315
1.816226	0.927567	0.001468
1.826603	0.973367	0.001609
1.841735	0.975131	0.001698
1.856955	0.964412	0.001257
1.868097	0.967736	0.001347
1.883395	0.984193	0.001638
1.895627	0.988001	0.001776
1.910979	0.948085	0.001379
1.924691	0.980994	0.001239
1.936604	0.990430	0.001725
1.949701	0.968994	0.001259
1.963129	0.969558	0.001242
1.976401	0.974862	0.001576
1.991373	0.974748	0.001444
2.006479	0.954315	0.001613
