# Time (days)	Flux	Error
0.000000	0.997325	0.002308
0.083333	1.009380	0.002362
0.166667	1.027201	0.002863
0.250000	1.015050	0.002526
0.333333	1.012939	0.001645
0.416667	1.019200	0.001524
0.500000	1.026680	0.001660
0.583333	1.022148	0.001515
0.666667	1.025323	0.002588
0.750000	1.016439	0.001712
0.833333	1.019556	0.001950
0.916667	1.012652	0.001977
1.000000	1.005213	0.001803
1.083333	1.003675	0.001919
1.166667	0.992921	0.001688
1.250000	0.979357	0.002068
1.333333	0.976831	0.002159
1.416667	0.982218	0.001533
1.500000	0.982921	0.002310
1.583333	0.966957	0.002325
1.666667	0.972331	0.002374
1.750000	0.972107	0.001768
1.833333	0.982111	0.002241
1.916667	0.971808	0.002457
2.000000	0.995129	0.002630
2.083333	0.995339	0.002212
2.166667	0.993359	0.002494
2.250000	1.005332	0.002360
2.333333	1.004857	0.002324
2.416667	1.022809	0.001184
2.500000	1.032505	0.002109
2.583333	1.024666	0.002177
2.666667	1.034387	0.002262
2.750000	1.020448	0.002586
2.833333	1.027835	0.001378
2.916667	1.022669	0.002316
3.000000	1.017173	0.001933
3.083333	1.015694	0.001363
3.166667	1.008565	0.001495
3.250000	0.999892	0.002480
3.333333	0.984448	0.002013
3.416667	0.991106	0.001465
3.500000	0.984803	0.002021
3.583333	0.978474	0.001459
3.666667	0.974648	0.002572
3.750000	0.975325	0.001490
3.833333	0.976642	0.001900
3.916667	0.964561	0.002835
4.000000	0.977719	0.001485
4.083333	0.979395	0.001271
4.166667	0.983692	0.001173
4.250000	0.992771	0.002772
4.333333	0.999458	0.001519
4.416667	1.016136	0.001780
4.500000	1.006211	0.001546
4.583333	1.010652	0.001981
4.666667	1.022133	0.002146
4.750000	1.013054	0.001730
4.833333	1.022587	0.002700
4.916667	1.026221	0.001053
5.000000	1.031032	0.001439
5.083333	1.022616	0.002367
5.166667	1.011352	0.001584
5.250000	1.016698	0.002554
5.333333	1.020058	0.001284
5.416667	1.004605	0.002734
5.500000	1.002600	0.001142
5.583333	0.998406	0.002801
5.666667	0.998544	0.001812
5.750000	0.979820	0.002330
5.833333	0.987123	0.002908
5.916667	0.972914	0.002119
6.000000	0.970492	0.001722
6.083333	0.992075	0.002556
6.166667	0.979360	0.002216
6.250000	0.992222	0.001662
6.333333	0.992241	0.002293
6.416667	0.998742	0.002067
6.500000	0.986135	0.001115
6.583333	1.002472	0.002886
6.666667	1.006424	0.002068
6.750000	1.011935	0.002721
6.833333	1.006584	0.002596
6.916667	1.015303	0.001589
7.000000	1.014488	0.001880
7.083333	1.018308	0.002100
7.166667	1.026727	0.002129
7.250000	1.015892	0.001032
7.333333	1.015618	0.001300
7.416667	1.012152	0.002803
7.500000	0.999768	0.001563
7.583333	1.002864	0.002291
7.666667	1.000762	0.002070
7.750000	0.995817	0.001338
7.833333	0.995588	0.001023
7.916667	0.987080	0.002479
8.000000	0.982348	0.001614
8.083333	0.980367	0.001239
8.166667	0.989458	0.001225
8.250000	0.985307	0.002279
8.333333	0.983085	0.002679
8.416667	0.994668	0.001813
8.500000	0.982889	0.001019
8.583333	0.997553	0.002715
8.666667	1.003339	0.002769
8.750000	0.995521	0.001916
8.833333	1.005371	0.001271
8.916667	1.005337	0.002740
9.000000	1.005712	0.001146
9.083333	1.012653	0.002187
9.166667	1.005102	0.002598
9.250000	1.008141	0.001648
9.333333	1.012268	0.001483
9.416667	1.015598	0.002487
9.500000	1.015079	0.001886
9.583333	1.011877	0.001585
9.666667	1.011974	0.002127
9.750000	1.000696	0.001141
9.833333	1.001644	0.001530
9.916667	1.010373	0.001701
10.000000	0.998086	0.002833
10.083333	0.988604	0.002586
10.166667	0.991850	0.001725
10.250000	0.996051	0.001084
10.333333	1.002866	0.002519
10.416667	0.989612	0.002705
10.500000	1.001363	0.002766
10.583333	0.996779	0.002269
10.666667	0.990393	0.001776
10.750000	1.001163	0.001101
10.833333	0.999411	0.002786
10.916667	1.004210	0.002680
11.000000	0.993060	0.001139
11.083333	1.001551	0.002517
11.166667	0.989201	0.002633
11.250000	0.997901	0.001733
11.333333	1.008757	0.002352
11.416667	1.001106	0.002490
11.500000	1.004788	0.002409
11.583333	1.004023	0.001379
11.666667	1.011290	0.002817
11.750000	0.995353	0.002960
11.833333	1.002356	0.002096
11.916667	0.995260	0.001878
12.000000	0.988846	0.001129
12.083333	0.994522	0.001546
12.166667	1.003687	0.001453
12.250000	0.985082	0.001956
12.333333	0.988645	0.002648
12.416667	1.001874	0.001475
12.500000	1.008362	0.002931
12.583333	1.010811	0.002078
12.666667	1.015563	0.002578
12.750000	1.006744	0.001034
12.833333	1.003654	0.001523
12.916667	1.005910	0.002739
13.000000	1.006824	0.001226
13.083333	0.998495	0.001699
13.166667	1.007059	0.002784
13.250000	0.994569	0.001096
13.333333	0.995073	0.001904
13.416667	0.992509	0.001311
13.500000	0.993345	0.001511
13.583333	0.993765	0.001894
13.666667	1.009263	0.001701
13.750000	0.986107	0.002535
13.833333	0.991026	0.002550
13.916667	0.994507	0.001996
14.000000	1.000295	0.001640
14.083333	0.998483	0.002096
14.166667	1.005952	0.002237
14.250000	1.001273	0.002663
14.333333	1.002141	0.002743
14.416667	0.999611	0.002845
14.500000	1.003863	0.002402
14.583333	0.995256	0.001316
14.666667	1.005442	0.001992
14.750000	1.004725	0.001053
14.833333	1.017408	0.002238
14.916667	1.007347	0.001453
15.000000	1.007426	0.001344
15.083333	0.998291	0.002710
15.166667	1.024359	0.001947
15.250000	1.002493	0.002712
15.333333	0.993946	0.002309
15.416667	0.998462	0.002718
15.500000	0.999514	0.001202
15.583333	0.992328	0.002119
15.666667	0.986102	0.001117
15.750000	0.987713	0.001551
15.833333	0.984019	0.001372
15.916667	0.984384	0.002141
16.000000	0.991939	0.002699
16.083333	0.987672	0.002010
16.166667	0.977954	0.002417
16.250000	0.984277	0.001921
16.333333	0.994578	0.002786
16.416667	1.002427	0.001027
16.500000	1.010044	0.002496
16.583333	1.013195	0.002489
16.666667	1.002876	0.002773
16.750000	1.008677	0.001889
16.833333	1.008959	0.001541
16.916667	1.018260	0.002112
17.000000	1.022735	0.001983
17.083333	1.017564	0.001750
17.166667	1.014722	0.001986
17.250000	1.024770	0.001207
17.333333	1.018592	0.001682
17.416667	1.018760	0.002665
17.500000	1.004023	0.002307
17.583333	1.001489	0.002429
17.666667	0.989617	0.002274
17.750000	0.990204	0.002012
17.833333	0.984133	0.001668
17.916667	0.995893	0.002073
18.000000	0.986696	0.001202
18.083333	0.975499	0.002644
18.166667	0.986943	0.002449
18.250000	0.980081	0.002244
18.333333	0.979554	0.001210
18.416667	0.992723	0.001770
18.500000	0.994858	0.002154
18.583333	0.991596	0.002728
18.666667	0.998241	0.001744
18.750000	1.014447	0.001389
18.833333	1.014287	0.002990
18.916667	1.026063	0.001928
19.000000	1.018482	0.002063
19.083333	1.023142	0.001238
19.166667	1.022197	0.002541
19.250000	1.013696	0.002657
19.333333	1.015662	0.002119
19.416667	1.027915	0.001790
19.500000	1.018082	0.002742
19.583333	1.006845	0.001940
19.666667	1.008483	0.002904
19.750000	0.997284	0.002990
19.833333	0.993284	0.001440
19.916667	0.985335	0.002071
20.000000	0.991073	0.001165
20.083333	0.981164	0.001961
20.166667	0.974300	0.002512
20.250000	0.980122	0.002498
20.333333	0.975500	0.002359
20.416667	0.965400	0.001461
20.500000	0.986154	0.002923
20.583333	0.972388	0.001301
20.666667	0.985675	0.001506
20.750000	1.002859	0.001294
20.833333	0.999614	0.002741
20.916667	1.003186	0.001283
21.000000	1.004720	0.001976
21.083333	1.012217	0.002186
21.166667	1.017739	0.001380
21.250000	1.025733	0.001642
21.333333	1.032964	0.001677
21.416667	1.033861	0.001004
21.500000	1.025927	0.001426
21.583333	1.020279	0.001119
21.666667	1.024816	0.001048
21.750000	1.009427	0.001048
21.833333	1.005805	0.001166
21.916667	1.009747	0.001809
22.000000	1.003080	0.002200
22.083333	0.991814	0.002502
22.166667	0.983944	0.001268
22.250000	0.982594	0.002361
22.333333	0.963421	0.002057
22.416667	0.973992	0.001405
22.500000	0.969785	0.002871
22.583333	0.974631	0.002920
22.666667	0.978575	0.002643
22.750000	0.966623	0.002206
22.833333	0.977074	0.002633
22.916667	0.991887	0.001745
23.000000	0.990656	0.001835
23.083333	0.999350	0.001443
23.166667	1.010008	0.001741
23.250000	1.012422	0.002976
23.333333	1.029258	0.001047
23.416667	1.037919	0.002333
23.500000	1.034741	0.002034
23.583333	1.038054	0.002081
23.666667	1.023838	0.002413
23.750000	1.018699	0.001923
23.833333	1.021024	0.002250
23.916667	1.025973	0.001087
24.000000	1.010258	0.001063
24.083333	1.010195	0.001505
24.166667	0.988510	0.002412
24.250000	0.993700	0.002954
24.333333	0.985658	0.002106
24.416667	0.971066	0.002259
24.500000	0.974948	0.001640
24.583333	0.967398	0.002099
24.666667	0.966740	0.002706
24.750000	0.972235	0.001059
24.833333	0.969345	0.002491
24.916667	0.959838	0.001808
25.000000	0.980470	0.002668
25.083333	0.991964	0.002606
25.166667	1.006656	0.001326
25.250000	0.997029	0.002791
25.333333	1.013143	0.001683
25.416667	1.014979	0.002454
25.500000	1.013930	0.001843
25.583333	1.022295	0.002298
25.666667	1.029754	0.002272
25.750000	1.028685	0.001596
25.833333	1.033664	0.001684
25.916667	1.031352	0.001223
26.000000	1.023941	0.001466
26.083333	1.014645	0.001507
26.166667	1.020175	0.001300
26.250000	1.012877	0.002329
26.333333	1.001190	0.002779
26.416667	1.003488	0.002809
26.500000	0.999090	0.001583
26.583333	0.990412	0.002898
26.666667	0.981619	0.001953
26.750000	0.984799	0.001348
26.833333	0.975934	0.002001
26.916667	0.972502	0.001372
