# Time (days)	Flux	Error
0.000000	0.994582	0.002228
0.031250	1.005486	0.001246
0.062500	1.012153	0.001148
0.093750	1.010413	0.001867
0.125000	1.016606	0.001879
0.156250	1.026182	0.002522
0.187500	1.020445	0.002052
0.218750	1.032236	0.001543
0.250000	1.032626	0.002614
0.281250	1.026639	0.001461
0.312500	1.032142	0.001414
0.343750	1.034097	0.002733
0.375000	1.037591	0.002272
0.406250	1.035160	0.001858
0.437500	1.024604	0.001505
0.468750	1.031068	0.001374
0.500000	1.017445	0.001389
0.531250	1.006899	0.002041
0.562500	1.019829	0.002207
0.593750	1.019336	0.001715
0.625000	1.000715	0.002989
0.656250	0.996405	0.001504
0.687500	1.004163	0.001043
0.718750	0.999486	0.002712
0.750000	0.998735	0.001307
0.781250	0.992253	0.001987
0.812500	0.986528	0.002863
0.843750	0.985864	0.001492
0.875000	0.997215	0.001665
0.906250	0.985369	0.001246
0.937500	0.992106	0.001629
0.968750	0.996978	0.002100
1.000000	0.988531	0.002779
1.031250	0.996563	0.002335
1.062500	0.998293	0.002329
1.093750	1.004751	0.002544
1.125000	1.003431	0.002115
1.156250	1.011944	0.002652
1.187500	1.008517	0.001092
1.218750	1.019811	0.001636
1.250000	1.024895	0.001403
1.281250	1.028207	0.002593
1.312500	1.026298	0.001922
1.343750	1.030010	0.002839
1.375000	1.029884	0.002919
1.406250	1.037310	0.002689
1.437500	1.044034	0.002017
1.468750	1.046388	0.002309
1.500000	1.041213	0.001017
1.531250	1.033197	0.001390
1.562500	1.041523	0.001420
1.593750	1.041055	0.002814
1.625000	1.033305	0.001043
1.656250	1.034638	0.002578
1.687500	1.030200	0.001386
1.718750	1.032987	0.001650
1.750000	1.022688	0.002487
1.781250	1.017288	0.001372
1.812500	1.010264	0.001596
1.843750	1.009451	0.001681
1.875000	1.013915	0.001551
1.906250	0.994811	0.001998
1.937500	0.999070	0.001894
1.968750	0.987508	0.002897
2.000000	0.987682	0.001877
2.031250	0.994763	0.001895
2.062500	0.990246	0.002430
2.093750	0.994487	0.002679
2.125000	0.989633	0.001791
2.156250	0.990079	0.001097
2.187500	0.986111	0.001244
2.218750	0.987610	0.002328
2.250000	0.985883	0.002191
2.281250	0.995703	0.002950
2.312500	1.009356	0.002982
2.343750	1.008090	0.002667
2.375000	1.006080	0.002076
2.406250	1.010374	0.002244
2.437500	1.019027	0.001815
2.468750	1.016605	0.002075
2.500000	1.022838	0.001557
2.531250	1.027469	0.002287
2.562500	1.027119	0.002528
2.593750	1.030571	0.001224
2.625000	1.025674	0.002936
2.656250	1.021694	0.001923
2.687500	1.031644	0.002373
2.718750	1.023386	0.001981
2.750000	1.035196	0.001405
2.781250	1.018867	0.001556
2.812500	1.019855	0.002692
2.843750	1.023941	0.002000
2.875000	1.014812	0.001570
2.906250	1.010128	0.002426
2.937500	0.994879	0.002753
2.968750	0.999986	0.002034
3.000000	1.001931	0.001503
3.031250	1.000266	0.002968
3.062500	0.994458	0.001299
3.093750	0.981184	0.001220
3.125000	0.972893	0.002782
3.156250	0.983209	0.002299
3.187500	0.976868	0.001796
3.218750	0.972244	0.001822
3.250000	0.969127	0.002761
3.281250	0.965984	0.001635
3.312500	0.971704	0.002868
3.343750	0.961700	0.001404
3.375000	0.963739	0.002846
3.406250	0.977366	0.002183
3.437500	0.975329	0.001530
3.468750	0.969464	0.001845
3.500000	0.970564	0.001699
3.531250	0.978282	0.002869
3.562500	0.984764	0.002077
3.593750	0.983615	0.001101
3.625000	0.991733	0.002257
3.656250	0.996074	0.001816
3.687500	1.003088	0.001348
3.718750	1.001421	0.001011
3.750000	0.992283	0.002179
3.781250	1.005536	0.001498
3.812500	1.012093	0.002102
3.843750	1.001223	0.001728
3.875000	1.007944	0.002150
3.906250	1.001691	0.002628
3.937500	1.002955	0.002768
3.968750	1.004391	0.001865
4.000000	1.002340	0.002356
4.031250	1.010773	0.002077
4.062500	1.002034	0.002542
4.093750	1.003704	0.002661
4.125000	0.985096	0.002301
4.156250	0.983187	0.001076
4.187500	0.988544	0.002139
4.218750	0.983181	0.001936
4.250000	0.971816	0.002169
4.281250	0.967740	0.001414
4.312500	0.961919	0.002786
4.343750	0.971225	0.002243
4.375000	0.964667	0.002751
4.406250	0.957352	0.001007
4.437500	0.960828	0.001833
4.468750	0.964797	0.002144
4.500000	0.961410	0.001809
4.531250	0.959071	0.002764
4.562500	0.947963	0.001449
4.593750	0.956000	0.001964
4.625000	0.959310	0.002540
4.656250	0.966714	0.001841
4.687500	0.978357	0.002527
4.718750	0.982653	0.001258
4.750000	0.975550	0.002907
4.781250	0.987249	0.002656
4.812500	0.987718	0.001487
4.843750	0.988155	0.001689
4.875000	1.005407	0.001578
4.906250	0.999652	0.002731
4.937500	1.010113	0.002593
4.968750	1.003708	0.001447
5.000000	1.009237	0.002462
5.031250	1.002630	0.001309
5.062500	1.006938	0.001164
5.093750	1.013819	0.002631
5.125000	1.006402	0.001823
5.156250	1.018409	0.001724
5.187500	1.005661	0.002142
5.218750	1.006207	0.002189
5.250000	1.009104	0.002772
5.281250	1.006887	0.001483
5.312500	1.005204	0.002463
5.343750	1.004438	0.002065
5.375000	0.991588	0.002529
5.406250	0.998287	0.001471
5.437500	0.981766	0.002157
5.468750	0.988153	0.002777
5.500000	0.976168	0.001884
5.531250	0.971546	0.002200
5.562500	0.981802	0.002203
5.593750	0.970841	0.002309
5.625000	0.974843	0.001660
5.656250	0.977316	0.002072
5.687500	0.979026	0.002033
5.718750	0.975660	0.001122
5.750000	0.966730	0.002231
5.781250	0.977699	0.001479
5.812500	0.980097	0.001939
5.843750	0.976215	0.001630
5.875000	0.982366	0.001847
5.906250	0.987923	0.001658
5.937500	0.997451	0.001898
5.968750	1.005973	0.001913
6.000000	1.006202	0.001591
6.031250	0.995891	0.001594
6.062500	1.018521	0.002835
6.093750	1.019255	0.001567
6.125000	1.024499	0.002742
6.156250	1.016755	0.001029
6.187500	1.032253	0.002665
6.218750	1.027106	0.002007
6.250000	1.026022	0.001245
6.281250	1.028772	0.002836
6.312500	1.033644	0.001612
6.343750	1.029239	0.002453
6.375000	1.035165	0.001736
6.406250	1.031036	0.002515
6.437500	1.032519	0.002404
6.468750	1.032531	0.002376
6.500000	1.025099	0.002345
6.531250	1.024449	0.002518
6.562500	1.013666	0.002593
6.593750	1.010354	0.001199
6.625000	1.005181	0.002851
6.656250	1.013926	0.001861
6.687500	0.993844	0.001515
6.718750	1.006750	0.002985
6.750000	1.002551	0.002945
6.781250	0.993136	0.002289
6.812500	0.993800	0.002335
6.843750	0.991408	0.001991
6.875000	0.986472	0.002104
6.906250	0.999300	0.001254
6.937500	0.994557	0.002583
6.968750	0.992949	0.002572
7.000000	0.993550	0.002763
7.031250	0.999359	0.001954
7.062500	1.005505	0.001532
7.093750	1.002033	0.002977
7.125000	1.007702	0.001279
7.156250	1.013966	0.002957
7.187500	1.009679	0.001814
7.218750	1.029037	0.002344
7.250000	1.024671	0.002729
7.281250	1.021275	0.002839
7.312500	1.025708	0.002415
7.343750	1.034306	0.001063
7.375000	1.045255	0.001788
7.406250	1.045494	0.001188
7.437500	1.046493	0.001778
7.468750	1.048256	0.001078
7.500000	1.045858	0.001409
7.531250	1.034012	0.001581
7.562500	1.050361	0.002104
7.593750	1.046844	0.001282
7.625000	1.033493	0.002470
7.656250	1.035150	0.002188
7.687500	1.037157	0.002747
7.718750	1.014107	0.002270
7.750000	1.022849	0.001426
7.781250	1.014975	0.002024
7.812500	1.013391	0.001169
7.843750	1.015451	0.002893
7.875000	1.003480	0.002297
7.906250	1.002767	0.002770
7.937500	0.999309	0.002098
7.968750	0.996821	0.001693
8.000000	0.998905	0.001415
8.031250	0.996787	0.001735
8.062500	0.986978	0.002064
8.093750	0.978476	0.002119
8.125000	0.993365	0.001636
8.156250	0.983363	0.002546
8.187500	0.990694	0.002858
8.218750	0.990714	0.001051
8.250000	0.987984	0.001678
8.281250	0.987614	0.001563
8.312500	0.997434	0.002949
8.343750	0.997508	0.002872
