# Time (days)	Flux	Error
0.000000	1.013412	0.002321
0.031250	1.001865	0.002335
0.062500	1.001485	0.002815
0.093750	1.017264	0.002035
0.125000	1.019678	0.002407
0.156250	1.011931	0.002473
0.187500	1.022504	0.002675
0.218750	1.021656	0.001128
0.250000	1.026534	0.002504
0.281250	1.029560	0.001294
0.312500	1.037769	0.002298
0.343750	1.042060	0.002990
0.375000	1.026429	0.001594
0.406250	1.037028	0.002381
0.437500	1.029268	0.001773
0.468750	1.032203	0.002373
0.500000	1.034120	0.002965
0.531250	1.035108	0.001877
0.562500	1.026358	0.001955
0.593750	1.020093	0.001882
0.625000	1.006794	0.001835
0.656250	1.015317	0.002850
0.687500	1.013002	0.002918
0.718750	1.014256	0.001763
0.750000	1.000697	0.001785
0.781250	0.997983	0.001850
0.812500	0.997854	0.002419
0.843750	0.995155	0.002217
0.875000	0.988558	0.002507
0.906250	0.983200	0.001978
0.937500	0.987992	0.002835
0.968750	0.972569	0.001582
1.000000	0.975218	0.002460
1.031250	0.972623	0.001877
1.062500	0.967594	0.002355
1.093750	0.976314	0.001372
1.125000	0.970744	0.001754
1.156250	0.953496	0.002393
1.187500	0.966355	0.001575
1.218750	0.964251	0.001190
1.250000	0.975759	0.002993
1.281250	0.964011	0.001780
1.312500	0.973673	0.001616
1.343750	0.971777	0.001206
1.375000	0.982842	0.001515
1.406250	0.978998	0.001829
1.437500	0.980130	0.001218
1.468750	0.991434	0.002110
1.500000	0.989866	0.002626
1.531250	0.992136	0.001764
1.562500	0.994166	0.002805
1.593750	1.009175	0.002146
1.625000	1.005900	0.001468
1.656250	1.017606	0.001307
1.687500	1.014569	0.001551
1.718750	1.016357	0.002927
1.750000	1.014737	0.002900
1.781250	1.027871	0.002234
1.812500	1.024587	0.002575
1.843750	1.031689	0.002106
1.875000	1.038297	0.002826
1.906250	1.026162	0.002429
1.937500	1.032464	0.002409
1.968750	1.033830	0.001843
2.000000	1.030807	0.001966
2.031250	1.025446	0.002548
2.062500	1.028662	0.002220
2.093750	1.030276	0.002269
2.125000	1.024854	0.002229
2.156250	1.019948	0.001133
2.187500	1.019234	0.002631
2.218750	1.012025	0.002898
2.250000	1.012466	0.001075
2.281250	1.009452	0.002878
2.312500	1.003299	0.002548
2.343750	1.003551	0.002922
2.375000	0.997587	0.001808
2.406250	0.985634	0.001855
2.437500	0.992837	0.002081
2.468750	0.991745	0.001293
2.500000	0.975044	0.001282
2.531250	0.987623	0.001211
2.562500	0.977324	0.002744
2.593750	0.984426	0.002668
2.625000	0.973800	0.001500
2.656250	0.967876	0.002532
2.687500	0.967705	0.001260
2.718750	0.978071	0.002836
2.750000	0.964042	0.001139
2.781250	0.973510	0.001038
2.812500	0.976681	0.002607
2.843750	0.982675	0.001017
2.875000	0.967215	0.002271
2.906250	0.970256	0.001551
2.937500	0.978006	0.001401
2.968750	0.976819	0.001187
3.000000	0.989278	0.002684
3.031250	0.995469	0.001568
3.062500	0.989726	0.002976
3.093750	1.000458	0.002022
3.125000	0.997599	0.001354
3.156250	0.992342	0.001891
3.187500	1.004457	0.001756
3.218750	1.010023	0.001254
3.250000	1.020938	0.002647
3.281250	1.017009	0.001628
3.312500	1.020350	0.002639
3.343750	1.021187	0.002495
3.375000	1.015138	0.002250
3.406250	1.018525	0.002146
3.437500	1.017243	0.002130
3.468750	1.017962	0.002009
3.500000	1.025277	0.001017
3.531250	1.022117	0.001020
3.562500	1.024222	0.001117
3.593750	1.023194	0.001412
3.625000	1.019470	0.001964
3.656250	1.025816	0.001996
3.687500	1.019479	0.001052
3.718750	1.021118	0.001140
3.750000	1.021008	0.002893
3.781250	1.010393	0.002883
3.812500	0.999714	0.002914
3.843750	1.004878	0.001896
3.875000	1.011020	0.002501
3.906250	1.003002	0.001903
3.937500	0.995345	0.002978
3.968750	0.997162	0.001793
4.000000	0.998972	0.002180
4.031250	0.989626	0.002444
4.062500	1.000643	0.001824
4.093750	0.978635	0.001518
4.125000	0.988707	0.001870
4.156250	0.982245	0.001136
4.187500	0.972802	0.001848
4.218750	0.984703	0.001973
4.250000	0.979998	0.001411
4.281250	0.986854	0.002044
4.312500	0.977346	0.002281
4.343750	0.981154	0.001493
4.375000	0.979202	0.002836
4.406250	0.981594	0.002073
4.437500	0.986055	0.002721
4.468750	0.989589	0.001325
4.500000	0.984719	0.002473
4.531250	0.984878	0.002883
4.562500	0.993478	0.001354
4.593750	0.988310	0.001879
4.625000	0.992822	0.002613
4.656250	1.001230	0.001682
4.687500	1.004119	0.001192
4.718750	1.011010	0.002372
4.750000	1.001235	0.001956
4.781250	1.001346	0.002739
4.812500	1.008721	0.001817
4.843750	1.005034	0.002173
4.875000	1.012172	0.002727
4.906250	0.999019	0.002698
4.937500	1.009228	0.001170
4.968750	1.008433	0.001750
5.000000	1.016478	0.002820
5.031250	1.011202	0.001585
5.062500	1.009507	0.002054
5.093750	1.017035	0.002043
5.125000	1.014853	0.001174
5.156250	1.006950	0.001874
5.187500	1.006001	0.002633
5.218750	1.009202	0.002079
5.250000	1.011301	0.001912
5.281250	1.004220	0.001666
5.312500	1.003166	0.001344
5.343750	1.005221	0.002765
5.375000	1.002553	0.001919
5.406250	1.001188	0.002883
5.437500	1.004498	0.002600
5.468750	0.987164	0.002697
5.500000	0.992902	0.001443
5.531250	1.006492	0.002933
5.562500	0.991586	0.001876
5.593750	0.998014	0.001503
5.625000	0.993137	0.002670
5.656250	0.996655	0.001202
5.687500	0.994605	0.002416
5.718750	0.981389	0.002959
5.750000	0.988676	0.002601
5.781250	1.002886	0.002731
5.812500	1.002457	0.001196
5.843750	0.995525	0.001692
5.875000	0.998024	0.001512
5.906250	0.990434	0.001596
5.937500	0.995072	0.002334
5.968750	0.993940	0.002016
6.000000	1.005547	0.002923
6.031250	1.007211	0.002546
6.062500	0.999706	0.002635
6.093750	0.999092	0.002025
6.125000	0.995888	0.002404
6.156250	0.998297	0.002797
6.187500	1.000474	0.001598
6.218750	1.001274	0.001530
6.250000	1.010272	0.001612
6.281250	0.998891	0.001438
6.312500	1.000937	0.001688
6.343750	1.007879	0.001307
6.375000	1.000131	0.001866
6.406250	1.003358	0.001987
6.437500	1.007048	0.002397
6.468750	1.003879	0.001059
6.500000	1.008165	0.001756
6.531250	1.004355	0.001532
6.562500	1.010917	0.002426
6.593750	0.994500	0.001600
6.625000	1.002247	0.001471
6.656250	0.990587	0.001173
6.687500	0.992504	0.002107
6.718750	0.994637	0.002446
6.750000	0.998741	0.002637
6.781250	0.999488	0.002257
6.812500	0.981230	0.002496
6.843750	0.999485	0.002607
6.875000	0.986689	0.002414
6.906250	0.991433	0.001559
6.937500	0.991807	0.001989
6.968750	0.993166	0.001323
7.000000	0.991063	0.001851
7.031250	0.995996	0.002909
7.062500	0.994267	0.001735
7.093750	0.988397	0.001258
7.125000	0.987642	0.002285
7.156250	0.986867	0.001394
7.187500	0.988382	0.001388
7.218750	0.989481	0.001710
7.250000	0.998794	0.001410
7.281250	0.997532	0.001556
7.312500	0.989723	0.001383
7.343750	0.996801	0.001993
7.375000	1.005644	0.002683
7.406250	1.009253	0.002076
7.437500	0.993678	0.001175
7.468750	1.004211	0.002575
7.500000	1.001718	0.002026
7.531250	1.009904	0.002165
7.562500	1.013163	0.001174
7.593750	1.017340	0.001409
7.625000	1.012064	0.002450
7.656250	1.007497	0.002621
7.687500	1.009623	0.001691
7.718750	1.016691	0.002310
7.750000	1.014586	0.001393
7.781250	1.011520	0.002402
7.812500	1.007065	0.001680
7.843750	1.007025	0.001352
7.875000	1.018074	0.001595
7.906250	1.016628	0.002720
7.937500	1.002866	0.001396
7.968750	1.007501	0.002163
8.000000	0.997044	0.001207
8.031250	1.006662	0.002178
8.062500	0.988821	0.001318
8.093750	1.000149	0.001995
8.125000	0.995117	0.001954
8.156250	0.987043	0.001745
8.187500	1.001698	0.002407
8.218750	0.991492	0.001460
8.250000	0.993116	0.002226
8.281250	0.985117	0.002518
8.312500	0.984895	0.002033
8.343750	0.976544	0.002467
8.375000	0.986991	0.001141
8.406250	0.979737	0.001544
8.437500	0.985169	0.001625
8.468750	0.981326	0.002529
8.500000	0.982897	0.001229
8.531250	0.982534	0.002262
8.562500	0.979012	0.001219
8.593750	0.985766	0.001109
8.625000	0.981200	0.002720
8.656250	0.986994	0.001232
8.687500	1.003175	0.002672
8.718750	0.998348	0.001640
8.750000	0.998909	0.001439
8.781250	0.998776	0.002347
8.812500	0.994431	0.002716
8.843750	1.009903	0.002860
8.875000	1.000957	0.001375
8.906250	1.008961	0.002705
8.937500	1.011996	0.001729
8.968750	1.009763	0.001278
9.000000	1.016827	0.002894
9.031250	1.018463	0.001462
9.062500	1.014602	0.001879
9.093750	1.020757	0.002277
9.125000	1.023961	0.001552
