# Time (days)	Flux	Error
0.000000	0.971202	0.001832
0.083333	0.997324	0.001283
0.166667	1.010825	0.002814
0.250000	1.001075	0.002637
0.333333	0.989332	0.001537
0.416667	1.004064	0.002757
0.500000	0.998883	0.002223
0.583333	0.994978	0.002177
0.666667	0.993881	0.001205
0.750000	1.002333	0.002953
0.833333	1.006514	0.002233
0.916667	0.976594	0.002701
1.000000	1.001487	0.002334
1.083333	0.992512	0.002727
1.166667	1.007617	0.002771
1.250000	1.003880	0.002760
1.333333	1.001469	0.001087
1.416667	1.009985	0.001793
1.500000	0.995889	0.002371
1.583333	0.992319	0.002668
1.666667	0.997654	0.001390
1.750000	0.973354	0.002454
1.833333	0.974698	0.002030
1.916667	1.002122	0.002746
2.000000	0.995492	0.001093
2.083333	1.009214	0.002298
2.166667	0.996052	0.001223
2.250000	0.993764	0.001279
2.333333	1.000453	0.001378
2.416667	1.007842	0.002471
2.500000	1.002063	0.001181
2.583333	0.990012	0.002907
2.666667	0.990138	0.001832
2.750000	1.008174	0.002864
2.833333	0.999268	0.002203
2.916667	0.990137	0.002246
3.000000	0.998973	0.002415
3.083333	1.000521	0.001806
3.166667	1.006262	0.001109
3.250000	1.002737	0.001583
3.333333	0.999510	0.001085
3.416667	1.002965	0.001165
3.500000	1.001845	0.002302
3.583333	0.972805	0.002034
3.666667	1.001628	0.002179
3.750000	1.005289	0.002191
3.833333	1.004841	0.002628
3.916667	1.002852	0.001469
4.000000	1.001227	0.001875
4.083333	0.993791	0.002929
4.166667	0.998607	0.001876
4.250000	1.002118	0.001493
4.333333	1.004153	0.002836
4.416667	0.993492	0.002117
4.500000	0.981655	0.001600
4.583333	1.006311	0.001965
4.666667	1.002043	0.001864
4.750000	1.001321	0.001474
4.833333	1.001243	0.001215
4.916667	1.001934	0.001564
5.000000	0.998356	0.001564
5.083333	1.010893	0.001393
5.166667	1.001156	0.002291
5.250000	0.993593	0.002934
5.333333	1.007642	0.001608
5.416667	0.976607	0.001660
5.500000	1.002033	0.001655
