# Time (days)	Flux	Error
0.000000	0.991113	0.001455
0.020417	1.007930	0.002827
0.040833	1.030170	0.002312
0.061250	1.040158	0.001073
0.081667	1.040087	0.001077
0.102083	1.044505	0.002149
0.122500	1.038875	0.002764
0.142917	1.041448	0.001491
0.163333	1.029129	0.002286
0.183750	1.031692	0.002243
0.204167	1.018059	0.002305
0.224583	1.007433	0.001977
0.245000	1.006248	0.002632
0.265417	1.011843	0.002103
0.285833	1.025231	0.001877
0.306250	1.014548	0.001184
0.326667	1.006179	0.001574
0.347083	0.999836	0.002611
0.367500	1.003957	0.001495
0.387917	1.006016	0.002652
0.408333	0.992786	0.002027
0.428750	1.002572	0.002196
0.449167	0.986092	0.002170
0.469583	0.995745	0.001699
0.490000	0.973468	0.001078
0.510417	0.991624	0.001572
0.530833	0.990370	0.001926
0.551250	0.975486	0.001685
0.571667	0.990990	0.001453
0.592083	0.994701	0.002102
0.612500	0.975470	0.002134
0.632917	0.964486	0.001221
0.653333	0.963815	0.002528
0.673750	0.956805	0.001349
0.694167	0.963428	0.002854
0.714583	0.967049	0.002808
0.735000	0.957319	0.001456
0.755417	0.964038	0.001841
0.775833	0.983215	0.001180
0.796250	0.992104	0.001975
0.816667	1.005804	0.001485
0.837083	1.030969	0.002475
0.857500	1.039764	0.002484
0.877917	1.031556	0.001181
0.898333	1.043111	0.001501
0.918750	1.039758	0.001076
0.939167	1.042593	0.002091
0.959583	1.032101	0.002454
0.980000	1.031977	0.001072
1.000417	1.012323	0.002801
1.020833	1.011686	0.001676
1.041250	1.012956	0.001155
1.061667	1.017288	0.001829
1.082083	1.015632	0.002792
1.102500	1.007055	0.002722
1.122917	1.003234	0.002156
1.143333	1.020910	0.002322
1.163750	1.011780	0.001955
1.184167	1.000301	0.001402
1.204583	0.996798	0.001526
1.225000	0.992590	0.001797
1.245417	1.002189	0.001900
1.265833	0.999233	0.002006
1.286250	0.986695	0.001615
1.306667	0.987147	0.001645
1.327083	0.980718	0.002022
1.347500	0.984914	0.001613
1.367917	0.987949	0.001364
1.388333	0.979779	0.001975
1.408750	0.994034	0.002188
1.429167	0.978260	0.002407
1.449583	0.975777	0.001340
1.470000	0.959010	0.001168
1.490417	0.952936	0.002704
1.510833	0.949384	0.002401
1.531250	0.957543	0.002400
1.551667	0.962327	0.002362
1.572083	0.992725	0.002920
1.592500	0.992556	0.001698
1.612917	1.013796	0.002442
1.633333	1.021144	0.002224
1.653750	1.034108	0.001302
1.674167	1.042496	0.001406
1.694583	1.044716	0.001066
1.715000	1.047906	0.001253
1.735417	1.034372	0.002598
1.755833	1.036720	0.002986
1.776250	1.025768	0.002119
1.796667	1.014903	0.001910
1.817083	1.016469	0.002145
1.837500	1.017906	0.001726
1.857917	1.005087	0.002493
1.878333	1.012713	0.001478
1.898750	1.012909	0.002939
1.919167	1.012765	0.001392
1.939583	1.019282	0.001551
1.960000	1.001846	0.002799
1.980417	0.999560	0.002426
2.000833	0.997106	0.001783
2.021250	0.996210	0.002253
2.041667	0.992959	0.002544
2.062083	0.989581	0.002787
2.082500	0.989706	0.002377
2.102917	0.998508	0.002574
2.123333	0.985829	0.002444
2.143750	0.989373	0.002237
2.164167	0.993994	0.001883
2.184583	0.973170	0.001790
2.205000	0.990581	0.002604
2.225417	0.970336	0.001551
2.245833	0.967268	0.001244
2.266250	0.966769	0.001336
2.286667	0.960251	0.002421
2.307083	0.962272	0.002526
2.327500	0.958359	0.001897
2.347917	0.971034	0.001839
2.368333	0.987546	0.002676
2.388750	0.990280	0.001711
2.409167	1.011451	0.001532
2.429583	1.028064	0.002163
2.450000	1.030075	0.002132
2.470417	1.035268	0.002629
2.490833	1.047519	0.001108
2.511250	1.040805	0.001584
2.531667	1.045427	0.002724
2.552083	1.024290	0.001472
2.572500	1.029241	0.002883
2.592917	1.021658	0.001778
2.613333	1.016654	0.001219
2.633750	1.009847	0.002070
2.654167	1.007766	0.002049
2.674583	1.008458	0.001907
2.695000	1.021621	0.002791
2.715417	1.021584	0.002631
2.735833	1.023418	0.002857
2.756250	1.012172	0.002933
2.776667	1.004921	0.002593
2.797083	0.999539	0.001644
2.817500	0.992359	0.001898
2.837917	0.994125	0.002977
2.858333	0.985416	0.001753
2.878750	0.987806	0.002468
2.899167	0.990095	0.001042
2.919583	0.983024	0.002239
2.940000	0.984304	0.001729
2.960417	0.983576	0.001154
2.980833	0.991923	0.001097
3.001250	0.977915	0.002821
3.021667	0.984421	0.001442
3.042083	0.960307	0.001293
3.062500	0.956593	0.002093
3.082917	0.963726	0.001432
3.103333	0.957363	0.001208
3.123750	0.950575	0.002853
3.144167	0.967110	0.001669
3.164583	0.982022	0.001446
3.185000	0.989852	0.001949
3.205417	1.000674	0.001807
3.225833	1.011225	0.002439
3.246250	1.030507	0.002017
3.266667	1.031032	0.002914
3.287083	1.044038	0.001221
3.307500	1.049874	0.002435
3.327917	1.030069	0.001648
3.348333	1.031784	0.001526
3.368750	1.027217	0.002894
3.389167	1.019824	0.001151
3.409583	1.025898	0.001479
3.430000	1.023838	0.001170
3.450417	1.015063	0.002307
3.470833	1.023831	0.002013
3.491250	1.008730	0.002500
3.511667	1.018562	0.001896
3.532083	1.006034	0.002716
3.552500	1.001153	0.001620
3.572917	1.001188	0.002914
3.593333	0.992545	0.002992
3.613750	1.001053	0.001691
3.634167	1.002471	0.002199
3.654583	0.990325	0.002584
3.675000	0.993973	0.002092
3.695417	0.998651	0.002928
3.715833	0.985522	0.001303
3.736250	0.979907	0.001104
3.756667	0.987608	0.002427
3.777083	0.984305	0.001453
3.797500	0.982886	0.002126
3.817917	0.983912	0.002920
3.838333	0.965658	0.001976
3.858750	0.967204	0.002931
3.879167	0.958335	0.002462
3.899583	0.956407	0.002205
3.920000	0.961585	0.002042
3.940417	0.967209	0.001775
3.960833	0.962791	0.001687
3.981250	0.996573	0.002100
4.001667	1.004573	0.001850
4.022083	1.013694	0.001016
4.042500	1.020480	0.002245
4.062917	1.040575	0.001347
4.083333	1.038731	0.002986
4.103750	1.050433	0.002402
4.124167	1.042157	0.001702
4.144583	1.039148	0.001913
4.165000	1.029161	0.002995
4.185417	1.017926	0.002296
4.205833	1.027883	0.001516
4.226250	1.019697	0.002541
4.246667	1.017498	0.001345
4.267083	1.016348	0.002157
4.287500	1.004388	0.002390
4.307917	1.015507	0.001080
4.328333	1.002158	0.001015
4.348750	1.009923	0.002799
4.369167	1.009461	0.002118
4.389583	1.005275	0.002518
4.410000	1.003552	0.002174
4.430417	0.993824	0.002402
4.450833	0.986362	0.001789
4.471250	0.984746	0.002042
4.491667	0.982086	0.001671
4.512083	0.982980	0.001197
4.532500	1.000161	0.002934
4.552917	0.985238	0.002544
4.573333	0.980809	0.002923
4.593750	0.983164	0.002518
4.614167	0.975552	0.002830
4.634583	0.974783	0.002710
4.655000	0.962019	0.001194
4.675417	0.967728	0.001515
4.695833	0.964027	0.001759
4.716250	0.958676	0.001739
4.736667	0.953581	0.001322
4.757083	0.985156	0.001026
4.777500	0.981290	0.001494
4.797917	1.001451	0.001146
4.818333	1.020515	0.001252
4.838750	1.027060	0.001364
4.859167	1.031718	0.001935
4.879583	1.030310	0.002608
4.900000	1.047051	0.001327
4.920417	1.037246	0.001604
4.940833	1.031887	0.001663
4.961250	1.030920	0.001050
4.981667	1.021468	0.002737
5.002083	1.011286	0.001627
5.022500	1.009708	0.002794
5.042917	1.017665	0.002949
5.063333	1.016475	0.002118
5.083750	1.015272	0.002361
5.104167	1.011321	0.002334
5.124583	1.018628	0.001504
5.145000	1.007355	0.002615
5.165417	1.010406	0.002981
5.185833	0.998114	0.002675
5.206250	1.002854	0.002958
5.226667	0.995292	0.001406
5.247083	0.991346	0.002232
5.267500	0.994733	0.001777
5.287917	0.985029	0.002531
5.308333	0.987478	0.001651
5.328750	0.994048	0.002012
5.349167	0.979772	0.002232
5.369583	0.987824	0.002370
5.390000	0.981888	0.001083
5.410417	0.975801	0.002194
5.430833	0.963315	0.002877
5.451250	0.964256	0.001287
5.471667	0.947934	0.001568
5.492083	0.944972	0.001007
5.512500	0.957329	0.001141
5.532917	0.959163	0.001442
5.553333	0.968543	0.002632
5.573750	0.980927	0.001339
5.594167	0.993956	0.002804
5.614583	1.014857	0.002330
5.635000	1.020334	0.002887
5.655417	1.031426	0.001538
5.675833	1.046338	0.001532
5.696250	1.046345	0.002383
5.716667	1.044757	0.001191
5.737083	1.043918	0.001477
5.757500	1.031070	0.002902
5.777917	1.011087	0.001106
5.798333	1.035725	0.001464
5.818750	1.013291	0.002753
5.839167	1.023266	0.002597
5.859583	1.020062	0.001875
5.880000	1.022266	0.001366
5.900417	1.009560	0.001542
5.920833	1.020574	0.001928
5.941250	1.028444	0.001521
5.961667	1.016089	0.001350
5.982083	1.002332	0.002778
6.002500	1.003452	0.001150
6.022917	0.988967	0.001052
6.043333	0.994850	0.002699
6.063750	0.979021	0.002109
6.084167	0.996148	0.001999
6.104583	0.987302	0.001910
6.125000	0.991232	0.002639
6.145417	0.991377	0.002754
6.165833	0.984837	0.002650
6.186250	0.989578	0.002836
6.206667	0.975520	0.002147
6.227083	0.971495	0.002636
6.247500	0.963332	0.002495
6.267917	0.952182	0.001219
6.288333	0.954302	0.001691
6.308750	0.949475	0.002536
6.329167	0.955275	0.002353
6.349583	0.957627	0.002103
6.370000	0.984504	0.001874
6.390417	0.994356	0.001317
6.410833	1.018107	0.001083
6.431250	1.026326	0.002892
6.451667	1.034493	0.002683
6.472083	1.035071	0.002981
6.492500	1.042340	0.002492
6.512917	1.046890	0.001320
6.533333	1.046111	0.001308
6.553750	1.031384	0.001432
6.574167	1.023767	0.001379
6.594583	1.027395	0.002836
6.615000	1.021874	0.001363
6.635417	1.016926	0.001944
6.655833	1.016497	0.001222
6.676250	1.022300	0.001671
6.696667	1.016726	0.001199
6.717083	1.005084	0.002190
6.737500	1.003814	0.001882
6.757917	1.019307	0.001899
6.778333	1.007805	0.001425
6.798750	0.997545	0.002015
6.819167	0.987568	0.002732
6.839583	0.990743	0.002170
6.860000	0.991024	0.002532
6.880417	0.989451	0.001123
6.900833	0.982886	0.002721
6.921250	1.003600	0.001157
6.941667	0.989409	0.002671
6.962083	0.982468	0.002369
6.982500	0.974582	0.001099
7.002917	0.978122	0.001666
7.023333	0.968836	0.001073
7.043750	0.962178	0.001942
7.064167	0.962376	0.002252
7.084583	0.959469	0.002478
7.105000	0.955480	0.001329
7.125417	0.953679	0.001286
7.145833	0.959647	0.002977
7.166250	0.976361	0.001078
7.186667	0.994705	0.002394
7.207083	1.001810	0.001715
7.227500	1.015941	0.002326
7.247917	1.033674	0.001936
7.268333	1.033469	0.002376
7.288750	1.044785	0.002942
7.309167	1.039680	0.002809
7.329583	1.040793	0.001299
7.350000	1.034389	0.001949
7.370417	1.022624	0.001387
7.390833	1.024012	0.001926
7.411250	1.013720	0.001364
7.431667	1.016102	0.002385
7.452083	1.022337	0.002634
7.472500	1.009025	0.001540
7.492917	1.010791	0.002212
7.513333	1.013043	0.002832
7.533750	1.018824	0.001803
7.554167	1.009252	0.002651
7.574583	1.021668	0.002265
7.595000	1.012550	0.001906
7.615417	0.994886	0.001505
7.635833	0.999421	0.001432
7.656250	0.988928	0.002769
7.676667	0.995155	0.002747
7.697083	0.994187	0.001283
7.717500	0.984358	0.001914
7.737917	0.992794	0.002740
7.758333	0.977858	0.002383
7.778750	0.968692	0.001452
7.799167	0.978066	0.001347
7.819583	0.967170	0.001961
7.840000	0.968273	0.001109
7.860417	0.963405	0.002493
7.880833	0.952475	0.002999
7.901250	0.957377	0.001715
7.921667	0.960742	0.001261
7.942083	0.959939	0.001291
7.962500	0.976758	0.002986
7.982917	0.971746	0.002016
8.003333	1.011522	0.002488
8.023750	1.015917	0.001779
8.044167	1.036478	0.002161
8.064583	1.035233	0.001961
8.085000	1.047408	0.002174
8.105417	1.049465	0.002907
8.125833	1.041993	0.002876
8.146250	1.041060	0.001403
8.166667	1.027401	0.002066
8.187083	1.020215	0.001308
8.207500	1.017984	0.002919
8.227917	1.012545	0.002797
8.248333	1.018665	0.001213
8.268750	1.016064	0.002492
8.289167	1.022241	0.002741
8.309583	1.008037	0.001368
8.330000	1.010721	0.001472
8.350417	1.013073	0.001143
8.370833	1.014031	0.002183
8.391250	0.994851	0.001086
8.411667	0.989202	0.001378
8.432083	0.997803	0.002907
8.452500	0.996615	0.001928
8.472917	0.983807	0.002196
8.493333	0.987623	0.002758
8.513750	0.992136	0.002220
8.534167	0.991279	0.002097
8.554583	0.978670	0.001779
8.575000	0.973224	0.001550
8.595417	0.983374	0.002179
8.615833	0.979583	0.001372
8.636250	0.980243	0.002196
8.656667	0.963556	0.001692
8.677083	0.965461	0.002384
8.697500	0.957663	0.002490
8.717917	0.959206	0.001297
8.738333	0.960749	0.001557
8.758750	0.973286	0.002502
8.779167	0.993612	0.002104
8.799583	1.018839	0.002670
8.820000	1.028593	0.002554
8.840417	1.029688	0.002758
8.860833	1.040975	0.001342
8.881250	1.040604	0.002419
8.901667	1.044303	0.001287
8.922083	1.039457	0.002328
8.942500	1.036556	0.001322
8.962917	1.030424	0.001052
8.983333	1.030181	0.002351
9.003750	1.025956	0.001759
9.024167	1.022676	0.001103
9.044583	1.013548	0.002231
9.065000	1.012268	0.001128
9.085417	1.016217	0.002791
9.105833	1.010595	0.002292
9.126250	1.016206	0.002486
9.146667	1.002784	0.002577
9.167083	1.006702	0.001882
9.187500	1.001212	0.001571
9.207917	0.998031	0.002098
9.228333	0.992915	0.001931
9.248750	1.007214	0.002726
9.269167	0.990141	0.001759
9.289583	0.987276	0.002775
9.310000	0.982506	0.002363
9.330417	0.991817	0.002738
9.350833	0.984832	0.001750
9.371250	0.989987	0.002985
9.391667	0.984573	0.001832
9.412083	0.982694	0.002452
9.432500	0.975749	0.002400
9.452917	0.965517	0.002242
9.473333	0.959035	0.001029
9.493750	0.965085	0.002162
9.514167	0.962011	0.001727
9.534583	0.965191	0.002492
9.555000	0.965305	0.002596
9.575417	0.988093	0.001227
9.595833	0.992778	0.001122
9.616250	1.012749	0.002280
9.636667	1.013039	0.002254
9.657083	1.028101	0.002737
9.677500	1.033374	0.001047
9.697917	1.038518	0.002311
9.718333	1.046651	0.001774
9.738750	1.039927	0.001758
