# Time (days) | Flux (normalized)
# Generated sample data for astronomical analysis
# Multiple campaigns with gaps
0.000000	0.754126
0.503145	0.768977
1.006289	0.740845
1.509434	0.745317
2.012579	0.746687
2.515723	0.761980
3.018868	0.743989
3.522013	0.726583
4.025157	0.674154
4.528302	0.734807
5.031447	0.751596
5.534591	0.730325
6.037736	0.724153
6.540881	0.714482
7.044025	0.629253
7.547170	0.761031
8.050314	0.753035
8.553459	0.743381
9.056604	0.775431
9.559748	0.785709
10.062893	0.744637
10.566038	0.735274
11.069182	0.788654
11.572327	0.721130
12.075472	0.733116
12.578616	0.732156
13.081761	0.728506
13.584906	0.742132
14.088050	0.717394
14.591195	0.739552
15.094340	0.719566
15.597484	0.745195
16.100629	0.772893
16.603774	0.751091
17.106918	0.770203
17.610063	0.752692
18.113208	0.763702
18.616352	0.753816
19.119497	0.736186
19.622642	0.730912
20.125786	0.746647
20.628931	0.727795
21.132075	0.718569
21.635220	0.712177
22.138365	0.754670
22.641509	0.743319
23.144654	0.747268
23.647799	0.739278
24.150943	0.733991
24.654088	0.760088
25.157233	0.754823
25.660377	0.871491
26.163522	0.745334
26.666667	0.725297
27.169811	0.732058
27.672956	0.758869
28.176101	0.734184
28.679245	0.744747
29.182390	0.743891
29.685535	0.725012
30.188679	0.750185
30.691824	0.762091
31.194969	0.742782
31.698113	0.752488
32.201258	0.771095
32.704403	0.753267
33.207547	0.762439
33.710692	0.753544
34.213836	0.725692
34.716981	0.750279
35.220126	0.794840
35.723270	0.755810
36.226415	0.712652
36.729560	0.698259
37.232704	0.721304
37.735849	0.757135
38.238994	0.761768
38.742138	0.759248
39.245283	0.768687
39.748428	0.738454
40.251572	0.712493
40.754717	0.775400
41.257862	0.751903
41.761006	0.745067
42.264151	0.719003
42.767296	0.724824
43.270440	0.739353
43.773585	0.754462
44.276730	0.723182
44.779874	0.753640
45.283019	0.744965
45.786164	0.755280
46.289308	0.744410
46.792453	0.766742
47.295597	0.747901
47.798742	0.696205
48.301887	0.735251
48.805031	0.727285
49.308176	0.742353
49.811321	0.720484
50.314465	0.723147
50.817610	0.720781
51.320755	0.680452
51.823899	0.704814
52.327044	0.742635
52.830189	0.767322
53.333333	0.737660
53.836478	0.749049
54.339623	0.782404
54.842767	0.758357
55.345912	0.742373
55.849057	0.745641
56.352201	0.741770
56.855346	0.764477
57.358491	0.757515
57.861635	0.720870
58.364780	0.699848
58.867925	0.706959
59.371069	0.755940
59.874214	0.756499
60.377358	0.750078
60.880503	0.773472
61.383648	0.753875
61.886792	0.755090
62.389937	0.751056
62.893082	0.755982
63.396226	0.746864
63.899371	0.740932
64.402516	0.762868
64.905660	0.796961
65.408805	0.726120
65.911950	0.739459
66.415094	0.735817
66.918239	0.719712
67.421384	0.787824
67.924528	0.747422
68.427673	0.756223
68.930818	0.730594
69.433962	0.741013
69.937107	0.777772
70.440252	0.704135
70.943396	0.736514
71.446541	0.760254
71.949686	0.729408
72.452830	0.710365
72.955975	0.743936
73.459119	0.666822
73.962264	0.749734
74.465409	0.746185
74.968553	0.732952
75.471698	0.714758
75.974843	0.751313
76.477987	0.772884
76.981132	0.732610
77.484277	0.769918
77.987421	0.749169
78.490566	0.757556
78.993711	0.744214
79.496855	0.697705
80.000000	0.730471
200.000000	0.745297
200.502092	0.724175
201.004184	0.737645
201.506276	0.742269
202.008368	0.810333
202.510460	0.737375
203.012552	0.723714
203.514644	0.742218
204.016736	0.726125
204.518828	0.672160
205.020921	0.730280
205.523013	0.721920
206.025105	0.767769
206.527197	0.759540
207.029289	0.761223
207.531381	0.757041
208.033473	0.751412
208.535565	0.759037
209.037657	0.729867
209.539749	0.765566
210.041841	0.717361
210.543933	0.732120
211.046025	0.741539
211.548117	0.768057
212.050209	0.728144
212.552301	0.718032
213.054393	0.751296
213.556485	0.749929
214.058577	0.749452
214.560669	0.754680
215.062762	0.751404
