# Star 3 - Telescope hubble - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.004297 1.00222689 0.006485
0.040620 0.99943636 0.005085
0.080744 1.00400504 0.007852
0.084205 1.00177546 0.006821
0.105354 1.00493726 0.003444
0.109044 1.00147484 0.007744
0.114568 1.00908883 0.005762
0.117715 1.00012378 0.007644
0.179976 1.00384514 0.007249
0.219289 1.00550093 0.005867
0.219855 1.00459283 0.005511
0.260688 1.01676465 0.006482
0.302888 1.02899430 0.003562
0.322966 1.01407460 0.005655
0.340025 1.01327043 0.004832
0.368728 1.01223556 0.006966
0.373077 1.00996169 0.003300
0.397196 1.01731979 0.004818
0.443047 1.01666646 0.007170
0.455583 1.01586889 0.006842
0.489699 1.00758975 0.004678
0.509041 1.06095655 0.006017
0.509288 1.01338732 0.006962
0.513553 1.01315609 0.007257
0.520646 1.01895872 0.003447
0.536230 1.01251442 0.003695
0.572574 1.01493516 0.003525
0.573876 1.01447922 0.004024
0.584692 1.02055438 0.007500
0.589698 1.01923614 0.007488
0.612405 1.02257500 0.006309
0.632254 1.00801113 0.006635
0.633927 1.00499752 0.006610
0.649990 1.01590255 0.007128
0.664123 1.02555481 0.006857
0.703935 1.02025348 0.006422
0.779067 1.01479630 0.004765
0.803192 1.02203048 0.006453
0.809770 1.01683271 0.004275
0.828271 1.02426478 0.003880
0.854478 1.01415163 0.003825
0.865015 1.02026714 0.007457
0.865180 1.02595383 0.005763
0.874968 1.02280071 0.006208
0.894582 1.02753894 0.005987
0.914055 1.02267242 0.005994
0.962427 1.05653236 0.006474
1.007390 1.03527999 0.007872
1.012478 1.02622789 0.005738
1.126285 1.02721157 0.007529
1.150543 1.03330604 0.006370
1.181083 1.02755041 0.006833
1.214909 1.02870729 0.007632
1.251572 1.02707892 0.005590
1.271682 1.03298544 0.005835
1.313521 1.03076386 0.004207
1.344293 1.02408227 0.004998
1.413115 1.02244754 0.007518
1.418919 1.02443834 0.004447
1.423771 1.03190869 0.005784
1.522168 1.03089752 0.003251
1.528688 1.01715214 0.003525
1.573055 1.02168061 0.003885
1.589726 1.02255386 0.007549
1.646219 1.02723275 0.007555
1.657230 1.02858332 0.006613
1.740631 1.02408604 0.004019
1.744323 1.02024688 0.006780
1.751309 1.01990673 0.007016
1.775204 1.02190104 0.005729
1.830334 1.02174349 0.006783
1.841112 1.02218166 0.003202
1.854217 1.01980592 0.007941
1.907183 1.01400545 0.006854
1.974460 1.01068243 0.005368
1.975061 1.01803190 0.006176
2.003324 1.02652647 0.005126
2.009663 1.01368040 0.003372
2.028390 1.01306024 0.003014
2.045844 1.01925048 0.006261
2.050812 1.01265188 0.003076
2.078427 1.01342115 0.003366
2.084923 1.01530044 0.004067
2.085834 1.02577496 0.003264
2.111016 1.01706715 0.003196
2.132104 1.01822869 0.003430
2.153186 1.01871375 0.006524
2.177193 1.01317671 0.004344
2.203089 1.01386821 0.005392
2.225425 1.02314958 0.004607
2.289839 1.01588032 0.005395
2.347158 1.01967568 0.007491
2.405260 1.02018484 0.006822
2.465289 1.00660417 0.005232
2.493123 1.01506136 0.005348
2.493953 1.00760958 0.004977
2.498654 1.00650667 0.006495
2.555071 1.01269283 0.003031
2.564658 1.00402263 0.006933
2.565495 1.01350313 0.004879
2.575792 1.02012308 0.006526
2.579627 1.00295406 0.003209
2.580821 1.01012565 0.004193
2.600101 1.10411347 0.006334
2.608935 1.00183860 0.004525
2.616662 0.99643640 0.005485
2.618295 1.00392185 0.006927
2.619637 1.00551534 0.006452
2.620991 1.00581716 0.006351
2.622373 1.00919938 0.007944
2.659212 0.99876864 0.003094
2.688468 0.99934461 0.003343
2.703393 1.00724935 0.007178
2.707821 1.01126627 0.005672
2.719580 0.99569914 0.005181
2.722632 1.00112575 0.006857
2.724135 1.00395993 0.003671
2.725892 1.00362365 0.004991
2.787141 1.00481099 0.004440
2.828500 1.00379725 0.005951
2.832189 1.00724762 0.006038
2.861985 1.00753691 0.004434
2.870284 1.00321223 0.005444
2.877172 1.00781860 0.007548
2.885759 1.00907477 0.006758
2.907212 1.00195037 0.004040
2.916358 1.00379870 0.003970
2.979695 0.99764019 0.004042
3.019239 1.00533166 0.007136
3.115754 0.99278419 0.007964
3.138708 1.00498593 0.003916
3.194993 1.00251494 0.004600
3.198639 1.00423025 0.006901
3.199192 0.99892341 0.007758
3.211172 0.99657657 0.006402
3.242025 1.00218483 0.007208
3.244972 1.00022719 0.005176
3.247993 0.99669322 0.006225
3.255241 1.00003613 0.005967
3.277016 1.00371610 0.006920
3.279255 1.00128590 0.007402
3.280480 0.99779207 0.007659
3.304263 0.99992803 0.005890
3.306691 0.99417792 0.005285
3.324430 1.00497002 0.007905
3.338124 1.00253686 0.004413
3.346812 0.99983521 0.007512
3.380975 1.00257523 0.007823
3.419188 1.00024158 0.007678
3.479569 0.99299834 0.006381
3.485452 0.93069226 0.005860
3.490530 0.99298769 0.007383
3.495206 1.00673280 0.006950
3.515317 1.00172571 0.005880
3.539903 1.00089117 0.007322
3.621407 1.00008407 0.006258
3.658827 0.99868100 0.005265
3.671953 0.99434426 0.005881
3.686579 1.00277034 0.004011
3.694508 1.00406369 0.005610
3.723676 0.98905359 0.006471
3.729460 1.00336709 0.006545
3.843689 0.98995659 0.006886
3.907552 0.99561052 0.004902
3.911733 0.99122649 0.004313
3.960413 0.99588969 0.007877
4.014930 1.00175433 0.005220
4.033670 1.00097131 0.006537
4.052254 1.00834166 0.005322
4.062275 0.99720918 0.007853
4.080421 1.00168358 0.003192
4.105160 0.98925116 0.003155
4.110406 0.99647844 0.006498
4.135346 1.00394769 0.007766
4.177387 1.00433843 0.007390
4.185623 1.00633712 0.007287
4.206199 1.00222878 0.006762
4.208468 0.99107259 0.007669
4.250302 0.99970739 0.006222
4.256896 1.00420496 0.003660
4.285448 0.99510855 0.003153
4.333159 0.99652020 0.005272
4.377611 1.00056428 0.007419
4.379116 1.00203555 0.005823
4.427828 0.99244641 0.005988
4.443048 1.00213309 0.007842
4.453813 0.99916387 0.003356
4.456321 1.00065552 0.005580
4.458615 0.99255752 0.004079
4.487597 0.99698050 0.005814
4.494191 1.00542424 0.003959
4.508516 0.99705299 0.006787
4.512682 1.00618043 0.005320
4.538737 0.99629906 0.006167
4.561061 1.00060367 0.003936
4.608779 0.99312145 0.003450
4.632407 0.99225219 0.005421
4.638205 1.00272433 0.006243
4.683088 0.99749274 0.007700
4.698980 0.99833249 0.006754
4.714547 0.99550030 0.007479
4.730133 0.99429569 0.006680
4.773664 0.99174903 0.004033
4.788263 1.00207315 0.003970
4.814751 0.99942972 0.004171
4.831547 1.00513275 0.004463
4.836302 0.99260891 0.005341
4.837552 1.00008796 0.006809
4.852123 0.99297235 0.004485
4.914315 1.00182558 0.004119
4.919054 0.99232559 0.004680
4.974589 0.99925125 0.003926
5.009184 0.99486378 0.006064
5.034121 0.99855857 0.005085
5.044647 0.99736990 0.007256
5.046923 0.99789273 0.003449
5.079081 1.00330573 0.004455
5.159211 0.99084376 0.003136
5.171472 0.98798506 0.004383
5.182020 0.99451148 0.007367
5.219132 0.99008282 0.003746
5.230023 0.99030024 0.003957
5.234693 0.99507566 0.006644
5.294979 0.99588379 0.007653
5.378175 0.98592999 0.003061
5.378541 0.98775506 0.004280
5.379206 0.98905206 0.006430
5.393025 0.98712984 0.007471
5.394502 0.98178924 0.006701
5.411490 0.98934831 0.007069
5.462315 0.98682067 0.005726
