# Time (days)	Flux	Error
0.000000	1.000273	0.001734
0.031250	1.017613	0.001347
0.062500	0.992508	0.001661
0.093750	1.007405	0.001337
0.125000	1.010957	0.001097
0.156250	1.019003	0.001458
0.187500	1.020660	0.002828
0.218750	1.027186	0.002331
0.250000	1.023898	0.001955
0.281250	1.026236	0.001356
0.312500	1.023249	0.001153
0.343750	1.023657	0.002229
0.375000	1.031453	0.001061
0.406250	1.031363	0.002752
0.437500	1.035677	0.002135
0.468750	1.032781	0.001237
0.500000	1.036739	0.002322
0.531250	1.027327	0.001380
0.562500	1.031118	0.001048
0.593750	1.017229	0.001282
0.625000	1.028620	0.002617
0.656250	1.019770	0.002368
0.687500	1.015125	0.002893
0.718750	1.027300	0.001080
0.750000	1.026880	0.002492
0.781250	1.032670	0.001623
0.812500	1.014368	0.002866
0.843750	1.002061	0.001480
0.875000	1.007664	0.002987
0.906250	1.018722	0.002518
0.937500	1.004693	0.001765
0.968750	1.003861	0.001800
1.000000	0.993436	0.002801
1.031250	0.991781	0.002976
1.062500	0.993636	0.002321
1.093750	1.000382	0.002830
1.125000	1.007426	0.001219
1.156250	0.982919	0.001267
1.187500	0.985636	0.002791
1.218750	0.981443	0.002179
1.250000	0.987612	0.001771
1.281250	0.966569	0.001944
1.312500	0.987809	0.002690
1.343750	0.968522	0.002462
1.375000	0.971248	0.002496
1.406250	0.973897	0.002190
1.437500	0.977145	0.002566
1.468750	0.979033	0.002001
1.500000	0.970306	0.002998
1.531250	0.968880	0.002498
1.562500	0.964456	0.001245
1.593750	0.981425	0.001440
1.625000	0.976370	0.001330
1.656250	0.976128	0.001678
1.687500	0.982080	0.001343
1.718750	0.963207	0.002543
1.750000	0.965626	0.002085
1.781250	0.973998	0.001030
1.812500	0.986934	0.002780
1.843750	0.985041	0.001682
1.875000	0.996375	0.001830
1.906250	0.990202	0.002005
1.937500	0.995855	0.002536
1.968750	0.995276	0.002297
2.000000	0.992770	0.001043
2.031250	0.988849	0.001083
2.062500	1.003090	0.001738
2.093750	1.007648	0.001520
2.125000	1.013344	0.001097
2.156250	1.013640	0.001069
2.187500	1.012383	0.002012
2.218750	1.013876	0.001203
2.250000	1.023673	0.002769
2.281250	1.030790	0.002450
2.312500	1.024353	0.001658
2.343750	1.028849	0.002437
2.375000	1.030825	0.002137
2.406250	1.038458	0.001732
2.437500	1.029676	0.002669
2.468750	1.029467	0.001955
2.500000	1.020752	0.002082
2.531250	1.036798	0.002871
2.562500	1.041131	0.001138
2.593750	1.026476	0.002067
2.625000	1.025086	0.002589
2.656250	1.054391	0.001694
2.687500	1.027368	0.002869
2.718750	1.023563	0.002241
2.750000	1.017925	0.001639
2.781250	1.016344	0.002057
2.812500	1.017866	0.001220
2.843750	1.017846	0.001363
2.875000	1.011283	0.002734
2.906250	1.005818	0.001454
2.937500	1.003938	0.001355
2.968750	0.988029	0.002906
3.000000	1.007535	0.002719
3.031250	0.985934	0.001844
3.062500	0.994359	0.002538
3.093750	0.992835	0.002232
3.125000	0.990416	0.002766
3.156250	0.996607	0.001331
3.187500	0.990527	0.001879
3.218750	0.984953	0.002054
3.250000	0.996832	0.002430
3.281250	0.978861	0.001132
3.312500	0.980083	0.002917
3.343750	0.976322	0.001798
3.375000	0.962154	0.002581
3.406250	0.980131	0.001361
3.437500	0.967148	0.001353
3.468750	0.969657	0.002788
3.500000	0.969764	0.002878
3.531250	0.982105	0.002282
3.562500	0.970034	0.001487
3.593750	0.975765	0.001782
3.625000	0.964380	0.001392
3.656250	0.985388	0.001289
3.687500	0.989867	0.002420
3.718750	0.979119	0.001570
3.750000	0.970462	0.001211
3.781250	0.981007	0.001139
3.812500	0.989396	0.002333
3.843750	0.975796	0.002358
3.875000	0.991653	0.001594
3.906250	0.991301	0.002935
3.937500	0.999255	0.002611
3.968750	0.979361	0.002354
4.000000	0.993170	0.001598
4.031250	0.999645	0.002602
4.062500	1.001344	0.002042
4.093750	1.001396	0.001462
4.125000	1.014951	0.002902
4.156250	1.026559	0.001347
4.187500	1.018494	0.001644
4.218750	1.018078	0.002765
4.250000	1.021199	0.001945
4.281250	1.018951	0.001943
4.312500	1.004972	0.001693
4.343750	1.020364	0.002198
4.375000	1.024301	0.001787
4.406250	1.032928	0.002352
4.437500	1.019157	0.001956
4.468750	1.012251	0.001586
4.500000	1.021499	0.001841
4.531250	1.022947	0.002176
4.562500	1.016974	0.001133
4.593750	1.017965	0.001712
4.625000	1.023224	0.002335
4.656250	1.012237	0.002062
4.687500	1.022596	0.001900
4.718750	1.030217	0.001176
4.750000	1.012945	0.002266
4.781250	1.010026	0.002551
4.812500	1.014790	0.001744
4.843750	1.013938	0.001268
4.875000	1.014109	0.001701
4.906250	0.997815	0.002062
4.937500	1.006123	0.001725
4.968750	1.003873	0.001046
5.000000	0.982540	0.002351
5.031250	0.994094	0.002707
5.062500	0.994522	0.002226
5.093750	1.000967	0.002349
5.125000	0.978098	0.001206
5.156250	0.990318	0.001331
5.187500	0.979208	0.001450
5.218750	0.982856	0.002843
5.250000	0.979668	0.002135
5.281250	0.979151	0.001734
5.312500	0.984485	0.002286
5.343750	0.991005	0.002719
5.375000	0.985030	0.002915
5.406250	0.987476	0.002219
5.437500	0.975386	0.001963
5.468750	0.983704	0.002279
5.500000	0.977285	0.002810
5.531250	0.985055	0.002112
5.562500	0.985969	0.001688
5.593750	0.976751	0.002762
5.625000	0.975779	0.001472
5.656250	0.975070	0.002296
5.687500	0.988252	0.002327
5.718750	0.999100	0.002951
5.750000	0.983192	0.001511
5.781250	0.984434	0.002763
5.812500	0.987612	0.002375
5.843750	1.003018	0.001690
5.875000	0.998469	0.002025
5.906250	0.997709	0.001505
5.937500	0.991168	0.002907
5.968750	1.002273	0.002961
6.000000	0.986820	0.002316
6.031250	1.008723	0.002139
6.062500	0.995261	0.001557
6.093750	1.004731	0.002678
6.125000	1.011444	0.002700
6.156250	1.000120	0.001572
6.187500	1.015842	0.002528
6.218750	1.010752	0.002595
6.250000	1.010353	0.002471
6.281250	1.026641	0.002941
6.312500	1.015656	0.001516
6.343750	1.016160	0.002379
6.375000	1.018616	0.002387
6.406250	1.018261	0.002158
6.437500	1.013164	0.002714
6.468750	1.010798	0.002945
6.500000	1.019709	0.001473
6.531250	1.030354	0.002546
6.562500	1.018261	0.002378
6.593750	1.004109	0.002833
6.625000	1.006432	0.001356
6.656250	1.000794	0.001400
6.687500	1.011191	0.001454
6.718750	1.012406	0.002146
6.750000	1.009014	0.001903
6.781250	0.995738	0.002928
6.812500	0.998891	0.002643
6.843750	1.016276	0.002834
6.875000	0.998923	0.002279
6.906250	0.999792	0.002903
6.937500	0.996278	0.001130
6.968750	0.984622	0.002307
7.000000	1.013187	0.001966
7.031250	0.992776	0.002180
7.062500	0.997175	0.001520
7.093750	0.988072	0.002724
7.125000	0.992536	0.002801
7.156250	0.981963	0.001654
7.187500	0.985935	0.002505
7.218750	0.999827	0.001140
7.250000	0.991157	0.001514
7.281250	0.993395	0.002848
7.312500	0.993087	0.001297
7.343750	0.981150	0.002883
7.375000	0.979438	0.002565
7.406250	0.982120	0.002808
7.437500	0.982894	0.002013
7.468750	1.001240	0.002826
7.500000	0.985648	0.001827
7.531250	0.985679	0.002758
7.562500	0.989005	0.002686
7.593750	0.991653	0.001913
7.625000	1.000731	0.002412
7.656250	0.993933	0.001485
7.687500	0.987466	0.002597
7.718750	0.999686	0.001224
7.750000	0.992496	0.001575
7.781250	0.986771	0.002216
7.812500	1.004688	0.002506
7.843750	1.006833	0.002211
7.875000	1.004460	0.002601
7.906250	1.003954	0.001511
7.937500	0.998877	0.001176
7.968750	1.001279	0.001376
8.000000	1.000681	0.002883
8.031250	1.007742	0.001207
8.062500	1.000452	0.001106
8.093750	1.005712	0.002733
8.125000	1.009426	0.002316
8.156250	1.001452	0.002360
8.187500	1.012662	0.001904
8.218750	1.012646	0.002328
8.250000	1.011805	0.002244
8.281250	1.015031	0.002308
8.312500	1.005252	0.001506
8.343750	1.009352	0.002789
8.375000	1.008963	0.002283
8.406250	1.005761	0.002432
8.437500	0.999817	0.001498
8.468750	1.004943	0.002841
8.500000	1.008724	0.001748
8.531250	1.016512	0.002540
8.562500	1.007157	0.002415
8.593750	1.007032	0.001063
8.625000	1.009995	0.002636
8.656250	0.999991	0.002659
8.687500	0.998414	0.002019
8.718750	1.009251	0.002612
8.750000	0.997795	0.001125
8.781250	1.000870	0.001519
8.812500	0.994522	0.001413
8.843750	0.985799	0.001119
8.875000	1.004113	0.002932
8.906250	0.979491	0.001742
8.937500	0.987245	0.001647
8.968750	0.975137	0.001839
9.000000	0.990030	0.002491
9.031250	0.993684	0.001461
9.062500	0.989653	0.001085
9.093750	0.991523	0.001290
9.125000	0.987221	0.001661
9.156250	0.980766	0.002936
9.187500	0.996140	0.002055
9.218750	0.992156	0.001453
9.250000	1.000638	0.002487
9.281250	0.994355	0.001592
9.312500	0.985896	0.001336
9.343750	0.988878	0.002815
9.375000	0.984941	0.001523
9.406250	0.991950	0.002393
9.437500	0.989861	0.002980
9.468750	0.993891	0.002276
9.500000	0.994475	0.001354
9.531250	0.994379	0.002543
9.562500	0.992919	0.001352
9.593750	0.991041	0.001124
9.625000	0.995703	0.001462
9.656250	0.997896	0.002463
9.687500	1.007093	0.001501
9.718750	1.011108	0.002941
9.750000	1.004190	0.002473
9.781250	1.016542	0.002532
9.812500	0.998691	0.001118
9.843750	1.015485	0.001929
9.875000	1.000014	0.001940
9.906250	1.001189	0.002708
9.937500	1.018063	0.001339
9.968750	1.010197	0.001373
10.000000	1.014304	0.002771
10.031250	1.020041	0.001023
10.062500	1.015594	0.001218
10.093750	1.007280	0.001741
10.125000	1.002880	0.001804
10.156250	1.008377	0.002436
10.187500	1.006731	0.001889
10.218750	1.008890	0.002797
10.250000	1.002647	0.002033
10.281250	1.000895	0.002046
10.312500	1.009501	0.002817
10.343750	1.009674	0.001050
10.375000	1.008308	0.001366
10.406250	1.000827	0.001733
10.437500	1.005565	0.001765
10.468750	1.007322	0.002791
10.500000	1.005094	0.002392
10.531250	1.010564	0.002916
10.562500	1.008055	0.001827
10.593750	0.993672	0.001720
10.625000	0.997868	0.002191
10.656250	0.987914	0.001776
10.687500	0.999375	0.001265
10.718750	0.992023	0.001253
10.750000	0.989725	0.002694
10.781250	0.982688	0.001789
10.812500	0.981250	0.002340
10.843750	0.992830	0.002462
10.875000	0.984398	0.002461
10.906250	0.998590	0.001247
10.937500	0.985283	0.002768
10.968750	0.972941	0.002000
11.000000	0.992588	0.001158
11.031250	1.002068	0.002312
11.062500	0.991931	0.002919
11.093750	0.988253	0.002025
11.125000	0.989873	0.002409
11.156250	1.003750	0.002989
11.187500	0.998351	0.002759
11.218750	0.983716	0.001255
11.250000	0.982666	0.001966
11.281250	0.998826	0.002745
11.312500	0.991145	0.001706
11.343750	0.997409	0.001697
11.375000	0.992569	0.001043
11.406250	0.989880	0.001727
11.437500	0.985468	0.001599
11.468750	1.002088	0.002075
11.500000	0.995647	0.001177
11.531250	0.995851	0.001406
11.562500	1.009203	0.002484
11.593750	0.992985	0.001431
11.625000	1.012776	0.001078
11.656250	0.999823	0.001052
11.687500	1.011273	0.002650
11.718750	1.009226	0.001354
11.750000	1.002748	0.001718
11.781250	1.016202	0.001484
11.812500	1.016593	0.001599
11.843750	1.014318	0.001179
11.875000	1.000686	0.001216
11.906250	1.009109	0.001696
11.937500	1.014329	0.001060
11.968750	1.015235	0.002789
12.000000	1.008320	0.001518
12.031250	1.012827	0.002751
12.062500	1.012862	0.001341
12.093750	1.005556	0.001360
12.125000	1.011127	0.001276
12.156250	1.008406	0.002292
12.187500	1.013096	0.002776
12.218750	1.025632	0.002217
12.250000	1.000259	0.002860
12.281250	1.004587	0.001803
12.312500	1.027506	0.002726
12.343750	1.008785	0.002877
12.375000	0.996284	0.002117
12.406250	1.003497	0.001640
12.437500	0.989469	0.001235
12.468750	0.994399	0.001843
12.500000	0.998087	0.002927
12.531250	0.993073	0.002112
12.562500	0.994647	0.001443
12.593750	1.014075	0.001122
12.625000	0.987888	0.001959
12.656250	0.996794	0.001531
12.687500	0.996374	0.002698
12.718750	0.992214	0.002239
12.750000	0.990117	0.002346
12.781250	1.000068	0.001042
12.812500	0.984180	0.002956
12.843750	0.987027	0.001296
12.875000	0.984300	0.001647
12.906250	0.984964	0.001638
12.937500	0.978880	0.002586
12.968750	0.972082	0.002262
13.000000	0.995187	0.002079
13.031250	0.997212	0.002886
13.062500	0.976665	0.002469
13.093750	0.995473	0.001383
13.125000	0.986426	0.001835
13.156250	0.985905	0.001298
13.187500	0.995539	0.002311
13.218750	1.003831	0.001528
13.250000	1.001349	0.002714
13.281250	0.998893	0.002398
13.312500	0.992966	0.002200
13.343750	0.980575	0.002497
13.375000	1.006777	0.001425
13.406250	0.996152	0.002570
13.437500	0.974521	0.001413
13.468750	0.995079	0.002233
13.500000	0.994529	0.001029
13.531250	0.995262	0.002110
13.562500	1.011431	0.001939
13.593750	1.006125	0.001057
13.625000	1.010160	0.002065
13.656250	1.015593	0.002073
13.687500	1.017318	0.001309
13.718750	1.024595	0.001531
13.750000	1.012873	0.002685
13.781250	1.024852	0.002379
13.812500	1.001123	0.001928
13.843750	1.016541	0.002082
13.875000	1.026098	0.002122
13.906250	1.018684	0.001954
13.937500	1.024751	0.002771
13.968750	1.020498	0.002661
14.000000	1.010497	0.001745
14.031250	1.005310	0.001061
14.062500	1.011243	0.001202
14.093750	1.003719	0.001688
14.125000	1.012163	0.001500
14.156250	1.010533	0.001312
14.187500	1.007213	0.002365
14.218750	1.005449	0.002469
14.250000	1.005071	0.002389
14.281250	1.030586	0.001439
14.312500	0.998537	0.001099
14.343750	1.010640	0.002619
14.375000	0.990524	0.001831
14.406250	1.007464	0.002856
14.437500	0.992151	0.002134
14.468750	0.996825	0.002701
14.500000	1.001934	0.001155
14.531250	0.985215	0.001541
14.562500	1.002430	0.002369
14.593750	1.001069	0.002741
14.625000	0.993661	0.001503
14.656250	1.005872	0.002019
14.687500	0.985281	0.002844
14.718750	0.993608	0.002072
14.750000	0.997571	0.002929
14.781250	0.988269	0.001465
14.812500	0.984300	0.002964
14.843750	0.987718	0.001917
14.875000	0.986421	0.002582
14.906250	0.981727	0.001808
14.937500	0.997520	0.001042
14.968750	0.993496	0.002738
15.000000	0.975039	0.002084
15.031250	0.991668	0.002727
15.062500	0.971012	0.002090
15.093750	0.984287	0.002584
15.125000	0.991766	0.001726
15.156250	0.975874	0.001078
15.187500	0.985291	0.001347
15.218750	0.984059	0.001059
15.250000	0.987316	0.002817
15.281250	0.991572	0.001495
15.312500	0.996652	0.002127
15.343750	0.988336	0.001736
15.375000	0.998604	0.001523
15.406250	0.987764	0.002579
15.437500	0.985885	0.001191
15.468750	1.006423	0.001542
15.500000	0.988171	0.002909
15.531250	1.004596	0.002682
15.562500	0.991191	0.002521
15.593750	1.010620	0.001392
15.625000	1.000537	0.002018
15.656250	0.998833	0.001236
15.687500	1.013584	0.002399
15.718750	1.003336	0.002520
15.750000	1.009335	0.001512
15.781250	1.006818	0.001597
15.812500	1.016443	0.002193
15.843750	1.005077	0.002245
15.875000	1.017646	0.001383
15.906250	1.013657	0.001500
15.937500	1.008735	0.002608
15.968750	1.024911	0.002331
16.000000	1.008950	0.001835
16.031250	1.020702	0.002271
16.062500	1.011160	0.001796
16.093750	1.004696	0.001208
16.125000	1.010735	0.001960
16.156250	1.005805	0.001932
16.187500	0.997661	0.001948
16.218750	1.016350	0.001383
16.250000	1.001923	0.002016
16.281250	1.012375	0.001144
16.312500	1.004970	0.002137
16.343750	1.006406	0.002420
16.375000	1.007441	0.002160
16.406250	1.003917	0.002354
16.437500	1.001955	0.002820
16.468750	1.001332	0.001064
16.500000	0.996894	0.002873
16.531250	0.994550	0.001234
16.562500	0.998532	0.001999
16.593750	1.004083	0.001179
16.625000	1.004825	0.001319
16.656250	1.005883	0.002368
16.687500	0.998241	0.002306
16.718750	0.990092	0.002818
16.750000	0.991284	0.002840
16.781250	0.998785	0.002386
16.812500	0.976983	0.001693
16.843750	0.982108	0.002933
16.875000	0.987428	0.002362
16.906250	0.990466	0.002496
16.937500	0.986828	0.001956
16.968750	0.987805	0.002292
17.000000	0.993334	0.002326
17.031250	0.979082	0.001350
17.062500	0.999088	0.002692
17.093750	0.969074	0.001236
17.125000	0.987916	0.002335
17.156250	0.989912	0.001750
17.187500	0.983590	0.002554
17.218750	0.987752	0.001422
17.250000	0.983186	0.001479
17.281250	0.988668	0.002816
17.312500	0.992371	0.001083
17.343750	0.997429	0.001154
17.375000	0.983264	0.002893
17.406250	1.000435	0.001434
17.437500	0.987061	0.001126
17.468750	0.999322	0.001999
17.500000	0.993025	0.001734
17.531250	0.993337	0.001245
17.562500	0.997710	0.001017
17.593750	1.007120	0.002517
17.625000	1.005543	0.002771
17.656250	1.000280	0.002906
17.687500	1.007305	0.002054
17.718750	1.004397	0.002052
17.750000	0.999646	0.001894
17.781250	1.001507	0.002459
17.812500	1.020648	0.002005
17.843750	1.012272	0.001131
17.875000	0.997482	0.002043
17.906250	1.011863	0.002958
17.937500	1.007927	0.001733
17.968750	1.017309	0.002517
18.000000	1.002699	0.002651
18.031250	1.015264	0.002657
18.062500	1.005684	0.001621
18.093750	1.002600	0.001066
18.125000	1.009085	0.002424
18.156250	1.005053	0.001805
18.187500	1.008208	0.001056
18.218750	1.015605	0.002656
18.250000	1.004417	0.002881
18.281250	1.006120	0.001919
18.312500	0.990565	0.001194
18.343750	1.004633	0.002684
18.375000	1.003545	0.002042
18.406250	1.009523	0.001292
18.437500	1.014215	0.002426
18.468750	1.005628	0.002490
18.500000	1.007990	0.002897
18.531250	1.001344	0.001062
18.562500	1.004422	0.002013
18.593750	1.003286	0.001050
18.625000	0.992826	0.002853
18.656250	0.997462	0.002230
18.687500	0.997123	0.002985
18.718750	0.990027	0.002315
18.750000	0.988062	0.001888
18.781250	0.994063	0.002896
18.812500	1.002113	0.002310
18.843750	1.000140	0.002483
18.875000	1.006115	0.002467
18.906250	0.982774	0.002825
18.937500	0.998166	0.001668
18.968750	0.989177	0.002904
19.000000	0.982209	0.002306
19.031250	0.985874	0.001041
19.062500	0.992517	0.001180
19.093750	0.993591	0.001903
19.125000	1.004904	0.001371
19.156250	0.996381	0.001991
19.187500	1.000362	0.001382
19.218750	0.987979	0.002971
19.250000	1.000596	0.002268
19.281250	1.006726	0.002205
19.312500	0.997837	0.001923
19.343750	0.997550	0.001434
19.375000	0.984439	0.001327
19.406250	0.995122	0.002554
19.437500	0.988479	0.001329
19.468750	0.997786	0.001899
19.500000	0.997660	0.002910
19.531250	0.990136	0.001618
19.562500	0.992069	0.002814
19.593750	0.995028	0.002993
19.625000	0.999985	0.002031
19.656250	0.990708	0.002562
19.687500	0.996471	0.002833
19.718750	1.005994	0.001174
19.750000	0.988009	0.001603
19.781250	0.987228	0.002296
19.812500	0.995559	0.002082
19.843750	0.994148	0.001591
19.875000	0.996763	0.002182
19.906250	1.011046	0.001495
19.937500	1.009839	0.001074
19.968750	1.001752	0.002903
20.000000	0.999118	0.001277
20.031250	1.003835	0.001586
20.062500	1.015607	0.001278
20.093750	1.002231	0.001426
20.125000	1.009440	0.002462
20.156250	1.003423	0.002073
20.187500	1.004878	0.001180
20.218750	1.012782	0.001592
20.250000	0.999763	0.002046
20.281250	1.003592	0.002556
20.312500	1.018725	0.002928
20.343750	1.005238	0.002899
20.375000	1.000525	0.001082
20.406250	1.014264	0.002188
20.437500	0.993161	0.001397
20.468750	1.011615	0.001181
20.500000	1.000175	0.002673
20.531250	0.998459	0.001131
20.562500	0.997000	0.002424
20.593750	1.004611	0.001959
20.625000	1.003990	0.001047
20.656250	1.006167	0.002359
20.687500	1.006826	0.002311
20.718750	0.995187	0.002393
20.750000	1.010815	0.002211
20.781250	1.005728	0.002374
20.812500	1.005662	0.001856
20.843750	1.007846	0.002561
20.875000	1.001527	0.002491
20.906250	1.002078	0.001972
20.937500	1.000204	0.001596
20.968750	1.010931	0.002929
21.000000	1.005383	0.002965
21.031250	0.997319	0.001818
21.062500	1.004333	0.001685
21.093750	1.006331	0.002827
21.125000	1.007603	0.002257
21.156250	1.003693	0.001576
21.187500	1.006791	0.002524
21.218750	0.991785	0.001181
21.250000	0.982559	0.001922
21.281250	0.995027	0.002469
21.312500	0.999246	0.001590
21.343750	0.986806	0.002663
21.375000	0.992061	0.002156
21.406250	0.990784	0.001602
21.437500	0.997011	0.002650
21.468750	0.995610	0.001969
21.500000	0.983725	0.001938
21.531250	0.980199	0.001758
21.562500	0.991838	0.001015
21.593750	0.999612	0.002073
21.625000	0.995838	0.001038
21.656250	0.981300	0.002418
21.687500	0.989297	0.002404
21.718750	0.993976	0.001780
21.750000	0.985408	0.002988
21.781250	0.992003	0.002736
21.812500	0.989593	0.001995
21.843750	0.989482	0.002636
21.875000	0.987793	0.001339
21.906250	0.982409	0.002825
21.937500	1.001515	0.002563
21.968750	0.999910	0.002147
22.000000	0.989683	0.002281
22.031250	0.993611	0.001296
22.062500	0.987142	0.001103
22.093750	0.990991	0.002096
22.125000	1.007831	0.001955
22.156250	1.009995	0.002939
22.187500	1.005621	0.002302
22.218750	1.001951	0.002815
22.250000	1.006856	0.002837
22.281250	0.997827	0.001652
22.312500	1.007252	0.002984
22.343750	0.999011	0.001094
22.375000	1.012545	0.001502
22.406250	1.012464	0.002574
22.437500	1.007764	0.002947
22.468750	1.008348	0.001402
22.500000	0.999904	0.002577
22.531250	1.015009	0.001139
22.562500	1.003085	0.001472
22.593750	1.021077	0.002069
22.625000	1.019756	0.002403
22.656250	1.008982	0.002165
22.687500	1.008115	0.002359
22.718750	1.017179	0.002072
22.750000	1.022566	0.002548
22.781250	1.003664	0.001905
22.812500	1.013460	0.001418
22.843750	1.003586	0.001891
22.875000	1.020970	0.002806
22.906250	1.014158	0.002390
22.937500	1.017763	0.001389
22.968750	1.015618	0.001278
23.000000	1.011528	0.002313
23.031250	1.000486	0.001201
23.062500	1.006569	0.001574
23.093750	1.003153	0.002181
23.125000	1.003230	0.002695
23.156250	1.001146	0.001379
23.187500	1.011277	0.002030
23.218750	1.003773	0.002554
23.250000	1.008329	0.001935
23.281250	0.987863	0.001059
23.312500	1.014542	0.002571
23.343750	1.000400	0.002031
23.375000	0.993771	0.001039
23.406250	0.982327	0.001230
23.437500	0.995369	0.001965
23.468750	0.981339	0.001188
23.500000	1.000202	0.002462
23.531250	0.993320	0.002846
23.562500	0.977250	0.002015
23.593750	0.980023	0.002636
23.625000	0.986468	0.002811
23.656250	0.963665	0.002821
23.687500	0.992712	0.002451
23.718750	0.983906	0.001216
23.750000	0.979934	0.002848
23.781250	0.981417	0.002353
23.812500	0.982866	0.002927
23.843750	0.996444	0.002819
23.875000	0.984369	0.001095
23.906250	0.982409	0.001980
23.937500	0.990691	0.001965
23.968750	0.984229	0.002872
24.000000	0.984949	0.001258
24.031250	0.973461	0.001414
24.062500	0.994757	0.001064
24.093750	0.994783	0.002180
24.125000	0.993758	0.002845
24.156250	0.987237	0.002934
24.187500	0.989812	0.001012
24.218750	0.996430	0.002195
24.250000	0.992354	0.001033
24.281250	0.999506	0.002207
24.312500	0.994984	0.002399
24.343750	1.013973	0.001955
24.375000	1.001207	0.002859
24.406250	1.003600	0.001207
24.437500	1.001581	0.001017
24.468750	1.014605	0.002536
24.500000	1.010803	0.001379
24.531250	1.005841	0.002649
24.562500	1.009733	0.002643
24.593750	1.010596	0.002138
24.625000	1.012407	0.001188
24.656250	1.022180	0.002600
24.687500	1.025742	0.001555
24.718750	1.013090	0.001458
24.750000	1.018901	0.001375
24.781250	1.014193	0.002799
24.812500	1.027272	0.002552
24.843750	1.028071	0.002063
24.875000	1.017134	0.001929
24.906250	1.015340	0.002071
24.937500	1.013927	0.001758
24.968750	1.015621	0.001137
25.000000	1.013425	0.001782
25.031250	1.007610	0.002986
25.062500	1.012324	0.001655
25.093750	1.016254	0.001724
25.125000	1.013578	0.001620
25.156250	1.011712	0.002653
25.187500	1.017437	0.001059
25.218750	1.009491	0.001136
25.250000	1.004436	0.001706
25.281250	1.004016	0.002421
25.312500	0.993133	0.002487
25.343750	0.987743	0.002062
25.375000	0.996346	0.001403
25.406250	0.999147	0.001043
25.437500	0.998634	0.002210
25.468750	0.996185	0.001972
25.500000	0.995187	0.001688
25.531250	0.986686	0.002488
25.562500	0.979321	0.001312
25.593750	0.999071	0.001063
25.625000	0.981961	0.002526
25.656250	0.980510	0.001831
25.687500	0.979001	0.002815
25.718750	0.975340	0.002390
25.750000	0.992865	0.001744
25.781250	0.966449	0.002602
25.812500	0.973949	0.001608
25.843750	0.973494	0.001171
25.875000	0.982103	0.001774
25.906250	0.975726	0.002915
25.937500	0.977773	0.001033
25.968750	0.975562	0.001602
26.000000	0.976786	0.002964
26.031250	0.983146	0.001074
26.062500	0.977843	0.001980
26.093750	0.985216	0.002308
26.125000	0.985999	0.001565
26.156250	0.983258	0.002845
26.187500	0.998076	0.002466
26.218750	0.991586	0.001065
26.250000	1.000071	0.001371
26.281250	0.991923	0.002764
26.312500	1.001835	0.001533
26.343750	1.014947	0.001115
26.375000	1.006544	0.001704
26.406250	1.003027	0.001071
26.437500	1.012330	0.001131
26.468750	1.013713	0.002952
26.500000	1.016523	0.001770
26.531250	1.000496	0.001614
26.562500	1.009006	0.001612
26.593750	1.005619	0.001502
26.625000	1.006970	0.001215
26.656250	1.009856	0.001224
26.687500	1.019469	0.001593
26.718750	1.026606	0.002621
26.750000	1.023544	0.001532
26.781250	1.019523	0.001325
26.812500	1.026538	0.001776
26.843750	1.019666	0.001007
26.875000	1.020960	0.002932
26.906250	1.030168	0.002950
26.937500	1.019829	0.002148
26.968750	1.018079	0.002256
27.000000	1.026241	0.001483
27.031250	1.018453	0.001065
27.062500	1.016546	0.001740
27.093750	1.018952	0.002473
27.125000	1.025806	0.002131
27.156250	1.018066	0.002770
27.187500	1.011358	0.001931
27.218750	1.008390	0.002626
27.250000	1.016215	0.002183
27.281250	1.002906	0.002322
27.312500	0.997266	0.002437
27.343750	1.014146	0.002792
27.375000	0.993657	0.002184
27.406250	1.003852	0.001865
27.437500	0.996840	0.002087
