# Star 1 - Telescope kepler - Campaign 2
# Time Flux Error
# days relative_flux relative_error
0.005828 0.99997341 0.007938
0.008674 1.00510524 0.006576
0.013972 1.00506295 0.005381
0.029775 1.00492217 0.006839
0.071364 1.00904471 0.007062
0.077620 1.00713933 0.007302
0.081416 1.01128883 0.005789
0.093861 1.00216628 0.004584
0.112870 1.01079688 0.006081
0.124769 1.01173636 0.005071
0.160563 1.00925757 0.006566
0.166237 1.01526560 0.007542
0.172152 1.01484851 0.004600
0.189722 1.01018663 0.006520
0.201984 1.02066619 0.004835
0.210170 1.02145266 0.004551
0.278301 1.02747524 0.003752
0.288496 1.02171925 0.006099
0.290469 1.01605619 0.005310
0.307870 1.02625878 0.006332
0.342247 1.02553752 0.004749
0.343277 1.02167275 0.005120
0.386035 1.02356820 0.005103
0.387272 1.02832239 0.007956
0.397309 1.02540942 0.006532
0.400835 1.03130620 0.006575
0.404201 1.03092554 0.003090
0.408381 1.03092729 0.006178
0.446341 1.02268949 0.006826
0.458317 1.02247062 0.004156
0.486188 1.02831242 0.005221
0.511299 1.02503128 0.007680
0.569057 1.03326731 0.004696
0.574610 1.02425662 0.005036
0.578502 1.01717367 0.005841
0.581657 1.02442487 0.005018
0.690684 1.01687758 0.007252
0.700880 1.01986621 0.003029
0.727476 1.01749326 0.003020
0.734910 1.00861074 0.007005
0.754272 1.01064548 0.004119
0.782236 1.00138866 0.006800
0.782683 1.00059995 0.006946
0.789728 1.00635444 0.003459
0.813866 1.00393736 0.005510
0.823603 1.00046400 0.006066
0.853583 1.00759503 0.006753
0.890078 1.00284866 0.004786
0.925691 1.00862202 0.004090
0.954542 1.00152401 0.007632
0.959282 1.00259333 0.006860
0.977164 1.00037524 0.005763
1.019240 0.99476659 0.006535
1.055559 1.00217598 0.003531
1.062470 1.00441429 0.004675
1.087841 1.00166934 0.004231
1.104999 1.00498818 0.003384
1.105675 1.00109870 0.006109
1.131611 1.00399043 0.007809
1.141119 0.99309012 0.007493
1.144786 0.99359823 0.007568
1.184697 0.99746108 0.006558
1.195307 0.99909909 0.003180
1.205612 1.00297345 0.007458
1.212813 0.99903472 0.005839
1.224116 1.00211563 0.003635
1.267464 0.99578039 0.004016
1.274418 1.00650380 0.005628
1.292584 0.99912977 0.003916
1.305031 1.00315498 0.007814
1.315876 0.99049383 0.004168
1.337713 0.99436877 0.007717
1.346350 1.00177811 0.003140
1.402856 1.00008709 0.007062
1.466037 0.99412334 0.004757
1.491293 0.99674796 0.007581
1.493194 1.00112430 0.006241
1.564387 0.99584780 0.007887
1.577044 1.00636210 0.007790
1.590162 0.99708750 0.004316
1.654508 0.99608796 0.003214
1.704074 0.98785162 0.004580
1.717869 0.99804379 0.007102
1.745603 0.99216104 0.006905
1.768082 0.99460102 0.007152
1.794948 1.00144978 0.005670
1.795885 0.98591604 0.003288
1.840891 0.98641364 0.004573
1.885817 0.98371327 0.004266
1.889641 0.99211323 0.004896
1.894020 0.98127693 0.006287
1.908115 0.98068432 0.007479
