# Star 3 - Telescope tess - Campaign 2
# Time Flux Error
# days relative_flux relative_error
0.006395 1.00215168 0.004763
0.010683 1.03395705 0.005253
0.020984 1.00460632 0.007412
0.026190 0.99878802 0.005848
0.031704 1.00733690 0.006140
0.129610 1.00293608 0.003460
0.134653 1.01188416 0.003272
0.135922 0.99920404 0.007477
0.181891 1.00523606 0.003840
0.191160 1.00589980 0.006737
0.204565 0.99585427 0.003290
0.208621 0.99868537 0.004502
0.303346 1.01327539 0.007952
0.357138 1.02090614 0.007253
0.364212 1.01383351 0.005599
0.396157 1.01450122 0.006900
0.396758 1.01576286 0.005333
0.435009 1.00980771 0.007352
0.440484 1.01838021 0.006881
0.445944 1.01632573 0.007937
0.447004 1.01459616 0.005437
0.450596 1.01623944 0.005883
0.453096 1.01568639 0.006700
0.473458 1.01874858 0.007364
0.523430 1.01570175 0.004946
0.525765 1.01263597 0.007619
0.645385 1.02163729 0.004565
0.661936 1.02434863 0.006162
0.705908 1.01953155 0.005461
0.743004 1.02623275 0.005306
0.788687 1.03107948 0.004215
0.871623 1.01436565 0.007297
0.885905 1.02875059 0.005622
0.904916 1.02045733 0.006434
0.907948 1.02409569 0.006853
0.923686 1.02018430 0.003662
0.929159 1.03328287 0.005759
0.953208 1.01578081 0.007292
1.033686 1.01853068 0.006261
1.069086 1.01561795 0.005614
1.084109 1.02764463 0.005794
1.114689 1.02858267 0.007536
1.121027 1.02476033 0.006919
1.139712 1.02206674 0.004823
1.139792 1.12983658 0.003912
1.143732 1.01775565 0.007103
1.157322 1.02773570 0.007484
1.166801 1.02583228 0.007269
1.189258 1.02900688 0.004713
1.194343 1.02859828 0.007481
1.197280 1.02526372 0.003723
1.197979 1.03076815 0.003123
1.198212 1.02434950 0.007747
1.199086 1.03128206 0.007175
1.207059 1.02540729 0.006801
1.228005 1.02581214 0.003825
1.260633 1.02858354 0.004349
1.277484 1.02665814 0.006757
1.348999 1.02215183 0.006227
1.352979 1.02638967 0.004075
1.360347 1.03352344 0.003979
1.410198 1.02553446 0.005770
1.429946 1.02815259 0.006303
1.495411 1.02477124 0.006685
1.525133 1.02536090 0.003635
1.575461 1.01840736 0.004915
1.602839 1.03061497 0.007742
1.634222 1.02414767 0.006154
1.638977 1.02298983 0.003899
1.659931 1.02520243 0.003376
1.697892 1.02507449 0.006346
1.725795 1.02981739 0.003554
1.742805 1.03030316 0.004191
1.745754 1.01788080 0.007941
1.796334 1.03393102 0.003922
1.802831 1.02182011 0.003133
1.830236 1.01471701 0.003813
1.834694 1.02850688 0.006781
1.854754 0.93138610 0.004636
1.857732 1.02795690 0.003851
1.865881 1.01573104 0.007990
1.907838 1.01868438 0.007877
1.933880 1.01035006 0.005345
1.946552 1.02246811 0.003672
1.963253 1.02854025 0.005544
1.988192 1.02306513 0.003124
1.991595 1.02020586 0.007905
2.006104 1.02068660 0.004907
2.010909 1.01008219 0.007143
2.049853 1.06865628 0.007520
2.054732 1.01696574 0.005668
2.074343 1.02054049 0.007779
2.118280 1.01529516 0.004893
2.128765 1.01530812 0.007868
2.131898 1.01579579 0.007184
2.133806 1.01440715 0.006284
2.141555 1.01235366 0.003657
2.157395 1.01466038 0.006940
2.174724 1.01445407 0.007199
2.176267 1.01719021 0.006333
2.188151 1.01655596 0.005684
2.194186 1.01006977 0.004968
2.208025 1.01288655 0.003087
2.322757 1.01004616 0.003017
2.333485 1.00441717 0.004180
2.338453 1.01281283 0.006690
2.383369 1.01460350 0.005340
2.462140 1.01627618 0.005666
2.488510 1.01186094 0.004314
2.513832 1.00999739 0.006289
2.551633 1.00606141 0.006307
2.552334 1.00949214 0.006807
2.573929 1.00933324 0.006810
2.574337 1.01512853 0.005963
2.576376 1.00356245 0.004018
2.609874 0.99876183 0.006481
2.619244 1.01208951 0.005908
2.639759 1.00616412 0.004654
2.669508 1.01299024 0.004884
2.685750 1.00432971 0.006391
2.711126 1.01371087 0.005689
2.726292 1.00469612 0.007989
2.744273 1.00173011 0.004939
2.761981 1.00166351 0.003613
2.792892 1.00032539 0.005837
2.823656 1.00448637 0.005637
2.827549 1.00474130 0.007934
2.862192 0.99766745 0.006077
2.882804 0.99743671 0.007857
2.885481 0.99697080 0.006053
2.890986 0.99215942 0.006998
2.924611 1.00770677 0.003584
2.925322 0.99887124 0.007978
2.943230 1.04756981 0.007939
2.946840 1.00345373 0.003060
2.952544 1.00943387 0.005644
2.980628 1.00792327 0.006264
2.981855 1.00354655 0.007687
2.982480 1.01040501 0.003593
2.992482 1.00269368 0.007101
3.005117 1.00881689 0.005586
3.035649 0.99365099 0.007054
3.120260 1.00859640 0.006056
3.133905 1.01088194 0.005022
3.143297 1.00391530 0.003246
3.148786 0.99540077 0.003557
3.156900 1.00227871 0.003079
3.165800 1.01175756 0.007286
3.201969 1.00094477 0.007848
3.226718 0.99960144 0.007115
3.276989 1.00599051 0.005975
3.280200 0.99950590 0.007900
3.320477 1.01033463 0.003536
3.329453 1.00422368 0.007567
3.333804 1.00136044 0.006794
3.345306 1.00108763 0.003367
3.371936 1.00640875 0.005707
3.438886 1.00274798 0.003461
3.442367 1.00170366 0.007033
3.462964 0.99111932 0.007827
3.485797 1.00407000 0.005205
3.487233 1.00394058 0.003813
3.497946 0.99976737 0.007283
3.521266 1.00252578 0.004597
3.556642 1.00243619 0.006246
3.606618 0.99477468 0.006974
3.606827 0.99920844 0.004013
3.621769 1.00437064 0.003194
3.633371 1.00495976 0.003727
3.708925 0.98910731 0.004281
3.715529 1.00356532 0.004327
3.727318 1.00307144 0.007285
3.727913 0.99750807 0.007190
3.729179 1.00034238 0.003291
3.734106 0.99209688 0.003720
3.793130 1.01001337 0.003625
3.796560 1.00389096 0.004601
3.841723 1.00794235 0.006502
3.888128 1.00391037 0.006278
3.894526 0.99810315 0.005924
3.903428 0.99764655 0.005567
3.929758 1.00620895 0.006061
3.957398 1.00869044 0.004103
3.974409 1.00064676 0.007587
4.039414 0.99367929 0.005090
4.099085 1.00594044 0.005243
4.111250 0.99706561 0.003112
4.127369 1.00333920 0.006397
4.144157 0.99475128 0.007049
4.192249 1.00297460 0.005290
4.212834 0.99678906 0.003036
4.217793 1.00170899 0.003016
4.218770 1.00032754 0.005664
4.244146 1.00252098 0.006812
4.282429 1.00153855 0.004120
4.297433 1.06185624 0.006005
4.297833 1.00080220 0.005533
4.320325 0.99622092 0.004596
4.328597 0.99896867 0.007266
4.360925 0.99110520 0.004561
4.398624 0.99069658 0.005542
4.407848 0.99406744 0.004041
4.410759 0.99532127 0.006586
4.416708 1.00137494 0.005447
4.430152 0.99400007 0.003016
4.442231 1.00107373 0.004700
4.459864 0.99175227 0.007516
4.506184 1.00033529 0.004894
4.516420 1.00114071 0.007320
4.546552 0.99866657 0.003318
4.552957 0.99372404 0.004534
4.558610 1.00501185 0.007097
4.559399 1.00320806 0.004913
4.565914 1.00309718 0.005629
4.574395 0.99509676 0.003748
4.575131 1.01431575 0.004965
4.585350 1.01333824 0.005274
4.609050 1.00042998 0.003517
4.626413 0.99898995 0.003976
4.629511 1.00562664 0.007438
4.648523 0.99614822 0.007354
4.691047 0.99853889 0.006822
4.706220 1.00067149 0.006745
4.710395 1.00399759 0.005028
4.756700 0.99609852 0.003637
4.766838 0.99308538 0.004908
4.800163 1.00093930 0.004458
4.850157 1.00685079 0.006496
4.857052 0.99783000 0.003441
4.894073 1.00020469 0.006053
4.907487 1.00324228 0.005729
4.911356 0.99069503 0.006113
4.923970 0.99222999 0.007036
4.972570 0.99818190 0.004131
4.997356 0.99441847 0.007777
5.000972 0.92603281 0.005674
5.002688 0.99563093 0.005848
5.045338 0.98805565 0.005808
5.098432 0.99183532 0.007524
5.136234 0.98287622 0.003373
5.151576 0.98850598 0.004843
5.167042 0.99178150 0.006635
5.167466 0.98714937 0.006666
5.174516 0.99250065 0.003735
5.187231 0.97991465 0.005765
5.202836 0.99599527 0.004564
5.250027 0.98568178 0.006432
5.258366 0.99207085 0.005717
5.308750 0.98824256 0.007182
5.312329 0.99984833 0.005309
5.335373 0.99347673 0.007915
5.344437 0.98799943 0.005203
5.359546 0.98382338 0.005807
5.413873 0.98619725 0.005672
5.444994 0.99532670 0.007449
5.472626 0.98554177 0.004346
5.474242 0.98933053 0.003897
5.474401 0.98872458 0.007880
5.559229 0.98319717 0.003637
5.571174 0.98193729 0.004598
5.581092 0.97979164 0.006441
5.595322 0.98559345 0.005221
5.624830 0.97385726 0.006091
5.625199 0.98691000 0.007677
5.633486 0.98414406 0.003341
5.647263 0.97762116 0.005298
5.713877 0.97848404 0.003297
5.776243 0.97965447 0.004023
5.805762 0.98323603 0.004827
5.860057 0.97296381 0.007919
5.867523 0.97649968 0.007600
5.937815 0.97693251 0.003822
5.987676 0.97317105 0.004854
5.990539 0.96722414 0.005026
6.015125 0.98083167 0.007952
6.033333 0.97089685 0.003774
6.040091 0.97991926 0.007153
6.041818 0.97666240 0.005503
6.063988 0.97038846 0.004050
