# Star 1 - Telescope hubble - Campaign 2
# Time Flux Error
# days relative_flux relative_error
0.005217 0.99972273 0.004106
0.037502 0.99888930 0.005645
0.040128 0.99504470 0.003247
0.043494 0.99669660 0.004530
0.048049 1.00518495 0.006593
0.051614 1.00913261 0.007276
0.060113 1.00025792 0.007865
0.069800 1.00954543 0.007765
0.073575 1.00361333 0.007374
0.131181 1.00807186 0.005629
0.142460 1.00740438 0.003261
0.164756 1.01493022 0.007454
0.227390 1.01394973 0.006925
0.249646 1.01758283 0.005592
0.277992 1.02893498 0.006673
0.316511 1.03286395 0.004809
0.320431 1.01797596 0.007240
0.382487 1.03135697 0.006867
0.383936 1.02431913 0.005865
0.396016 1.02707010 0.005443
0.400767 1.02556301 0.007712
0.415894 1.02898187 0.005471
0.418389 1.02887945 0.006748
0.443501 1.02115472 0.006695
0.466358 1.02865769 0.005620
0.489312 1.01690495 0.006000
0.502621 1.02043086 0.006137
0.504393 1.03418581 0.006508
0.523153 1.02796787 0.004439
0.524783 1.02241017 0.007991
0.532739 1.03147159 0.006265
0.578440 1.02242662 0.007159
0.582586 1.02455475 0.004945
0.626995 1.02258863 0.004815
0.627004 1.01724706 0.004814
0.642389 1.02227873 0.004844
0.649947 1.01805295 0.007853
0.676832 1.01548895 0.007236
0.711244 1.01451022 0.003785
0.731085 1.01373056 0.003302
0.740058 1.01368993 0.003493
0.758945 1.00707127 0.005781
0.852360 1.00369585 0.005227
0.863625 1.01435095 0.005654
0.887700 1.00878501 0.004700
0.908191 1.01544877 0.006739
0.921266 1.00685391 0.005875
0.929828 1.00390909 0.003476
0.937842 1.00637400 0.006691
0.966583 1.00067801 0.004440
1.012172 0.99867601 0.003136
1.016742 1.00129187 0.007606
1.032057 1.00994610 0.003482
1.040521 1.00154377 0.006191
1.058672 1.00076591 0.005393
1.065470 0.99567891 0.003461
1.108249 0.99892404 0.007028
1.114852 1.00875553 0.003645
1.145272 1.00246432 0.004233
1.167426 0.99065690 0.005149
1.181816 0.99576334 0.006164
1.198702 0.99664049 0.007525
1.212360 0.99878285 0.006643
1.246354 0.99551690 0.006095
1.253373 0.99631917 0.005147
1.266707 0.99314354 0.004430
1.274267 0.99568345 0.006302
1.281543 0.99942140 0.005531
1.282482 0.99867108 0.006824
1.298402 1.00004300 0.005697
1.312514 1.00026654 0.004378
1.314196 0.99989111 0.004092
1.321969 1.00972561 0.003318
1.324929 0.97309546 0.007932
1.335154 0.99687703 0.006750
1.350146 0.99876440 0.003480
1.353026 0.99434681 0.004111
1.377769 0.99590211 0.003999
1.386947 0.99369976 0.006123
1.392712 1.00305319 0.004876
1.417178 1.00055948 0.007480
1.434459 1.00247943 0.004470
1.434557 0.99462772 0.007059
1.476111 1.00062432 0.007617
1.484772 1.00010983 0.006313
1.502988 0.99332238 0.006776
1.516446 0.99172382 0.006339
