# Time (days)	Flux	Error
0.000000	1.011388	0.002662
0.020417	1.015036	0.001336
0.040833	1.000604	0.002301
0.061250	1.003677	0.001970
0.081667	1.016939	0.002173
0.102083	1.015970	0.001191
0.122500	1.013288	0.002771
0.142917	1.002103	0.001719
0.163333	1.012167	0.001630
0.183750	1.028880	0.002315
0.204167	1.015182	0.002119
0.224583	1.029286	0.002088
0.245000	1.022779	0.002842
0.265417	1.015523	0.001205
0.285833	1.029226	0.001199
0.306250	1.022541	0.001487
0.326667	1.040309	0.002084
0.347083	1.023129	0.001006
0.367500	1.016054	0.001414
0.387917	1.032264	0.001497
0.408333	1.050628	0.001614
0.428750	1.028347	0.002173
0.449167	1.026977	0.002311
0.469583	1.030013	0.002622
0.490000	1.028712	0.002393
0.510417	1.046006	0.002254
0.530833	1.025536	0.002958
0.551250	1.041338	0.002034
0.571667	1.038078	0.002408
0.592083	1.013518	0.001198
0.612500	1.030009	0.002733
0.632917	1.024718	0.001773
0.653333	1.027747	0.001501
0.673750	1.025543	0.002847
0.694167	1.024631	0.001309
0.714583	1.025453	0.001754
0.735000	1.023210	0.001348
0.755417	1.024967	0.002742
0.775833	1.028578	0.002567
0.796250	1.024409	0.001588
0.816667	1.016455	0.001235
0.837083	1.025496	0.002369
0.857500	1.003691	0.002762
0.877917	1.014619	0.001494
0.898333	1.009806	0.002345
0.918750	0.995623	0.002718
0.939167	1.013863	0.002189
0.959583	1.002272	0.002342
0.980000	0.999202	0.001700
1.000417	1.006464	0.001527
1.020833	0.991189	0.002404
1.041250	0.991494	0.002894
1.061667	0.998049	0.002922
1.082083	0.987399	0.002969
1.102500	0.991449	0.002089
1.122917	0.987866	0.001022
1.143333	0.986400	0.002140
1.163750	0.982894	0.001108
1.184167	0.987284	0.002414
1.204583	0.976225	0.001120
1.225000	0.984261	0.001909
1.245417	0.979151	0.002877
1.265833	0.971225	0.002697
1.286250	0.981022	0.001691
1.306667	0.981443	0.002925
1.327083	0.972746	0.002207
1.347500	0.962336	0.002562
1.367917	0.975540	0.001995
1.388333	0.972091	0.002766
1.408750	0.976872	0.001054
1.429167	0.973627	0.001608
1.449583	0.964800	0.001003
1.470000	0.979939	0.001884
1.490417	0.974813	0.002804
1.510833	0.963681	0.001264
1.531250	0.967161	0.002321
1.551667	0.969376	0.002145
1.572083	0.963183	0.002442
1.592500	0.981805	0.002083
1.612917	0.977069	0.001463
1.633333	0.973871	0.001435
1.653750	0.980267	0.001167
1.674167	0.982052	0.001040
1.694583	0.970217	0.002906
1.715000	0.966454	0.001485
1.735417	0.966546	0.001618
1.755833	0.984547	0.001684
1.776250	0.976468	0.001975
1.796667	0.967710	0.001103
1.817083	0.993284	0.002739
1.837500	0.993278	0.001606
1.857917	0.981910	0.001517
1.878333	0.994095	0.001055
1.898750	0.979680	0.002331
1.919167	0.993400	0.001952
1.939583	0.991880	0.002551
1.960000	0.991561	0.002840
1.980417	1.008688	0.001073
2.000833	1.010152	0.001369
2.021250	0.986558	0.002179
2.041667	1.002656	0.002822
2.062083	1.008638	0.001278
2.082500	1.003807	0.001291
2.102917	1.016737	0.001589
2.123333	1.016906	0.002655
2.143750	1.020224	0.002721
2.164167	1.017034	0.002262
2.184583	1.022151	0.001487
2.205000	1.013161	0.002271
2.225417	1.008173	0.002567
2.245833	1.022918	0.002826
2.266250	1.025295	0.001592
2.286667	1.023160	0.001472
2.307083	1.025159	0.001695
2.327500	1.030026	0.002441
2.347917	1.031478	0.001447
2.368333	1.028410	0.001596
2.388750	1.035334	0.001359
2.409167	1.023631	0.002871
2.429583	1.022306	0.002620
2.450000	1.019522	0.002523
2.470417	1.020780	0.001107
2.490833	1.014420	0.002626
2.511250	1.020526	0.001665
2.531667	1.034567	0.001624
2.552083	1.025426	0.001925
2.572500	1.021978	0.002306
2.592917	1.029431	0.001095
2.613333	1.027615	0.002459
2.633750	1.020014	0.001105
2.654167	1.029708	0.002995
2.674583	1.032898	0.001827
2.695000	1.013697	0.002596
2.715417	1.031484	0.002050
2.735833	1.013943	0.002778
2.756250	1.026923	0.001473
2.776667	1.030016	0.001585
2.797083	1.018375	0.001860
2.817500	1.014672	0.002422
2.837917	1.002417	0.001483
2.858333	1.009659	0.001916
2.878750	1.005864	0.002675
2.899167	1.019004	0.002886
2.919583	1.012850	0.001577
2.940000	0.994581	0.001880
2.960417	1.002506	0.001859
2.980833	1.007781	0.002639
3.001250	0.986289	0.002376
3.021667	0.994258	0.002240
3.042083	0.988083	0.002621
3.062500	0.985517	0.002494
3.082917	0.989244	0.002616
3.103333	0.992837	0.002985
3.123750	0.988154	0.001603
3.144167	0.984664	0.002847
3.164583	0.988324	0.001991
3.185000	0.980529	0.002661
3.205417	0.974645	0.001216
3.225833	0.981999	0.002050
3.246250	0.976650	0.002885
3.266667	0.987369	0.002574
