# Star 1 - Telescope kepler - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.015358 1.00644202 0.006670
0.025310 0.99751620 0.003550
0.044239 1.00002722 0.004866
0.055169 1.01052053 0.004359
0.064468 1.01241031 0.003973
0.095696 1.00334803 0.006053
0.160639 1.00456113 0.003669
0.176928 1.01868340 0.004108
0.181735 1.01793383 0.003143
0.187133 1.01709783 0.004909
0.240290 1.01820132 0.004454
0.301122 1.01866913 0.004882
0.346192 1.01737675 0.003630
0.347716 1.03061517 0.007044
0.370960 1.01588845 0.006531
0.385574 1.02425079 0.005214
0.419302 1.02507873 0.006467
0.439198 1.03291287 0.007627
0.445311 1.02853227 0.003158
0.471579 1.03746176 0.007857
0.476741 1.02302246 0.004357
0.485787 1.02499794 0.003886
0.516720 1.02548317 0.004328
0.559417 1.01980768 0.003042
0.565649 1.01775012 0.007813
0.601794 1.02813808 0.006305
0.603791 1.02266010 0.004125
0.607137 1.02299057 0.007861
0.680821 1.02250213 0.007660
0.713317 1.02373472 0.004825
0.732484 1.02225543 0.004824
0.737786 1.01607375 0.006973
0.756972 1.02218458 0.003506
0.758078 1.01170015 0.006100
0.769956 1.00582012 0.003503
0.784293 1.01587933 0.004312
0.822021 1.01830219 0.004429
0.845229 1.01057985 0.005711
0.915675 1.00806970 0.007543
0.920927 1.00179196 0.003641
0.925376 1.00424141 0.007833
0.941993 1.00109258 0.006463
0.980243 1.00667866 0.004396
0.981096 1.02003318 0.005907
0.993956 1.00669050 0.006366
1.011641 0.98260387 0.006226
1.076145 1.00212152 0.004141
1.283074 0.99373926 0.005079
1.292722 0.99772413 0.007126
1.311352 1.01073200 0.005496
1.336414 1.00297576 0.006986
1.349968 0.99776327 0.007831
1.365536 0.99720636 0.007672
1.369308 1.00721142 0.004205
1.371653 0.91799217 0.007052
1.395709 1.00649395 0.004533
1.427151 1.00307636 0.007476
1.442098 1.00208751 0.007868
1.451478 1.00043833 0.006529
1.486761 0.99621951 0.006115
1.497046 1.00206239 0.004527
1.527097 0.98980239 0.006521
1.533841 0.99747266 0.007755
1.616541 1.00497630 0.003928
1.649515 0.99386022 0.004498
1.657221 1.00077137 0.004643
1.731031 0.98240923 0.003998
1.762213 0.99027807 0.005239
1.823478 0.99067988 0.007484
1.842079 0.97878966 0.005670
1.847224 0.98505734 0.007083
1.852650 0.98181706 0.005676
1.858659 0.98600601 0.003995
1.916225 0.98024798 0.005963
1.928480 0.98303978 0.006085
2.025565 0.97665758 0.007687
2.025761 0.96831046 0.004389
2.044867 0.97684299 0.006778
2.057920 0.97723408 0.007350
2.118659 0.97338774 0.003751
