# Star 2 - Telescope kepler - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.045688 0.99969423 0.007946
0.066867 1.00016918 0.006163
0.074493 0.99001930 0.005355
0.110602 0.99582956 0.004841
0.112833 1.00000597 0.005529
0.130785 1.00847478 0.006639
0.207401 0.99828509 0.006913
0.216844 0.99518809 0.003330
0.277439 1.00478577 0.006977
0.305028 1.00966651 0.007424
0.449219 0.99667299 0.003902
0.451097 1.01160028 0.005799
0.453003 1.01679632 0.005838
0.464825 1.01527439 0.005776
0.486251 1.00537519 0.004347
0.529820 0.99734047 0.005200
0.566428 1.01116490 0.005731
0.581932 1.02623936 0.003480
0.588160 1.00523777 0.003600
0.601983 1.00380727 0.005401
0.605833 1.01304355 0.007598
0.658722 1.01868175 0.004221
0.691445 1.01784592 0.006388
0.691814 1.00739114 0.006228
0.731937 1.00461899 0.007687
0.740077 1.01417583 0.006973
0.781185 1.01252698 0.004526
0.785149 1.01201834 0.003751
0.790367 1.01569657 0.006537
0.827344 1.01414929 0.007210
0.859767 1.01153590 0.007262
0.862901 1.01307433 0.003913
0.865252 1.00981561 0.003036
0.935888 1.01402669 0.004138
0.947887 1.02246099 0.004448
0.949030 1.01552620 0.007945
0.951862 1.02217668 0.004266
0.968215 1.01952773 0.005197
0.979926 1.01209512 0.005960
1.011614 1.02603983 0.007941
1.058485 1.01904307 0.006194
1.071448 1.01444555 0.003113
1.109312 1.01447237 0.003893
1.114104 1.01502367 0.005057
1.128929 1.02226727 0.005799
1.167669 1.01815227 0.006725
1.176581 1.01899982 0.007846
1.197370 1.00625842 0.007027
1.209792 1.02021458 0.005888
1.238814 1.01859246 0.003920
1.239774 1.01663738 0.006240
1.240582 1.02629240 0.006999
1.309428 1.01599540 0.007016
1.326400 1.01806263 0.007216
1.355857 1.02529023 0.003662
1.407333 1.01815274 0.003503
1.438463 1.01792899 0.006102
1.481386 1.02247607 0.006072
1.487025 1.02052159 0.004251
1.498556 1.03298456 0.006545
1.520317 1.01705622 0.005444
1.546478 1.02925087 0.004121
1.556635 1.02603041 0.004072
1.568910 1.02484314 0.007256
1.584766 1.02839950 0.005832
1.591351 1.02438018 0.006237
1.599319 1.01950878 0.003399
1.599838 1.02750323 0.007800
1.607035 1.02285546 0.006692
1.656258 1.02323011 0.005524
1.664300 1.02954678 0.007786
1.675538 1.02286738 0.005222
1.694963 1.02605065 0.006937
1.727609 1.01942930 0.005211
1.732264 1.02630699 0.004707
1.748466 1.03019284 0.003920
1.774423 1.01357471 0.007078
1.784811 1.02122661 0.006417
1.846960 1.01338520 0.005758
1.848758 1.01267693 0.005493
1.853897 1.02119101 0.007289
1.883895 1.02817000 0.007348
1.885375 1.02579317 0.007750
1.921240 1.01872786 0.005220
1.964239 1.02340696 0.003790
1.965664 1.01773012 0.003513
1.971626 1.03294490 0.005448
1.976995 1.01923179 0.005204
1.978720 1.02232043 0.006804
2.013652 1.01684119 0.007685
2.030000 1.01912834 0.006948
2.044403 1.02509806 0.006591
2.087437 1.01413215 0.003493
2.088126 1.02737947 0.004295
2.106574 1.02839528 0.007156
2.143913 1.02662410 0.007266
2.182058 1.01471477 0.007971
2.190854 1.01711516 0.003486
2.214927 1.02784162 0.004056
2.220799 1.01871748 0.006987
2.252736 1.02079437 0.004001
2.282781 1.03026797 0.004761
2.304616 1.03213841 0.003225
2.416730 1.02517034 0.007951
2.418237 1.03146629 0.006072
2.426817 1.03254850 0.007459
2.428905 1.02497354 0.004417
2.445163 1.01284241 0.004377
2.471088 1.02727317 0.004903
2.495440 1.02315646 0.003504
2.529327 1.02054997 0.005853
2.584268 1.04223614 0.005142
2.605680 1.02486952 0.004896
2.627004 1.02307908 0.003269
2.630034 1.02801529 0.006617
2.631934 1.02858225 0.006468
2.666254 1.02536714 0.006373
2.701610 1.02964276 0.007296
2.732673 1.02702772 0.007385
2.733684 1.02178458 0.005901
2.752696 1.02266665 0.003291
2.786213 1.03061481 0.005284
2.788349 1.02039432 0.006219
2.790538 1.01953505 0.006143
2.814011 1.01770012 0.007273
2.821257 1.01891671 0.004687
2.837154 1.02816599 0.005642
2.843145 1.02569507 0.004230
2.862939 1.02334913 0.003630
2.869178 1.02191183 0.006222
2.871730 1.02668235 0.003436
2.876118 1.02179006 0.007315
2.961322 1.03091615 0.004075
2.981306 1.01823961 0.007456
2.981923 1.02462017 0.003814
2.991487 1.02547754 0.006828
3.069795 1.02328303 0.005931
3.078065 1.01944027 0.003919
3.088909 1.02484830 0.005989
3.091816 1.01660992 0.003907
3.099680 1.02114140 0.006221
3.100262 1.02501190 0.006729
3.139279 1.01720152 0.004475
3.152089 1.02411675 0.007908
3.158208 1.03021975 0.004908
3.163391 1.02217291 0.007524
3.170571 1.02306209 0.005505
3.177947 1.02793375 0.006188
3.203333 1.02131479 0.003655
3.258163 1.02319689 0.004152
3.264482 1.02646624 0.005668
3.272173 1.02765067 0.006528
3.279200 1.01231356 0.004173
3.302675 1.02428252 0.003116
3.320130 1.03325180 0.004410
3.333437 1.03389205 0.006530
3.395942 1.02587270 0.005399
3.404596 1.02185984 0.003757
3.418449 1.02931515 0.006275
3.428424 1.01722598 0.004765
3.505624 1.01933201 0.005891
3.522272 1.02495545 0.004529
3.524283 1.01991301 0.003358
3.525133 1.01929061 0.007610
3.546535 1.02586739 0.004918
3.649949 1.01525533 0.003610
3.657722 1.01829374 0.007908
3.690731 1.02299335 0.006459
3.716615 1.02243753 0.005679
3.800492 1.02499702 0.003733
3.817777 1.02210346 0.003039
3.837342 1.00998874 0.006893
3.851905 1.01075952 0.006729
3.852549 1.01538663 0.004578
3.869301 1.02090365 0.007618
3.871237 1.02250562 0.004298
3.873658 1.01654077 0.004265
3.897609 1.02434527 0.004806
3.901563 1.01750531 0.004824
3.918301 1.01906127 0.006809
3.921623 1.02175736 0.007435
3.941122 1.02439183 0.004576
3.948406 1.02357133 0.003700
3.954673 1.02370181 0.007215
4.018525 1.00872199 0.005648
4.019657 1.02396271 0.007413
4.027329 1.02087079 0.004994
4.038234 1.02000576 0.004123
4.085198 1.01471184 0.006412
4.094230 1.01581727 0.006305
4.102272 1.01700388 0.006103
4.103046 1.02015956 0.007198
4.120815 1.01291189 0.005972
4.133309 1.02058091 0.005398
4.172616 1.01480401 0.007456
4.196856 1.01741985 0.005359
4.198505 1.01189934 0.004894
4.217778 1.02078030 0.005180
4.221994 1.00471421 0.003104
4.231140 1.01327089 0.006609
4.232662 1.01207913 0.007749
4.240847 1.01212089 0.006506
4.246901 1.01798966 0.003648
4.258765 1.02149925 0.007699
4.366578 1.01837570 0.005320
4.372196 1.01761623 0.003325
4.398276 1.02266866 0.007162
4.435694 1.01141800 0.003531
4.435943 1.00718021 0.007326
4.444307 1.01526000 0.005329
4.478510 1.01881715 0.005219
4.483334 1.01387688 0.007768
4.488984 1.02527258 0.007103
4.501063 1.02023301 0.003455
4.510598 1.03072630 0.007770
4.519005 1.02046734 0.005984
4.531548 1.01075472 0.007548
4.534926 1.00501539 0.006116
4.543811 1.00961771 0.007185
4.559215 1.04269810 0.005082
4.564608 1.01179791 0.004971
4.608183 1.00074633 0.003379
4.644130 1.02002345 0.006498
4.653080 1.00558543 0.004156
4.673619 1.01258867 0.003003
4.703123 1.00474780 0.007636
4.741267 1.00786336 0.006830
4.766553 1.02145747 0.003750
4.784275 1.01126326 0.003118
4.829292 1.01620593 0.003540
4.861228 1.00479376 0.005890
4.883411 1.01313458 0.007084
4.935352 1.01062002 0.007297
4.938508 1.01884791 0.005623
4.958881 1.01263042 0.006052
4.991545 1.01161705 0.006088
5.001501 1.00364861 0.005625
5.009921 1.00653289 0.004321
5.014337 1.00849245 0.004678
5.020373 1.01123046 0.003658
5.049449 1.01478086 0.006651
5.055694 1.00635673 0.006322
5.095559 1.00999130 0.003482
5.130575 1.01245353 0.005529
5.131465 1.00722270 0.006228
5.162939 1.01033687 0.003360
5.177394 1.01315193 0.005471
5.193536 1.01398267 0.007578
5.203288 1.00930487 0.003994
5.208464 1.00224398 0.006171
5.213545 1.00637971 0.006049
5.217766 1.00678101 0.006837
5.222417 1.01301189 0.006453
5.267398 1.00807283 0.006259
5.289303 1.00903556 0.003492
5.298609 1.00194156 0.006229
5.345932 1.00174388 0.007102
5.413095 1.00799477 0.003533
5.414985 1.00488281 0.005131
5.432043 1.00713956 0.006048
5.477682 0.98122844 0.003714
5.609985 1.00370568 0.004949
5.624760 1.01985705 0.006838
5.636142 1.00143028 0.004595
5.673573 1.00227776 0.005173
5.676997 1.00655042 0.003247
5.697086 0.96373023 0.005125
5.704756 1.00361485 0.005812
5.706309 1.00785093 0.005008
5.711085 1.01139372 0.005126
5.759160 1.00645349 0.006339
5.863001 0.99686767 0.003521
5.885504 1.00920864 0.006837
5.887259 0.99557907 0.004403
5.888281 1.00569379 0.005345
5.898470 1.00522213 0.006427
5.984357 1.00212083 0.004188
6.005050 1.00267804 0.003083
6.028050 1.01184727 0.005172
6.064030 1.00274729 0.007545
6.066711 1.00375418 0.006615
6.075526 1.00422145 0.007326
6.085360 0.99441490 0.004038
6.099466 1.00998841 0.004325
6.108668 0.99830533 0.007729
6.130414 0.99569352 0.006234
6.139934 0.99885676 0.005117
6.149630 1.00323331 0.004447
6.157702 1.00683972 0.004126
6.161831 1.00163394 0.005516
6.168893 0.99634198 0.006539
6.177234 1.00353633 0.007131
6.187340 1.01055000 0.006071
6.273917 1.00539527 0.006981
6.317302 1.00606536 0.007802
6.367558 0.99556195 0.005711
6.379530 1.00575757 0.003660
6.414461 0.99953294 0.005725
6.415469 1.00420803 0.004368
6.418179 1.00292174 0.003206
6.438361 1.00761128 0.004969
6.454032 1.00275339 0.006371
6.482897 1.00391513 0.004125
6.509960 0.99119896 0.007083
6.553827 1.00967399 0.005048
6.566722 1.00049384 0.006343
6.614482 1.00466238 0.003687
6.627354 1.00384240 0.007276
6.659428 1.03868571 0.007761
6.673039 1.00636354 0.007336
6.719617 0.99515185 0.005910
6.743082 1.00831124 0.003042
6.771993 1.00607567 0.006751
6.852840 0.99073139 0.004507
6.869551 0.99837687 0.006995
6.904695 0.99724058 0.003202
6.914980 1.00125916 0.004406
6.928241 1.00476577 0.003376
6.937356 0.99430529 0.005771
7.050404 1.00247199 0.003832
7.090762 1.00735264 0.007489
7.155044 0.99222381 0.007216
7.165788 0.97363067 0.006719
7.184517 1.00551635 0.007152
7.194504 1.00393832 0.004395
7.229756 0.99786119 0.005821
7.244161 0.99925476 0.004293
7.248160 0.98901532 0.003662
7.256790 1.00195836 0.006313
7.283631 1.01065416 0.003217
7.290693 0.99255492 0.006149
7.296965 1.00147042 0.005542
7.313298 1.00472014 0.003704
7.317847 1.01251742 0.003955
7.343267 1.00768113 0.005531
7.357706 1.00368293 0.005786
7.378362 0.99214187 0.003422
7.411631 0.99186137 0.006518
7.414127 1.00461221 0.006479
7.439732 0.99072614 0.004041
7.516474 0.99778511 0.004007
7.546896 0.99682498 0.006222
7.580802 1.00552853 0.004472
7.596274 1.00356297 0.007138
7.639195 0.99434542 0.003069
7.639588 1.00689347 0.003509
7.641579 1.00046570 0.005740
7.649482 0.99590622 0.006496
7.660214 1.00063902 0.004126
7.685069 0.97554822 0.007820
7.765983 1.00651332 0.007275
7.788313 0.99395700 0.006928
7.794379 1.00810521 0.005392
7.821899 1.11013944 0.004823
7.835100 0.99734308 0.005293
7.847120 0.99939387 0.005289
7.872873 0.99609365 0.006870
7.899869 0.99087060 0.003931
7.908018 1.00400673 0.004480
7.950696 1.00112641 0.006421
8.074790 0.99509245 0.005328
8.092990 0.99490231 0.007109
8.101173 0.98498807 0.003588
8.136221 1.03099696 0.007950
8.153572 0.99366526 0.003338
8.156829 1.00119188 0.004723
8.162354 0.99414559 0.004744
8.173869 0.99812125 0.007489
8.186099 0.98865997 0.004307
8.205146 1.00110690 0.006414
8.229275 1.01129206 0.006953
8.246027 0.99927651 0.004521
8.248159 1.01004069 0.003847
8.254992 1.00422457 0.007378
8.277979 0.99930583 0.003484
8.282213 1.00827670 0.006794
8.334003 1.00803637 0.006359
8.348461 0.99588998 0.003201
8.426167 0.98936320 0.005783
8.439147 1.00189374 0.003271
8.471887 0.99665266 0.005618
8.478719 1.00579948 0.003165
8.492358 1.00231960 0.007506
8.506107 1.00470952 0.004179
8.567980 1.00138139 0.006469
8.573176 1.00431196 0.005872
8.605069 1.00064687 0.006647
8.625605 1.00556666 0.007711
