# Star 3 - Telescope tess - Campaign 3
# Time Flux Error
# days relative_flux relative_error
0.027580 0.99491595 0.003573
0.027904 0.99581232 0.003093
0.032380 0.99291778 0.003566
0.055931 1.00996878 0.003895
0.062799 1.00541077 0.006429
0.085879 1.00177287 0.007741
0.113362 1.00503606 0.003704
0.118488 0.99314723 0.006148
0.125488 1.00393281 0.005221
0.141031 1.00932859 0.003475
0.157529 1.00334994 0.003949
0.229144 1.00486697 0.007625
0.250682 1.00666597 0.007471
0.265804 0.99792963 0.007798
0.308113 1.00550785 0.005922
0.309215 1.00289412 0.005130
0.318880 1.00929521 0.004625
0.333741 1.00972730 0.004633
0.339589 1.00946616 0.006087
0.416498 1.01316288 0.007350
0.420110 1.01742661 0.005190
0.421418 1.00834910 0.006123
0.426076 1.01389977 0.005691
0.436815 1.01512935 0.005518
0.457920 1.01791849 0.005342
0.468363 1.01833174 0.004418
0.489313 1.01433852 0.006474
0.490487 1.02236546 0.007987
0.528573 1.01017999 0.006258
0.533467 1.01662622 0.003078
0.562253 1.01315017 0.007467
0.565069 1.01432579 0.007111
0.593952 1.01583993 0.005750
0.661371 1.01908926 0.006915
0.672988 0.95637458 0.007161
0.678207 1.01577869 0.007336
0.684138 1.01219021 0.004222
0.691584 1.02182337 0.003562
0.773940 1.02218972 0.004043
0.790157 1.02989524 0.006845
0.800271 1.01671186 0.005933
0.807953 1.02326650 0.007270
0.808095 1.02194835 0.004762
0.815236 1.01052794 0.007303
0.833882 1.02712803 0.005241
0.847565 1.02042820 0.003979
0.875489 1.02914667 0.004873
0.883939 1.02435733 0.004771
0.907496 1.08385011 0.006700
0.990092 1.02011498 0.004649
0.993373 1.02643637 0.006625
1.018129 1.02445209 0.004875
1.046424 1.02778525 0.005864
1.083163 1.02995311 0.007041
1.115288 1.02127515 0.004352
1.127740 1.02212880 0.007349
1.131056 1.01897017 0.003448
1.141440 1.02685347 0.007685
1.150044 1.03249562 0.004071
1.152398 1.02244727 0.006991
1.158550 1.02838725 0.005428
1.187086 1.03094955 0.007654
1.227991 1.02643911 0.007786
1.268292 1.03098816 0.004057
1.284459 1.03926571 0.003887
1.290809 1.02423210 0.007561
1.295197 1.03038405 0.007241
1.314847 1.02033771 0.004485
1.324885 1.03414607 0.006191
1.330356 1.02396714 0.005165
1.338210 1.02467281 0.007999
1.341632 1.02479256 0.005852
1.373650 1.03040526 0.004823
1.374631 1.02810854 0.005501
1.399894 1.02532996 0.004269
1.401925 1.02565484 0.003406
1.422786 1.03002915 0.006916
1.425840 1.02904795 0.005959
1.433268 1.03015618 0.004461
1.442774 1.01909568 0.005090
1.447785 1.02437170 0.006818
1.479683 1.02948432 0.006298
1.484990 1.02707285 0.005499
1.563591 1.03247832 0.003860
1.571889 1.03053348 0.007134
1.572284 1.02046734 0.005446
1.575755 1.02947213 0.004852
1.584517 1.02029891 0.006943
1.602522 1.02473346 0.006956
1.655699 1.01838747 0.005753
1.658701 1.02189666 0.006146
1.662189 1.03650085 0.006641
1.695397 1.02797398 0.003474
1.700031 1.01937866 0.003021
1.770790 1.03567308 0.007328
1.796708 1.02877293 0.006368
1.811778 1.01988023 0.003160
1.819279 1.02704078 0.004365
1.872119 1.01524643 0.006865
1.929770 1.02374969 0.007370
1.936987 1.02860291 0.005137
1.944836 1.02246196 0.006522
1.955749 1.01842136 0.005837
1.961723 1.01739590 0.003899
1.979047 1.01479485 0.004609
1.994948 1.01590497 0.006618
1.997166 1.02547444 0.003784
2.006307 1.01667444 0.005497
2.016077 1.02808312 0.007198
2.024729 1.02268477 0.005322
2.028707 1.01996191 0.005100
2.061401 1.01056256 0.007959
2.069017 1.02520267 0.003518
2.070568 1.01759526 0.004290
2.087991 1.02114614 0.003752
2.093213 1.01858324 0.005413
2.111976 1.01874881 0.007924
2.113019 1.01309783 0.005347
2.121682 1.01311368 0.003831
2.149150 1.01552085 0.005683
2.164838 1.01115533 0.007578
2.178262 1.01030788 0.006849
2.189815 1.01405797 0.003515
2.226377 1.01560394 0.007977
2.244248 1.01640973 0.004283
2.269927 1.00419226 0.006326
2.283317 1.01868382 0.004269
2.301590 1.01746350 0.006238
2.360250 1.00947136 0.005589
2.374441 1.02202753 0.007474
2.393159 1.00876907 0.004060
2.400031 1.02016024 0.004777
2.455674 1.01440573 0.005367
