# Star 2 - Telescope kepler - Campaign 2
# Time Flux Error
# days relative_flux relative_error
0.010020 0.99572704 0.003867
0.014361 0.99646861 0.004472
0.060167 1.00011677 0.005637
0.092190 0.99549934 0.005747
0.138846 0.99699975 0.005226
0.156803 1.00892833 0.007870
0.168516 0.99938271 0.007195
0.184136 1.00245549 0.006124
0.189056 0.99686682 0.004669
0.194468 1.00207507 0.007726
0.212735 1.00434104 0.005147
0.237532 1.04048787 0.007586
0.270038 1.00844203 0.005934
0.284884 1.00268060 0.005367
0.315186 1.01076435 0.006726
0.329058 1.00108142 0.006223
0.356495 0.99816178 0.004283
0.362792 1.00315074 0.003892
0.371405 1.00083727 0.008000
0.393795 1.00558664 0.006430
0.564302 1.00613270 0.007217
0.568562 1.01771502 0.003898
0.647838 1.02092815 0.003998
0.652968 1.00950751 0.006468
0.662473 1.01450823 0.005949
0.704393 1.01324603 0.003970
0.718365 1.01525019 0.004833
0.719725 1.01108429 0.003125
0.727268 1.01140099 0.007726
0.737489 1.01316715 0.005932
0.743187 1.01148373 0.007067
0.756543 1.00782256 0.007714
0.765386 1.01819587 0.005782
0.766653 1.00983255 0.007329
0.769407 1.01597232 0.003039
0.772508 1.01119863 0.004262
0.794572 1.00580899 0.004429
0.803843 1.01622743 0.003016
0.825042 1.01137674 0.006829
0.827473 1.01319074 0.006668
0.836742 1.00806264 0.004077
0.988384 1.01746400 0.003263
1.028256 1.01155791 0.007320
1.029618 1.01574327 0.006976
1.060565 1.01365972 0.004665
1.071850 1.01700704 0.006816
1.076359 1.01919762 0.006168
1.077026 1.01532024 0.006763
1.078611 1.01625781 0.004978
1.136568 1.01983022 0.003292
1.145668 1.02151971 0.003589
1.147405 1.01362011 0.007566
1.174721 1.02112100 0.007099
1.180099 1.01432294 0.004344
1.203021 1.01687632 0.007744
1.231707 1.02070115 0.005352
1.243342 1.02437133 0.005581
1.246101 1.02228540 0.007665
1.282565 1.01348399 0.006498
1.317475 1.01878024 0.007434
1.318984 1.01079227 0.005572
1.337949 1.01703656 0.005113
1.345496 1.02057503 0.007775
1.366967 1.01227512 0.005691
1.421320 1.02478879 0.004432
1.517745 1.02270040 0.004658
1.580702 1.02467786 0.005935
1.592041 1.02549610 0.006760
1.608909 1.02395304 0.004422
1.687016 1.02294907 0.005182
1.696474 1.02309092 0.005444
1.748031 1.02820253 0.003906
1.761958 1.02557752 0.004012
1.796356 1.02486024 0.006543
1.816476 1.02043982 0.003988
1.867650 1.02692242 0.003034
1.886710 1.01357609 0.006298
1.926616 1.02902553 0.006703
