# Star 2 - Telescope tess - Campaign 2
# Time Flux Error
# days relative_flux relative_error
0.037293 1.00399502 0.005609
0.065470 0.99960977 0.005381
0.092477 1.00510953 0.003218
0.105777 1.01198815 0.003065
0.108823 0.99518223 0.007470
0.173536 1.00115563 0.004183
0.191905 1.00723241 0.007383
0.200634 1.00337399 0.003334
0.208411 1.00261316 0.007176
0.222705 1.00068297 0.006305
0.228588 1.00547812 0.006804
0.244565 0.99609962 0.007054
0.268196 1.00561215 0.006428
0.270460 1.00985929 0.007515
0.277144 1.00717776 0.004822
0.291254 0.99901204 0.004774
0.322070 1.00729317 0.006361
0.322918 1.00351455 0.004646
0.326759 1.00423809 0.004644
0.383080 1.00145847 0.005932
0.394549 1.01217291 0.003292
0.409635 1.00137752 0.005423
0.425565 1.01016700 0.005131
0.427670 1.00878883 0.003575
0.444449 1.00773950 0.005075
0.455310 1.02065583 0.004959
0.510867 1.00721922 0.005838
0.532343 1.01643411 0.007139
0.544445 1.00937602 0.007790
0.584036 1.00742772 0.003819
0.584423 1.01833963 0.003646
0.586508 1.00709140 0.006477
0.604039 1.00926628 0.004565
0.609829 1.01033531 0.006484
0.674903 1.01485304 0.005115
0.753592 1.01933109 0.007085
0.770342 1.01931261 0.006731
0.794366 1.01157411 0.005917
0.814081 1.01250094 0.005003
0.827236 1.01727252 0.006539
0.850226 1.01569494 0.004465
0.874983 1.02349301 0.004746
0.898590 1.01065646 0.004359
0.906856 1.01174487 0.003251
0.960108 1.01617085 0.004195
0.963653 1.00505998 0.006186
0.979338 1.01579774 0.006658
0.985543 1.01540883 0.003256
1.010876 1.01612198 0.004299
1.054033 1.02309260 0.003421
1.072613 1.01758256 0.004466
1.083238 1.01001517 0.006668
1.083574 1.02377862 0.004978
1.088502 1.01207846 0.007397
1.104211 1.01299142 0.007228
1.117892 1.00519943 0.005472
1.133906 1.02435688 0.004672
1.158250 1.01551521 0.007472
1.213955 1.01139517 0.006059
1.220175 1.01726622 0.004932
1.237200 1.01279214 0.007768
1.242215 1.02364038 0.006818
1.244229 1.01449495 0.005176
1.268978 1.02275872 0.007508
1.315078 1.01215207 0.004608
1.315857 1.01433158 0.003648
1.342767 1.01145092 0.004598
1.424028 1.02822358 0.003317
1.463743 1.01491608 0.005609
1.470643 1.01099226 0.004169
1.487854 1.02369654 0.005420
1.489103 1.02867498 0.007993
1.518598 1.02051080 0.005272
1.521229 1.01161286 0.005732
1.525641 1.01356373 0.003916
1.555621 1.02514545 0.007241
1.559055 1.02933589 0.004033
1.585716 1.01822110 0.003326
1.586459 1.01519485 0.004180
1.592231 1.01472523 0.003998
1.594888 1.03153695 0.003894
1.596816 1.01045766 0.007055
1.641763 1.02375886 0.005078
1.673388 1.02107950 0.005013
1.718755 1.02628328 0.005832
1.722103 1.01767980 0.005779
1.723821 1.02864835 0.004326
1.781179 1.03484076 0.007889
1.803814 1.02418064 0.007905
1.823311 1.02853103 0.007693
1.838335 1.02403878 0.004753
1.848747 1.02828609 0.006482
1.854025 1.01843041 0.004893
1.885486 1.03329654 0.005538
1.911612 1.01772750 0.004608
1.913504 1.01674595 0.004329
1.922727 1.03079266 0.005415
1.922822 1.02780564 0.007723
1.933496 1.01394868 0.004940
1.938404 1.01513575 0.004789
1.948163 1.02587478 0.007507
1.950344 1.01548758 0.003048
1.975345 1.02940878 0.003517
2.012540 1.02978298 0.003744
2.013970 1.02007715 0.003005
2.027087 1.01837439 0.007372
2.043674 1.01874305 0.003745
2.048687 1.02232620 0.004587
2.052678 1.02578460 0.004390
2.084475 1.02130939 0.003336
2.097727 1.02351625 0.006091
2.104047 1.02680872 0.005411
2.111510 1.03064905 0.007224
2.145374 1.02827792 0.007688
2.149483 1.01792438 0.005138
