# Star 3 - Telescope tess - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.009146 0.99688631 0.006080
0.010624 0.99873005 0.005110
0.015175 1.00498847 0.004945
0.030145 1.00702926 0.007073
0.037662 1.00127010 0.007773
0.110727 0.99837102 0.003666
0.114338 0.99705490 0.003200
0.162112 1.00771374 0.005293
0.165543 1.00638840 0.006176
0.174384 1.00136768 0.007002
0.183833 1.00207469 0.004642
0.197864 1.01383001 0.005038
0.200925 1.00987936 0.004491
0.249520 1.01356933 0.007838
0.296044 1.00302097 0.003447
0.310152 1.01387373 0.007944
0.320347 1.01302731 0.006580
0.339835 1.00594480 0.005974
0.348597 1.01099386 0.003099
0.386095 1.00875225 0.007637
0.395451 1.01611558 0.003942
0.404323 1.01684690 0.003495
0.413437 1.01759443 0.004003
0.464482 1.01038796 0.007844
0.489143 1.01121884 0.005604
0.494176 1.01111437 0.005306
0.500617 1.00924789 0.005706
0.524165 1.02002701 0.005931
0.536676 1.01754471 0.006781
0.540629 1.02516678 0.005027
0.542104 1.01711903 0.007175
0.548339 1.02147115 0.005136
0.607120 1.01672137 0.004924
0.608065 1.01254143 0.007901
0.699819 1.02395137 0.005896
0.730302 1.01375862 0.005080
0.740106 1.02660818 0.003148
0.752721 1.02049798 0.003119
0.756373 1.01699249 0.007593
0.759868 1.02655687 0.006540
0.767526 1.03117780 0.004621
0.769476 1.01868236 0.005185
0.779563 1.02421071 0.004994
0.781615 1.01895789 0.003574
0.850116 1.02978341 0.003150
0.879399 1.01481548 0.003488
0.898410 1.01938868 0.004200
0.900891 1.02205354 0.004179
0.915809 1.02458708 0.004173
0.929517 1.02631790 0.005967
1.006326 1.01513828 0.005367
1.068929 0.95385858 0.003239
1.099250 1.02392878 0.007513
1.144642 1.03353465 0.003507
1.152346 1.01997197 0.007064
1.159865 1.01829915 0.003613
1.183489 1.02441659 0.005114
1.224615 1.02517113 0.003871
1.230944 1.03170238 0.007942
1.241653 1.02319506 0.003289
1.248892 1.02808570 0.004488
1.276874 1.02224070 0.005735
1.305781 1.02686962 0.005905
1.324686 1.03563108 0.005264
1.351541 1.01727551 0.004492
1.361145 1.03230518 0.005858
1.418859 1.02909745 0.003467
1.445404 1.02571719 0.003270
1.445512 1.02063841 0.005945
1.452776 1.02257320 0.003443
1.472931 1.02628402 0.006422
1.478113 1.03002649 0.004159
1.486230 1.02213170 0.004644
1.490302 1.02870853 0.005790
1.496379 1.03145640 0.003621
1.502856 1.02395735 0.004626
1.506988 1.03270021 0.003003
1.550627 1.02148571 0.007871
1.552828 1.02787948 0.005226
1.553013 1.03081599 0.007099
1.591085 1.02329797 0.005764
1.610066 1.02092271 0.004074
1.633231 1.03043676 0.005486
1.638638 1.02621857 0.004963
1.663336 1.03181533 0.004092
1.679355 1.02025345 0.006749
1.703393 1.03082317 0.003917
1.715362 1.02480492 0.005088
1.729565 1.02095500 0.006485
1.738211 1.02118769 0.005016
1.738501 1.01642853 0.007197
1.739646 1.02839247 0.003809
1.753789 1.02691054 0.005770
1.755696 1.03265095 0.005377
1.755797 1.02381331 0.007048
1.788373 1.01911559 0.004505
1.806434 1.01980660 0.005605
1.808481 1.01929032 0.003149
1.891282 1.00893822 0.007171
1.892233 1.01493673 0.004314
1.917853 1.01329205 0.005171
1.919241 1.02223464 0.005549
1.919583 1.02190911 0.005545
1.939415 1.02586921 0.006747
1.969927 1.01998100 0.006428
1.973577 1.01711258 0.006514
1.975701 1.02721712 0.004128
1.978681 1.01948952 0.003175
1.983930 1.01682849 0.007978
2.008690 1.01458022 0.003709
2.022203 1.01989618 0.005422
2.028693 1.01711606 0.006048
2.031550 1.01230941 0.006155
2.044874 1.01427702 0.003453
2.049650 1.01661834 0.004827
2.064595 1.01540703 0.007246
2.109036 1.01883345 0.006076
2.113761 1.01024349 0.005989
2.154636 1.01408895 0.003719
2.245344 1.01636523 0.003499
2.264560 1.00756479 0.004196
2.307384 1.01709637 0.003552
2.313381 1.02100937 0.007117
2.393794 1.01115382 0.007245
2.413410 1.01673419 0.007898
2.418426 1.00828975 0.004425
2.423524 1.01143927 0.006266
2.426346 1.00712535 0.006464
2.447178 1.01020665 0.003316
2.472156 1.01264976 0.003212
2.485092 1.01614029 0.005160
2.513156 1.01464074 0.003001
2.525954 1.00954567 0.004990
2.543278 1.01487503 0.004923
2.555475 1.00752758 0.003952
2.567252 1.00787127 0.006048
2.576385 1.00188109 0.004938
2.582110 1.01719571 0.004352
2.583971 1.00587689 0.004785
2.593701 1.00359379 0.005617
2.628981 1.00278730 0.005378
2.647679 1.00600888 0.007758
2.673949 1.00142032 0.005753
2.675379 1.01011058 0.004187
2.679019 1.01341687 0.003063
2.729431 1.00545916 0.007229
2.769240 1.00191653 0.005210
2.769692 1.00671070 0.006867
2.792118 1.01088007 0.003507
2.803899 1.01876182 0.004329
2.808029 1.01277970 0.003714
2.839740 1.00754221 0.003917
2.858189 1.00978474 0.004624
2.862588 1.00527399 0.004305
2.873192 1.01342717 0.003316
2.893585 1.00129949 0.007193
2.907517 1.00634187 0.006299
2.946183 1.00381843 0.004287
3.015126 1.00123495 0.004575
3.031220 1.00812397 0.007109
3.087356 1.00429056 0.006531
3.146458 0.99200904 0.004858
3.186822 1.04659155 0.007635
3.199467 1.00942727 0.005849
3.202848 1.00175921 0.003021
3.205250 1.00067981 0.004612
3.205331 1.00225610 0.005742
3.214957 1.01011278 0.004935
3.288875 0.99850605 0.006421
3.298929 1.00138425 0.003154
3.306773 0.99945823 0.005077
3.307243 1.00550020 0.006883
3.314075 1.00704312 0.007677
3.320128 0.98932574 0.006631
3.335719 0.99787363 0.003287
3.342039 1.00321811 0.006079
3.351590 0.99091026 0.004864
3.356332 0.99878430 0.006916
3.371494 0.99718455 0.007474
3.430763 1.00833832 0.005739
3.463383 1.00468319 0.003994
3.480621 1.00424372 0.003391
3.507039 0.99849895 0.006602
3.520473 1.00082309 0.007207
3.546540 0.99034428 0.005913
3.564315 0.99855970 0.006179
3.565996 0.99622792 0.007861
3.583261 0.99729823 0.005656
3.585466 0.97295610 0.005599
3.592468 1.00852547 0.007344
3.611907 1.00922420 0.007262
3.623541 0.99264387 0.006876
3.629589 1.00518574 0.004669
3.640687 1.00625301 0.005145
3.642212 0.99682288 0.004214
3.648192 1.00225372 0.007187
3.665184 0.99458617 0.005998
3.673061 1.00825818 0.006282
3.695310 1.00286147 0.005953
3.699737 1.00275565 0.004167
3.716308 1.01056284 0.006685
3.724320 1.00154956 0.007076
3.726601 0.99725134 0.007768
3.727112 0.99741942 0.007740
3.733421 0.99771215 0.003987
3.756453 0.99892610 0.006505
3.768527 0.99847707 0.007325
3.789574 1.00193020 0.007137
3.804626 1.00418725 0.006661
3.855007 0.99693666 0.005662
3.899077 1.00059040 0.003225
3.925911 0.99189155 0.007235
3.930962 1.00478076 0.003180
3.935438 0.99993119 0.004090
3.960115 1.00425165 0.006440
3.966248 0.99242082 0.005335
3.976311 0.99870325 0.003670
4.024843 1.00230018 0.006358
4.077552 0.99106433 0.003628
4.109915 1.00388080 0.006466
4.136122 0.99850328 0.007705
4.157871 1.00141130 0.004249
4.163281 1.00269183 0.004229
4.165265 0.99686898 0.003111
4.189474 0.99742120 0.003908
4.196548 1.00139868 0.003235
4.246406 1.00154190 0.006590
4.248116 1.01077464 0.005279
4.249833 0.99527213 0.003175
4.257033 0.99851028 0.005500
4.273527 0.99316837 0.003988
4.308352 1.00370902 0.005372
4.320696 1.00472761 0.005025
4.324268 1.00273285 0.007508
4.394124 0.98875281 0.004610
4.400219 0.99163204 0.007057
4.408798 0.99830603 0.005282
4.418922 0.99833813 0.007895
4.421856 1.00381303 0.003479
4.517406 1.00327403 0.006478
4.530912 1.00048497 0.007378
4.549561 0.98986508 0.005851
4.564228 0.99995996 0.004302
4.621949 1.00088647 0.004301
4.652635 1.00191919 0.005782
4.660236 0.99244137 0.003780
4.694794 1.00975730 0.003771
4.757845 0.99944039 0.006111
4.813514 0.99898507 0.006117
4.819591 0.99623129 0.006348
4.826515 0.99294859 0.005253
4.878123 0.98972362 0.003106
4.901138 0.99566212 0.003329
4.905622 0.99002950 0.003938
4.918602 0.99575648 0.004317
4.944043 0.99028975 0.005251
4.964741 0.98897782 0.007027
4.991945 0.99739240 0.004302
5.017481 0.99690932 0.006645
5.024481 1.00084256 0.007596
5.031635 0.98921448 0.006631
5.046652 0.98594231 0.007471
5.054330 1.00160310 0.004286
5.071525 1.00815161 0.004525
5.122665 1.00073148 0.003748
5.155452 0.99283947 0.007084
5.233804 0.99607701 0.003909
5.311132 0.99022872 0.004631
5.322747 0.98731786 0.006744
5.399201 0.98724391 0.003100
5.405344 0.98371516 0.005131
5.426659 0.98400739 0.005420
5.427178 0.98901314 0.005698
5.526253 0.98451954 0.004347
5.528433 0.98269986 0.006964
5.546872 0.98714103 0.003193
5.557053 0.98486457 0.005003
5.575319 0.87035410 0.004113
5.609869 0.98402745 0.005360
5.617984 0.98949146 0.003004
5.649770 0.99031243 0.006326
5.659154 0.98950182 0.003863
5.695902 0.98207843 0.004501
5.703891 0.98343201 0.005160
5.711204 0.98253780 0.003783
5.711472 0.98355541 0.003946
5.801988 0.97670519 0.006263
5.911748 0.97555313 0.003705
5.969404 0.97680975 0.003506
5.994603 0.97171828 0.007319
5.999018 0.97351230 0.006407
6.016510 0.98741201 0.006586
6.016852 0.98114731 0.005552
6.030551 0.98139328 0.005156
6.073486 0.97434970 0.006244
6.077003 0.97980257 0.006204
6.086858 0.97076466 0.003030
6.093540 0.97788525 0.004860
6.093993 0.97169246 0.006605
6.095570 0.96675102 0.003219
6.125767 0.98473906 0.004135
6.135601 0.97943621 0.003311
6.188249 0.97023833 0.005362
6.217232 0.97365133 0.007887
6.220867 0.97184169 0.005266
6.235522 0.97314121 0.006909
6.239840 0.97867903 0.004317
6.255340 0.97621987 0.004270
6.269386 0.97786141 0.003924
6.291074 0.97374560 0.007579
6.297388 0.97469167 0.004440
6.322556 0.96241061 0.003101
6.329888 0.97526478 0.007401
6.364276 0.96743447 0.005365
6.370859 0.97559168 0.005680
6.382514 0.97784814 0.003873
6.415445 0.97320363 0.007884
6.426959 0.96901716 0.006175
6.445499 0.97946909 0.006514
6.515125 0.97555363 0.005566
6.518660 0.97645980 0.007758
6.527840 0.97901476 0.005224
6.530525 0.97747035 0.004309
6.539435 0.98029083 0.007200
6.543955 0.97299622 0.005380
6.552667 0.97419026 0.006684
6.591172 0.97533615 0.007713
6.592491 0.97809001 0.005079
6.593726 0.97592739 0.003201
6.632931 0.97339404 0.005890
6.638345 0.97231372 0.005204
6.652110 0.96578354 0.005178
6.844083 0.97596991 0.005792
6.874915 0.97557504 0.004218
6.879185 0.97814764 0.005000
6.927241 0.98395734 0.003978
6.982119 0.97742094 0.003292
6.999265 0.98232074 0.005438
7.008551 0.98590586 0.007172
7.020853 0.98472468 0.004180
7.026007 0.97447370 0.006935
7.076197 0.98356529 0.005447
7.076978 0.97993849 0.006951
7.083622 0.97278625 0.007057
7.086066 0.98943040 0.006962
7.093217 0.97733101 0.004373
7.106373 0.98482667 0.003313
7.124410 0.98145214 0.003605
7.143556 0.97903875 0.007333
7.167325 0.98040836 0.005669
7.171423 0.99131123 0.005326
7.215235 0.97781191 0.005577
7.225038 0.97767421 0.005532
7.232821 0.98070850 0.004322
7.267675 0.97879908 0.006732
7.268989 0.98635681 0.005686
7.271076 0.98196391 0.006574
7.351537 0.98491479 0.005990
7.352579 0.98488917 0.005745
7.382856 0.98231868 0.004623
7.383560 0.99104605 0.006935
7.388409 0.98750263 0.003990
7.418735 0.98351593 0.005458
7.426383 0.99167970 0.003839
7.458622 0.99863629 0.003732
7.467604 0.98524655 0.004098
7.478334 0.98587046 0.005429
7.526966 0.99727295 0.007341
7.547969 0.99456322 0.007351
7.562943 0.98351558 0.004505
7.564579 0.99408006 0.003317
7.565090 0.98325700 0.003706
7.568281 0.99016458 0.005591
7.589751 0.99328850 0.007288
7.609337 1.00221945 0.004258
7.620206 0.99355376 0.003719
7.631098 0.99733011 0.005864
7.669549 1.00335286 0.006152
7.690681 1.00031680 0.007784
7.694317 0.99484661 0.006680
7.705832 0.99646948 0.006446
7.720287 1.00127270 0.003813
7.727260 0.98759864 0.005723
7.750291 1.00318973 0.005626
7.785736 0.99686320 0.004132
7.814383 1.00165613 0.006772
7.851777 1.00039158 0.007429
7.912372 1.00114930 0.004542
7.926132 1.00880813 0.004635
7.990758 1.00874134 0.006237
8.001424 1.00121571 0.003678
8.067229 1.02054123 0.003725
8.069928 0.99795058 0.006332
8.082157 1.00535908 0.003972
8.102305 1.00739043 0.006273
8.116946 1.01392016 0.004861
8.228563 1.01339252 0.004053
8.229572 1.01874218 0.007584
8.231231 1.01143868 0.006821
8.231353 1.01827152 0.005515
8.263107 1.00380897 0.005193
8.287935 1.01568592 0.003318
8.290996 1.01166505 0.004965
8.304689 1.01421720 0.004586
8.322157 1.02089321 0.004352
8.339454 1.01304456 0.006377
8.342515 1.00996643 0.005933
8.361633 1.01980883 0.003609
8.403806 1.02225076 0.004160
8.450191 1.00648807 0.004378
8.465173 1.02473486 0.007624
8.472405 1.02411657 0.007827
8.497521 1.02380756 0.003895
8.522034 1.02246595 0.003894
8.522535 1.02060397 0.004525
8.540250 1.03053912 0.007475
8.569408 1.03434987 0.006687
8.578142 1.02386723 0.005408
8.630709 1.02467781 0.005136
8.638732 1.02979690 0.006597
8.672559 1.02802480 0.005608
8.680370 1.02666744 0.004432
8.682137 1.01981007 0.007454
8.721995 1.03067955 0.005313
8.747880 1.02366272 0.005887
8.756983 1.02170545 0.006860
8.810517 1.02723881 0.004665
8.813602 1.03277603 0.006035
8.825112 1.02102208 0.003296
8.835832 1.02448336 0.004229
8.836474 0.88245285 0.006192
8.843846 1.01824521 0.006886
8.851393 1.02333659 0.003761
8.861521 1.03161765 0.006594
8.890429 1.02553160 0.007445
8.893129 1.03226173 0.004141
8.895902 1.03208008 0.003999
8.925457 1.03129452 0.005934
8.933444 1.03012313 0.003323
8.952775 1.02777185 0.004202
8.978861 1.03345874 0.007863
8.989913 1.01748946 0.006381
9.040526 1.02149052 0.007487
9.056585 1.02233533 0.007609
9.093290 1.02965508 0.007155
9.102924 1.03101358 0.007596
9.110887 1.02846896 0.003248
9.164499 1.03182386 0.004226
9.182231 1.02414621 0.007606
9.190877 1.01864863 0.005994
9.209872 1.00654941 0.003984
9.227517 1.02276116 0.004283
9.258089 1.02376308 0.003314
9.263394 1.01818339 0.004097
9.306221 1.02499683 0.006480
9.306274 1.02010541 0.004177
9.307714 1.02698766 0.003115
9.329091 1.02043742 0.006122
9.351659 1.02314564 0.007735
9.371602 1.02591798 0.007375
