# Star 2 - Telescope hubble - Campaign 3
# Time Flux Error
# days relative_flux relative_error
0.054938 0.99621462 0.004960
0.058289 1.00592624 0.006479
0.131244 1.02713084 0.004386
0.165593 0.99891518 0.006916
0.199340 0.99651534 0.005170
0.211640 1.01325962 0.007565
0.243236 0.99871096 0.003816
0.252241 1.00057471 0.006740
0.326727 1.01182421 0.004184
0.376524 1.00464801 0.004451
0.398570 1.01035270 0.007597
0.419610 1.00979322 0.005258
0.424623 1.00495083 0.003125
0.426934 1.00317928 0.006679
0.428361 1.00911875 0.005385
0.453039 1.01222868 0.005851
0.453789 1.00095350 0.005366
0.479561 1.01303744 0.005472
0.502363 1.00567136 0.005194
0.504867 1.00597545 0.003070
0.527179 1.01117452 0.007658
0.536763 1.00283714 0.003427
0.554282 1.01103366 0.007944
0.566339 1.01387850 0.006356
0.572407 1.01967270 0.005447
0.579586 1.00610526 0.003507
0.581646 1.01959722 0.005131
0.589706 1.01553420 0.006251
0.608075 1.00299500 0.003256
0.741593 1.01722188 0.004624
0.774258 1.00549621 0.005035
0.790092 1.01836778 0.003945
0.805663 1.00600817 0.004020
0.824335 1.00535683 0.003079
0.838196 1.00896264 0.007910
0.860166 1.01422125 0.007213
0.872609 1.02027324 0.005895
0.873116 1.00290375 0.003644
0.896756 1.01574981 0.007977
0.934416 1.02172684 0.004819
0.935507 1.01049863 0.003113
0.936427 1.01791535 0.007182
0.946080 1.01839962 0.006603
0.954608 1.02393697 0.003823
0.989085 1.02013630 0.005401
0.999483 1.01915602 0.006453
1.021198 1.01975843 0.004757
1.021475 1.01353451 0.005188
1.046373 1.02407308 0.003525
1.049287 1.01188933 0.005331
1.054305 1.02032844 0.006631
1.060556 1.02007322 0.004700
1.116841 1.01244280 0.006387
1.204276 1.02438935 0.004223
1.254582 1.00673546 0.004063
1.295992 1.02231296 0.004060
1.297214 1.03097851 0.005816
1.322374 1.01868073 0.006760
1.322868 1.01999903 0.007864
1.328581 1.02502019 0.006207
1.332568 1.02288498 0.004461
1.337823 1.01908782 0.004159
1.342062 1.02507591 0.004296
1.342255 1.02400289 0.006384
1.347372 1.01984818 0.004291
1.365719 1.02364212 0.003195
1.378606 1.02644467 0.005204
1.382146 1.02210574 0.005986
1.388708 1.01442159 0.004595
1.425337 1.02819745 0.005765
1.439634 1.02227484 0.003020
1.461227 1.01521221 0.007630
1.466675 1.01568652 0.007679
1.472180 1.02255737 0.004618
1.478956 1.02051938 0.004472
1.486136 1.01829854 0.004793
1.493776 1.02567229 0.003076
1.511631 1.01743299 0.006027
1.533915 1.02369186 0.007152
1.586991 1.02070401 0.007566
1.589971 1.01845894 0.004112
1.622675 0.99343069 0.003168
1.626750 1.01684141 0.003866
1.648197 1.01417405 0.003260
1.650655 1.02389441 0.005961
1.722848 1.01657913 0.006197
1.752036 1.02750658 0.004292
1.775049 1.02282373 0.006992
1.775892 1.02149639 0.004205
1.786133 1.03905025 0.004295
1.813957 1.01848609 0.003693
1.844757 1.02276749 0.003465
1.875907 1.02237561 0.005576
1.906444 1.02131393 0.005678
1.947973 1.03327101 0.006311
1.967825 1.02304807 0.004723
2.065852 1.02607317 0.007856
2.077705 1.02640367 0.005547
2.079810 1.03265960 0.003778
2.086802 1.02506519 0.003500
2.094641 1.02333439 0.007736
2.104414 1.03343036 0.004589
2.133952 1.02893018 0.003373
2.149475 1.02147270 0.003942
2.164990 1.03618482 0.004482
2.182759 1.02855607 0.003579
2.193724 1.02054077 0.004818
2.195674 1.02643981 0.006250
2.243399 1.02419425 0.006882
2.269378 1.02471920 0.007402
2.278636 1.02890560 0.005552
2.278874 1.04002036 0.004621
2.282202 1.02478293 0.003885
2.289903 1.01857345 0.005454
2.303247 1.02456075 0.007000
2.316131 1.02461858 0.004948
2.364954 1.02659434 0.004796
2.470584 1.02493696 0.005495
2.494211 1.02625745 0.003893
2.512992 1.02457944 0.003112
2.539687 1.02264125 0.005723
2.556726 1.03314282 0.004301
2.580963 1.02548598 0.004738
2.591678 1.02205496 0.006217
2.601106 1.03001390 0.004673
2.614526 1.01996573 0.005361
2.631335 1.03593504 0.005600
2.631602 1.03596438 0.003005
2.642158 1.01067658 0.007803
2.642304 1.02300399 0.007119
2.655729 1.03303546 0.007273
2.712092 1.01383910 0.006778
2.756349 1.02230942 0.005617
2.768513 1.01953252 0.006295
2.800107 1.02048383 0.006364
2.876427 1.02936605 0.004066
2.892318 1.02565637 0.003164
2.895501 1.02566109 0.005834
2.916184 1.03055690 0.003228
2.944543 1.02285145 0.005432
2.955241 1.01665635 0.007907
2.984454 1.02062413 0.004796
2.994050 1.01365701 0.007873
3.005967 1.02653034 0.004104
3.062448 1.02875936 0.003645
3.066064 1.01571919 0.007275
3.073491 1.02466365 0.004348
3.104785 1.03004150 0.006218
3.118707 1.02394059 0.004667
3.148681 1.02531471 0.004622
3.156720 1.01790745 0.004524
3.170572 1.02312140 0.004534
3.170821 1.01935925 0.005456
3.191437 1.01996817 0.006680
3.305474 1.01595098 0.004028
3.310635 1.03309094 0.003200
3.323088 1.02326940 0.005818
3.351685 1.02620834 0.007370
3.372279 1.02507787 0.005637
3.395007 1.02144504 0.003488
3.424494 1.02184696 0.004124
3.426535 1.03292578 0.005226
3.471621 1.02606195 0.006814
3.484631 1.02536231 0.005319
3.499674 1.02384585 0.004595
3.520923 1.01611527 0.007760
3.531023 1.02416638 0.004027
3.532981 1.01399830 0.004085
3.542542 1.01713713 0.003616
3.593939 1.02039764 0.003683
3.657128 1.02546178 0.005422
3.720427 1.02351215 0.004277
