# Star 2 - Telescope tess - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.001961 0.99541016 0.004329
0.025283 1.00892833 0.007331
0.035909 1.02357390 0.003236
0.068116 1.01122623 0.004085
0.072516 1.01192653 0.004693
0.119914 1.00248700 0.005642
0.142844 1.00162416 0.006405
0.182125 1.00480971 0.006482
0.208653 1.00877682 0.003311
0.218760 1.00123567 0.003571
0.269166 1.00406499 0.004316
0.273377 0.99697807 0.006797
0.289974 1.00001236 0.005034
0.290347 1.00296641 0.004642
0.298363 1.00857348 0.005915
0.309569 1.00829526 0.006611
0.334853 1.00643679 0.004056
0.342817 1.00323035 0.003364
0.343832 1.00932233 0.005558
0.383770 1.01823643 0.006645
0.401227 1.00288501 0.004362
0.404359 1.01046840 0.006281
0.463050 1.00805574 0.007342
0.501909 1.00855014 0.005995
0.504426 0.99740628 0.006216
0.558118 1.00286195 0.007402
0.575534 1.01171039 0.004250
0.608974 1.01469348 0.005810
0.619561 1.00744025 0.007715
0.624132 1.01958596 0.005802
0.645944 1.00378652 0.006550
0.658389 1.00710523 0.007704
0.692070 1.01812066 0.006109
0.707941 1.01304742 0.004026
0.721538 1.00906596 0.007681
0.725606 1.01571988 0.004660
0.727087 1.00387384 0.005217
0.749589 1.01683356 0.007928
0.765820 1.01578801 0.004155
0.769140 1.01051682 0.003267
0.808500 1.08043292 0.007680
0.813652 1.02393348 0.007133
0.832065 1.00113764 0.006432
0.870814 1.01934700 0.005931
0.889474 1.01767372 0.003001
0.908575 1.01480020 0.006129
0.918615 1.00539231 0.004031
0.940760 1.01298787 0.003074
0.973120 1.01229214 0.007171
1.035200 1.01815574 0.006291
1.037322 1.01419794 0.004813
1.045059 1.02090833 0.003626
1.088344 1.02166663 0.005701
1.089464 1.01431509 0.006566
1.171618 1.02015989 0.007630
1.220831 1.02107096 0.003341
1.223110 1.02154406 0.006625
1.233985 1.02397969 0.006139
1.249955 1.02090596 0.007918
1.250370 1.02072464 0.006235
1.250573 1.01305689 0.003315
1.267782 1.02438243 0.006709
1.312854 1.01567748 0.007355
1.367217 1.01836629 0.007728
1.368457 1.01475237 0.005911
1.386160 1.02175012 0.007922
1.396950 1.02427784 0.007763
1.445737 1.02036427 0.003591
1.473691 1.01970972 0.007127
1.493606 1.02626015 0.005753
1.499073 1.02093199 0.005140
1.511676 1.01906180 0.004943
1.513322 1.01336918 0.007869
1.526991 1.02724713 0.006963
1.528161 1.02086856 0.005830
1.560640 1.02728794 0.006705
1.577635 1.01928632 0.005349
1.592784 1.01770409 0.004086
1.596010 1.02223127 0.005958
1.609469 1.02124395 0.007934
1.650439 1.01269923 0.007734
1.651385 1.03035063 0.006078
1.691127 1.02046851 0.006511
1.703005 1.02330525 0.005149
1.759147 1.01952281 0.005211
1.768829 1.01577117 0.003238
1.775190 1.02692171 0.007157
1.812721 1.02135893 0.005173
1.829331 1.02171196 0.003514
1.838932 1.01851144 0.006599
1.841600 1.03139365 0.004840
1.863873 1.02641674 0.005973
1.868872 1.03163712 0.004865
1.904927 1.02427382 0.004744
1.906983 1.01792635 0.004237
1.953696 1.02072883 0.003223
1.959631 1.01758554 0.003015
1.977886 1.02400689 0.006423
2.020803 1.02898091 0.005927
2.034697 1.01787386 0.005127
2.062447 1.02614738 0.006794
2.074103 1.01698693 0.004110
2.110055 1.02277135 0.005121
2.157076 1.01827224 0.007788
2.160309 1.03015777 0.004526
2.164419 1.02056103 0.006205
2.187147 1.03208309 0.006470
2.197048 1.03653695 0.006373
2.203397 1.02676284 0.003709
2.235434 1.02092099 0.005268
2.306816 1.02044066 0.007354
2.316659 1.02063760 0.007406
2.318645 1.02826299 0.003507
2.324927 1.02958346 0.006174
2.362039 1.02164534 0.005257
2.391983 1.01205527 0.006685
2.403055 1.02516117 0.006462
2.438745 1.02607199 0.003834
2.489434 1.03705677 0.005729
2.507063 1.02499609 0.006733
2.535594 1.03327281 0.003451
2.536928 1.01988476 0.007529
2.563984 1.02901282 0.007053
2.589243 1.02540113 0.004919
2.598006 1.02950973 0.005065
2.619607 1.01864246 0.003334
2.622456 1.02330961 0.005973
2.699379 1.02839519 0.006383
2.705025 1.02504088 0.004767
2.741063 1.03510545 0.004116
2.795199 1.03745266 0.003785
2.824460 1.02517255 0.004213
2.834506 1.02144412 0.005258
2.866414 1.02240454 0.003637
2.881271 1.02688327 0.005403
2.885217 1.02874332 0.007171
2.998375 1.03053611 0.006118
3.034777 1.02126583 0.003363
3.082191 1.02287046 0.004275
3.095183 1.09654630 0.004039
3.123268 1.02338479 0.004814
3.131173 1.01995334 0.007067
3.178947 1.01723172 0.007712
3.194641 1.03048437 0.005444
3.210426 1.02767171 0.004210
3.219770 1.01831773 0.003517
3.269126 1.02429305 0.004831
3.313536 1.02196548 0.006343
3.321624 1.02538350 0.005722
3.361217 1.01590713 0.007892
3.361245 1.02565887 0.004330
3.386139 1.02845898 0.007954
3.392689 1.02595806 0.007695
3.393252 1.02413566 0.004409
3.399944 1.02159829 0.006136
3.413586 1.01982123 0.006144
3.466386 1.02314015 0.005952
3.516133 1.01804530 0.003709
3.552534 1.02286029 0.003828
3.554519 1.02331723 0.006112
3.573985 1.02758957 0.007585
3.698698 1.02523642 0.007704
3.709560 1.02098141 0.003012
3.709628 1.01473299 0.006191
3.774448 1.02116516 0.006329
3.781884 1.01719573 0.007190
3.800960 1.01402612 0.005178
3.801634 1.02098127 0.005750
3.805809 1.02145353 0.003563
3.827043 1.02052193 0.003523
3.844930 1.02156808 0.007834
3.846588 1.02324350 0.007140
3.862009 1.00836542 0.006901
3.886114 1.02261819 0.003013
3.925838 1.01416107 0.004849
3.965551 1.01995161 0.005436
4.026229 1.02346573 0.005126
4.066953 1.01072953 0.004810
4.095676 1.02470622 0.004257
4.105710 1.01020879 0.003398
4.106150 1.01390010 0.005061
4.121828 1.02249617 0.005445
4.160991 1.01986868 0.007945
4.166392 1.01793923 0.004862
4.172087 1.01869944 0.005651
4.201726 1.01710872 0.006579
4.206836 1.00752625 0.007299
4.365810 1.02037356 0.006083
4.382189 1.02097274 0.006732
4.433492 1.00955973 0.006402
4.470445 1.01936074 0.007396
4.483527 1.01933284 0.006657
4.518394 1.00915187 0.007022
4.562972 1.01765278 0.003372
4.564305 1.00873953 0.003766
4.582158 1.01503859 0.004954
4.612555 1.01998933 0.006377
4.624942 1.01166987 0.006142
4.658356 1.01382663 0.003416
4.673500 1.00566876 0.006473
4.675790 1.01660516 0.007087
4.715957 1.01788518 0.007545
4.718643 1.01742634 0.004956
4.726432 1.00946203 0.004902
4.783229 1.01443351 0.003011
4.790956 1.00935782 0.003164
4.801544 1.01458105 0.007149
4.801795 1.00533140 0.004598
4.814083 1.01029881 0.003788
4.824081 1.01407267 0.004208
4.860341 1.01473564 0.007622
4.869204 1.00976319 0.007598
4.920264 1.00624358 0.004777
4.936273 1.01825227 0.006464
4.953880 1.01569801 0.003935
4.970353 0.99963846 0.007842
4.987881 1.00797616 0.003820
5.029668 1.00463105 0.006551
5.034955 1.00284183 0.003035
5.054419 1.00336394 0.005288
5.088988 1.00588501 0.007402
5.092696 1.01394153 0.005205
5.105404 1.00674553 0.005512
5.129560 1.00747742 0.006168
5.140086 1.00546291 0.006565
5.152124 1.00624740 0.003526
5.165805 1.01532046 0.003132
5.166055 1.00133893 0.005975
5.168775 1.01049854 0.003402
5.171193 1.01023963 0.004491
5.178207 1.00725653 0.004332
5.179494 1.01214468 0.006055
5.201809 1.01501639 0.007928
5.210894 1.00509034 0.004430
5.216514 1.00611897 0.004172
5.227975 1.00473484 0.005641
5.228106 1.00474576 0.006375
