# Star 1 - Telescope hubble - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.019820 1.00360644 0.007989
0.046208 0.99883228 0.006376
0.052299 0.99884603 0.004273
0.065940 1.00449965 0.004197
0.073818 1.01366361 0.005076
0.086307 1.00828413 0.006735
0.099272 1.00744677 0.007911
0.103423 1.01624112 0.006003
0.115299 1.00901192 0.004964
0.124720 1.00907188 0.004530
0.154675 1.01957258 0.007776
0.180474 1.01924275 0.003487
0.212316 1.02359450 0.004820
0.233478 1.02306206 0.006273
0.274273 1.01911677 0.005365
0.281699 1.02451682 0.003295
0.299132 1.03291131 0.005161
0.317688 1.01569659 0.005162
0.332010 1.02468702 0.007183
0.335643 1.02136381 0.004509
0.429804 1.03520956 0.004385
0.453701 1.03028654 0.003445
0.463305 1.02558147 0.005675
0.479213 1.02508054 0.004678
0.491524 1.02542465 0.007901
0.514644 1.01707135 0.003303
0.552070 1.01764344 0.003044
0.571810 1.02282820 0.007785
0.575878 1.02061844 0.004161
0.589206 1.01908597 0.005694
0.589677 1.02497870 0.004569
0.647010 1.10448401 0.003219
0.663983 1.02424913 0.004555
0.686284 1.01649634 0.004081
0.692744 1.01970188 0.004251
0.708101 1.01003214 0.005328
0.757319 1.01118826 0.006945
0.814668 1.00976534 0.005225
0.819549 1.00664742 0.003566
0.830533 1.01629102 0.005713
0.874082 1.00504241 0.004134
0.895128 1.01666510 0.006597
0.903586 1.00827187 0.003899
0.905360 0.99668091 0.007523
0.921365 0.99988040 0.004145
0.921449 1.00720438 0.006909
0.922257 1.00652792 0.006850
0.941136 1.01632254 0.006978
0.948389 1.00565038 0.005234
0.971980 1.00078720 0.006694
0.983104 1.01029210 0.004431
0.984670 1.01036958 0.004192
0.992124 1.00839305 0.006772
1.006385 1.00144426 0.005241
1.033850 1.00642719 0.007510
1.058938 1.00328541 0.007225
1.098326 1.00304012 0.006425
1.147626 0.99048659 0.007430
1.219331 1.00351515 0.003864
1.225415 0.99749404 0.004105
1.240383 1.00129497 0.005000
1.254991 0.99373392 0.004339
1.260707 1.00411723 0.003624
1.276239 0.99418671 0.007265
1.302415 1.00049907 0.004298
1.326144 0.99602957 0.007847
1.349610 0.99692264 0.007064
1.350649 0.99188320 0.003854
1.358462 0.99432600 0.006982
1.469319 1.00414904 0.003389
1.477459 0.99980661 0.003806
1.490334 0.99732576 0.003160
1.533940 0.99560691 0.006212
1.553156 0.99899870 0.004085
1.583822 0.99730014 0.003071
1.608170 1.00233584 0.005189
1.611320 0.99438234 0.005180
1.613576 1.00375039 0.003293
1.628479 0.98845287 0.006191
1.639777 0.99398048 0.003855
1.642813 0.98797281 0.005037
1.651244 0.99771083 0.005074
1.669041 0.98938777 0.005888
1.672834 0.98300876 0.007310
1.693290 0.99622315 0.007786
1.726927 0.98149269 0.003495
1.729570 0.98040653 0.005748
1.742736 0.98638503 0.003412
1.759874 0.98592578 0.004423
1.765855 0.98571906 0.003414
1.765977 0.99580121 0.005153
1.770963 0.97657619 0.007369
1.784923 0.99024156 0.006322
1.790396 0.98788828 0.003443
1.794100 0.99489280 0.006293
1.795664 0.97545465 0.003890
1.800137 0.98067646 0.004591
1.801702 0.98250066 0.003687
1.824599 0.98188225 0.004601
1.833974 0.98125393 0.007670
1.848750 0.98213160 0.003728
1.855495 0.98391129 0.005743
1.872988 0.98142613 0.007929
1.882857 0.98159341 0.007789
1.929706 0.98130685 0.006928
1.937180 0.97682701 0.006948
1.952356 0.97618953 0.005135
1.966642 0.97558047 0.006524
2.035086 0.98057565 0.007000
2.044317 0.97087261 0.005862
2.052438 0.96487289 0.005646
2.053777 0.98075018 0.004914
2.067674 0.97052708 0.006167
2.095262 0.97466397 0.004872
2.117228 0.97960776 0.004030
2.206511 0.97441915 0.007864
2.221050 0.96613488 0.005714
2.240719 0.98051366 0.007220
2.248778 0.97990322 0.005598
2.255280 0.97464065 0.007809
2.297883 0.97882920 0.004206
2.300243 0.99162154 0.005100
2.302543 0.97878682 0.003306
2.314511 0.98512550 0.007317
2.318662 0.99519095 0.003135
2.331157 0.98854194 0.007974
2.348162 0.99134736 0.006531
2.348571 0.98352167 0.007995
2.399969 0.99364014 0.004066
2.402250 0.99319754 0.006353
2.405582 0.98126045 0.006057
2.438247 0.99133639 0.006930
2.453534 0.98213735 0.003788
2.464833 0.99259992 0.006775
2.478499 0.99449799 0.003874
2.517600 0.99711579 0.006180
2.528074 1.00304124 0.007367
2.542356 1.00691037 0.005315
2.544268 1.00475054 0.003325
2.558451 1.00269352 0.003895
2.583580 1.00496754 0.005955
2.584832 1.01333949 0.007629
2.586008 1.01158848 0.003968
2.594091 1.00298098 0.003504
2.653551 1.02202646 0.004636
2.684309 1.00747229 0.004744
2.699342 1.01447749 0.007982
2.711050 1.03567879 0.003525
2.743862 1.01426343 0.003064
2.770078 1.02597187 0.005687
2.821815 1.03487470 0.004801
2.839034 1.02495294 0.005786
2.842949 1.02132587 0.006363
2.856411 1.02647779 0.003914
2.866031 1.03059762 0.004921
2.931828 1.03066725 0.007559
2.931854 1.02839299 0.007260
2.941968 1.02430562 0.006775
2.948178 1.02128856 0.005814
3.041927 1.02835069 0.006772
3.042039 1.03046133 0.004508
3.075190 1.02289854 0.004339
3.141279 1.01899409 0.005026
3.181847 1.02170788 0.006056
3.250766 1.01569638 0.006414
3.256210 1.01787754 0.004412
3.278595 1.01374693 0.004598
3.282320 1.00330404 0.003574
3.292190 1.00740943 0.004132
3.319183 1.00276990 0.003034
3.327897 1.00395742 0.006623
3.345771 1.00977743 0.005253
3.356388 1.00479980 0.007260
3.362463 1.01841733 0.005306
3.380595 1.00636432 0.007245
3.407088 1.00892340 0.006147
3.408208 1.00181056 0.004516
3.422044 1.00864379 0.007967
3.424308 1.01205311 0.006145
3.458936 0.99903057 0.003092
3.507416 1.00662198 0.006232
3.516553 1.00182182 0.003054
3.556629 1.00606640 0.005652
3.577169 0.99608378 0.005463
3.595442 0.99723797 0.004883
3.601202 0.99980988 0.007405
3.602258 1.00003991 0.005018
3.624221 0.98882503 0.006026
3.653788 0.99386954 0.004318
3.678658 0.99893440 0.003601
3.680007 0.99948759 0.007512
3.697459 0.98883816 0.007789
3.700024 0.99676240 0.007479
3.708656 0.99821057 0.005017
3.712331 1.00010701 0.003045
3.725991 0.99215715 0.003696
3.763094 0.99816972 0.005349
3.766344 0.99644382 0.004040
3.774717 0.99684194 0.007793
3.792208 0.99382931 0.006157
3.841100 0.99417779 0.003193
3.939658 0.98815336 0.006150
3.960937 1.00362476 0.007846
3.969107 0.99973998 0.006043
4.083347 0.98516155 0.003330
4.087578 0.99065754 0.006693
4.101815 0.99281977 0.006396
4.132311 0.99257218 0.007781
4.147246 0.99040796 0.007553
4.160823 0.98467491 0.007001
4.161809 0.98666694 0.004139
4.182404 0.99385037 0.005474
4.195593 0.99178654 0.003488
4.235013 0.99020120 0.004810
4.238767 0.98667061 0.006094
4.244925 0.98308011 0.006118
4.258254 0.98685940 0.005150
4.280885 0.98574524 0.007267
4.283850 0.98820250 0.005777
4.304533 0.97617740 0.004566
4.393156 0.97933510 0.007869
4.422559 0.97473180 0.006749
4.449465 0.97276414 0.004844
4.463663 0.97408575 0.006621
4.471244 0.98070446 0.007355
4.477167 0.97256338 0.004669
4.482225 0.97395299 0.006888
