# Time (days)	Flux	Error
0.000000	1.001251	0.001279
0.083333	1.017938	0.001321
0.166667	1.028570	0.002453
0.250000	1.033920	0.001053
0.333333	1.004091	0.002426
0.416667	1.015783	0.002436
0.500000	1.005324	0.002743
0.583333	1.003636	0.002256
0.666667	1.015012	0.001065
0.750000	1.002232	0.001318
0.833333	1.030776	0.001185
0.916667	1.023430	0.001237
1.000000	1.008002	0.001119
1.083333	1.028024	0.001068
1.166667	1.013690	0.001539
1.250000	1.030056	0.001329
1.333333	1.037981	0.001950
1.416667	1.022436	0.001485
1.500000	1.012708	0.002947
1.583333	1.018584	0.002770
1.666667	1.020615	0.002217
1.750000	1.017086	0.001610
1.833333	1.006447	0.001428
1.916667	1.006020	0.001498
2.000000	0.994124	0.001227
2.083333	1.012728	0.002652
2.166667	1.001424	0.001126
2.250000	1.013001	0.002881
2.333333	1.005216	0.001703
2.416667	1.003356	0.002611
2.500000	1.020156	0.002645
2.583333	0.989905	0.001229
2.666667	1.010144	0.002837
2.750000	1.005318	0.002027
2.833333	0.995892	0.002742
2.916667	0.983595	0.001981
3.000000	0.987671	0.001022
3.083333	0.992039	0.001363
3.166667	1.011373	0.001555
3.250000	0.984406	0.002169
3.333333	0.987277	0.001073
3.416667	0.987014	0.001036
3.500000	1.001728	0.002867
3.583333	1.007251	0.002988
3.666667	0.987816	0.002035
3.750000	1.027030	0.002826
3.833333	0.981148	0.001837
3.916667	0.994910	0.002289
4.000000	1.006881	0.001840
4.083333	0.978996	0.002788
4.166667	0.983713	0.001427
4.250000	0.976873	0.002093
4.333333	0.970073	0.001652
4.416667	1.006091	0.001119
4.500000	1.004776	0.001611
4.583333	0.999704	0.001964
4.666667	0.986387	0.002775
4.750000	0.981176	0.001228
4.833333	0.972211	0.001223
4.916667	0.980092	0.002120
5.000000	0.961351	0.002968
5.083333	0.975389	0.002092
5.166667	0.993919	0.001167
5.250000	0.982655	0.002712
5.333333	0.991829	0.001318
5.416667	1.002908	0.001990
5.500000	0.996681	0.002837
5.583333	0.989464	0.001008
5.666667	1.001395	0.001532
5.750000	0.978790	0.001197
5.833333	0.984545	0.001975
5.916667	0.995577	0.002895
6.000000	0.998210	0.001128
6.083333	0.988819	0.002311
6.166667	0.981859	0.001758
6.250000	0.991383	0.001420
6.333333	0.995919	0.001651
