# Star 1 - Telescope hubble - Campaign 3
# Time Flux Error
# days relative_flux relative_error
0.018678 1.01104450 0.004155
0.062762 1.00731670 0.004884
0.095303 1.02118578 0.005415
0.098604 1.01497240 0.005090
0.120451 1.00090462 0.006430
0.137913 1.00962930 0.005919
0.149928 1.01404452 0.004584
0.158626 1.01793873 0.003940
0.170780 1.01531169 0.007414
0.171179 1.01370320 0.006939
0.190587 1.02386762 0.004270
0.191176 1.01301064 0.005683
0.226055 1.01549929 0.007467
0.236058 1.02397724 0.005697
0.237598 1.01972191 0.007530
0.258214 1.01802658 0.006932
0.292117 1.02305263 0.004630
0.298814 1.02604286 0.005317
0.311849 1.02445952 0.005427
0.325616 1.02192105 0.003028
0.337030 1.01980402 0.004723
0.343564 1.03063580 0.004390
0.356866 1.02393109 0.003356
0.357305 1.03240813 0.007097
0.381180 1.02175149 0.006271
0.393983 1.01385786 0.004469
0.394591 1.02914928 0.005887
0.415815 1.01795339 0.005208
0.451371 1.02050886 0.007537
0.451954 1.02804142 0.007689
0.482477 1.02725971 0.003758
0.497503 1.03063843 0.004200
0.521918 1.02326100 0.007406
0.529536 1.01600022 0.007692
0.544163 1.02376039 0.003753
0.558864 1.02412101 0.004643
0.595661 1.00703374 0.007019
0.649452 1.02584455 0.007299
0.650059 1.00886233 0.003127
0.703466 1.02684873 0.005332
0.714915 1.01793641 0.003745
0.727962 1.01570660 0.004227
0.752553 1.01082726 0.003948
0.768702 1.01491928 0.005373
0.804449 1.00669854 0.006074
0.815528 1.00129362 0.007645
0.826607 1.01080135 0.004376
0.889806 1.00738464 0.007474
0.897617 1.00716233 0.007461
0.901224 1.01446062 0.007196
0.907778 1.00804793 0.003230
0.924293 1.00477954 0.004520
0.937994 1.00004311 0.006148
0.953459 0.99799743 0.005056
0.964303 1.00514186 0.007409
0.983294 1.01048246 0.004072
0.986975 1.00183390 0.006665
1.029103 0.99259840 0.005494
1.050000 1.00118019 0.006240
1.097992 1.00018133 0.007858
1.106086 1.00804533 0.003967
1.127367 1.00190131 0.007273
1.131846 0.99751189 0.003500
1.138154 1.00266857 0.006818
1.140012 1.00080931 0.005821
1.153776 1.00176226 0.007857
1.217184 1.00862460 0.005403
1.241700 1.00059248 0.003409
1.275432 0.98949440 0.003662
1.277381 1.00335517 0.003496
1.296862 0.99626568 0.003190
1.344754 0.99261977 0.006538
1.367285 0.99520739 0.005052
1.415849 0.99452902 0.005669
1.429237 0.99561876 0.007954
1.434277 0.99582178 0.003135
1.467403 1.00151000 0.006521
1.473767 0.99641947 0.006613
1.488594 1.00548559 0.007873
1.490973 0.99944886 0.007843
1.497970 0.99211658 0.005268
1.514814 1.05657094 0.006685
1.547953 0.99963569 0.003451
1.549224 0.99290095 0.003476
1.562329 1.00279695 0.003044
1.573519 0.99126529 0.006763
1.586357 0.99199859 0.004169
1.599810 1.00186826 0.007140
1.608795 0.98962442 0.005675
1.622985 0.99898483 0.003661
1.640768 0.99151499 0.003151
1.645213 0.98961800 0.007048
1.653171 0.98891970 0.006938
1.662794 0.99426295 0.007035
1.678857 0.99477759 0.006121
1.687012 0.98439046 0.005964
1.706076 0.97759088 0.005337
1.706908 0.98863584 0.007875
1.715496 0.98454072 0.006925
1.725449 0.98828799 0.003755
1.726431 0.99230182 0.003511
1.750300 0.98609815 0.005032
1.764040 0.98203441 0.003153
1.790887 0.99598279 0.006221
1.793586 0.99503849 0.003438
1.813962 0.99141115 0.007684
1.817295 0.98741383 0.003773
1.875260 0.97261397 0.003487
1.887023 0.98548968 0.003014
1.899188 0.98149630 0.005573
1.942063 0.98857980 0.007862
1.953808 0.96947691 0.006275
1.953856 0.96935849 0.004788
1.956168 0.97449031 0.004786
1.981469 0.97487106 0.005831
1.986141 0.97472024 0.006491
2.059448 0.97173550 0.004592
2.068130 0.97413978 0.006206
2.073469 0.96852760 0.004808
2.090829 0.97877206 0.007740
2.122819 0.98038021 0.004525
2.145316 0.97410585 0.007967
2.159679 0.97682571 0.007268
2.165603 0.96848013 0.006544
2.181904 0.98158823 0.006198
2.194218 0.98353871 0.003511
2.219468 0.98232778 0.006167
2.234888 0.97012673 0.005820
2.236770 0.97467676 0.007641
2.246043 0.98164245 0.006070
2.248869 0.95342187 0.007449
2.290806 0.97700684 0.005940
2.295852 0.98439999 0.005373
2.364579 0.98875274 0.007251
2.395585 0.98412732 0.003808
2.396199 0.98437162 0.007023
2.405281 0.98764991 0.003404
2.407572 0.98236839 0.005949
2.423605 0.99665399 0.007709
2.425995 0.99181853 0.005758
2.436220 0.99617676 0.006748
2.534320 1.00368589 0.006764
2.541980 1.00400140 0.007041
2.574418 1.00102625 0.004599
2.589240 1.00487603 0.005113
2.590980 1.02070043 0.007745
2.628125 1.01576630 0.003704
2.650414 1.00836695 0.005846
2.675313 1.01220848 0.003664
2.740773 1.01669658 0.007232
2.756520 1.02269620 0.007468
2.786851 1.01305774 0.004588
2.791123 1.01721064 0.006028
2.791133 1.02080695 0.004432
2.792300 1.02132765 0.003152
2.796442 0.97567406 0.007878
2.806862 1.01915567 0.006263
2.813843 1.02583077 0.006579
2.822337 1.02393518 0.006775
2.848632 1.02431842 0.005482
2.854306 1.03292196 0.006662
2.864628 1.01799877 0.005959
2.878782 1.02155433 0.006589
2.884448 1.02056848 0.004408
2.897742 1.02569971 0.005412
2.905346 1.02723934 0.004119
2.925915 1.02758517 0.004937
2.935099 1.02170375 0.004599
2.970504 1.03171235 0.006392
2.986282 1.02475284 0.006660
2.988410 1.03557971 0.006996
2.997608 1.01946589 0.006842
3.026139 1.03886162 0.003805
3.029994 1.02448011 0.003150
3.051452 1.01587260 0.005950
3.160087 1.02031012 0.004913
3.162768 1.01307786 0.004695
3.170550 1.00282878 0.007778
3.170865 1.01953461 0.004059
3.172886 1.02172716 0.006369
3.227670 1.01370046 0.007649
3.241526 1.01001096 0.005873
3.285174 1.00446516 0.007076
3.302348 1.00367670 0.003042
3.315811 1.00874631 0.005927
3.346224 1.01001311 0.003828
3.350359 1.01151530 0.004130
3.394718 1.00509638 0.003711
3.402364 1.00101942 0.005086
3.413330 1.00349780 0.005883
3.425825 1.00782453 0.007568
3.469178 1.00758642 0.006005
3.510251 1.00713435 0.006087
3.541135 1.00311079 0.007774
3.558451 1.00654252 0.005391
3.560580 1.00161055 0.003668
3.566554 0.99973762 0.004079
3.595968 1.01095583 0.006585
3.645984 0.99721905 0.004699
3.667864 1.00409581 0.006546
3.683143 0.99337904 0.003439
3.694970 1.00940502 0.004889
3.735234 0.99900856 0.005394
3.764034 1.00521421 0.007204
3.775395 1.00696522 0.006188
3.810071 1.00397468 0.004040
3.832823 1.00193860 0.005729
3.834511 0.99828681 0.007901
3.834524 0.99412323 0.007295
3.838758 1.00514191 0.006624
3.846858 0.99684964 0.006313
3.857453 0.96500255 0.006414
3.859494 0.99469173 0.005827
3.861531 0.99871134 0.004823
3.910184 0.99472817 0.003061
3.934398 1.00638504 0.003360
3.946843 0.99941792 0.006442
3.948234 0.99232371 0.007926
3.972147 0.99048804 0.006436
3.990341 1.00237197 0.006017
4.016341 0.99760366 0.004551
4.033179 1.00476556 0.003103
4.044025 0.99179929 0.004623
4.074704 0.99873048 0.006512
4.098332 1.00283773 0.003382
4.113739 0.99498649 0.003266
4.115249 0.99190288 0.003735
4.168653 0.98838620 0.007945
4.170250 0.99341357 0.006644
4.204445 0.98413100 0.006687
4.235852 0.98241220 0.006969
4.240026 0.99383553 0.003599
4.248400 0.98884523 0.006482
4.249000 0.95308725 0.007663
4.260202 0.98189809 0.006062
4.260592 0.98686481 0.003349
4.295527 0.98309884 0.005215
4.368335 0.98979709 0.003609
4.386721 0.97300614 0.005855
4.395345 0.97618563 0.005164
4.414032 0.97817349 0.006119
4.431952 0.97104776 0.005780
4.455309 0.97589580 0.004494
4.481956 0.97808576 0.004790
4.489839 0.97403521 0.006424
4.507969 0.97689339 0.006868
4.525117 0.97997138 0.003878
4.560996 0.97241832 0.004037
4.564129 0.97395181 0.003775
4.572012 0.97031432 0.005185
4.577289 0.97089657 0.006414
4.601577 0.98123971 0.005872
4.613084 0.98235519 0.003104
4.637387 0.97304350 0.007085
4.649921 0.97437519 0.006073
4.687367 0.97582119 0.003857
4.690647 0.98028387 0.006055
4.723673 0.97916723 0.004148
4.765684 0.97540606 0.006389
4.766836 0.98010479 0.005202
4.805443 0.98889454 0.003224
4.828473 0.97819681 0.003462
4.833676 0.98076271 0.005518
4.842819 0.98510509 0.003702
4.873218 0.99184069 0.004013
4.875516 0.99241273 0.007954
4.877605 0.98972165 0.004219
4.880366 0.98695990 0.006102
4.890537 0.98341760 0.004240
4.897423 0.98047198 0.004237
4.899984 0.99336681 0.003252
4.930768 0.99500627 0.005620
4.954275 1.00027581 0.005216
4.967195 1.00031656 0.006966
5.014003 0.99782534 0.007307
5.041907 1.00813467 0.005975
5.067214 1.00415874 0.007921
5.098609 1.01079481 0.006354
5.101204 1.01528080 0.004407
5.106109 1.01274607 0.007143
5.124150 1.00887386 0.006143
5.146205 1.01848814 0.004600
5.153930 1.01462172 0.004421
5.167247 1.00385361 0.006312
5.190210 1.01333537 0.005575
5.208595 1.01823755 0.003446
5.225163 1.01295555 0.006947
5.228686 1.01958460 0.003644
5.269912 1.01203922 0.007244
5.319289 1.02589525 0.007474
5.325544 1.02159134 0.004968
5.341234 1.02581146 0.006727
5.350324 1.02552318 0.005826
5.372225 1.02785408 0.005473
5.384797 1.02397278 0.003956
5.386646 1.01761909 0.006543
5.477473 1.02715221 0.003586
5.625904 1.01711693 0.006794
5.652673 1.02478862 0.005318
5.656646 1.02257710 0.005171
5.708502 1.01802348 0.005683
5.721122 1.01674966 0.003738
5.735798 1.01115220 0.005386
5.741901 1.01591638 0.005067
5.743687 1.01441638 0.003983
5.762785 1.01368552 0.003430
5.780595 1.01830154 0.007434
5.807264 1.04256214 0.007054
5.829737 1.01049205 0.006125
5.853732 1.08465304 0.005072
5.861475 1.00911683 0.003454
5.881870 1.00363395 0.005109
5.903188 1.00485459 0.003973
5.909409 1.00882565 0.004479
5.923190 1.01181554 0.003777
5.948132 1.00722583 0.005459
5.953423 1.00028100 0.004516
5.982911 1.10678457 0.006252
5.993271 1.01085954 0.003653
5.998996 1.00399043 0.004456
6.015053 1.00038024 0.004681
6.023443 1.00885652 0.004089
6.027599 1.00059281 0.005599
6.060282 1.00261115 0.005032
6.061505 1.00798028 0.006519
6.063237 1.00030552 0.004701
6.073804 1.00537607 0.005155
6.124809 1.00096794 0.004784
6.150050 0.99879808 0.003840
6.158499 1.00075062 0.005946
6.161921 0.99271033 0.006268
6.216853 0.99909868 0.005023
6.221126 0.99900914 0.007358
6.233397 0.98983422 0.005839
6.364928 1.00707681 0.007732
6.384708 0.99538650 0.005952
6.386639 1.00399193 0.006763
6.441006 0.99599833 0.006522
6.468472 0.99628986 0.003850
6.478866 1.00040728 0.007456
6.486821 1.00370161 0.004543
6.487097 0.99522814 0.005529
6.502303 0.99629437 0.007324
6.528923 0.99464820 0.007737
6.540744 1.00763889 0.003521
6.549790 1.00072205 0.003478
6.565329 0.99601898 0.003202
6.589040 0.99961481 0.003551
6.592453 0.98266957 0.005514
6.598104 0.99264512 0.005469
6.643005 0.99929826 0.005991
6.715530 0.99495824 0.007699
6.722552 0.98738410 0.007917
6.733477 0.99048353 0.005717
6.741073 0.97965496 0.004936
6.741503 0.98844333 0.006247
6.746634 0.98600384 0.006426
6.758033 0.97949083 0.007599
6.783069 0.97155593 0.003594
6.797336 0.98248604 0.004390
6.824572 0.98315484 0.007216
6.825729 0.98270691 0.007400
6.861666 0.97253009 0.007926
6.909463 0.96441249 0.006101
6.911534 0.97331831 0.005486
6.914396 0.97956706 0.004892
7.002600 0.96991436 0.003291
7.030555 0.97506415 0.007957
7.082907 0.97353006 0.004825
7.114114 0.98170651 0.006255
7.261454 0.98861915 0.003406
7.269327 0.97776649 0.004616
7.275555 0.97645394 0.005649
7.285539 0.97622762 0.004620
7.296009 0.97566597 0.003299
7.300134 0.97970771 0.004597
7.304903 0.98067400 0.005882
7.308103 0.97820435 0.005949
7.314538 0.98179123 0.006353
7.365035 0.98037953 0.003643
7.368930 0.98742442 0.005867
7.402251 0.99747182 0.007550
7.405776 0.99173542 0.007848
7.480069 0.99240434 0.003533
7.509317 0.99546891 0.003101
7.531601 0.99872407 0.005015
7.576469 1.00932555 0.005877
7.590316 1.00875255 0.005677
7.613556 1.00527258 0.007408
7.640165 1.02656398 0.005589
7.675929 1.01848355 0.003766
7.685212 1.01737411 0.006273
7.745330 1.02556578 0.004739
7.771059 1.02234050 0.006499
7.782566 1.02044153 0.007415
7.784711 1.02956796 0.007594
7.791088 1.01789025 0.005286
7.830798 1.02123867 0.006723
7.865729 1.02491586 0.006339
7.901874 1.02080179 0.004150
7.967361 1.03020609 0.006603
7.974184 1.02910920 0.004401
8.000751 1.01911463 0.004933
