# Star 1 - Telescope tess - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.078960 1.01315649 0.003195
0.080791 1.00444109 0.005019
0.082667 1.01009546 0.005761
0.098243 1.01060775 0.007906
0.101708 1.01182759 0.006079
0.104604 1.00939410 0.007999
0.113459 1.01623876 0.005345
0.116386 1.02043047 0.003942
0.166817 1.01248169 0.006729
0.184067 1.01231144 0.005229
0.189360 1.01341504 0.006002
0.191672 1.00868360 0.005286
0.199214 1.01504946 0.003086
0.222292 1.01002227 0.006684
0.225628 1.01485687 0.007953
0.235122 1.01606762 0.007363
0.239869 1.02223239 0.003832
0.243009 1.02324797 0.005359
0.279497 1.02225813 0.005758
0.289219 1.02415389 0.003786
0.304246 1.02704556 0.004771
0.333899 1.01934844 0.004277
0.339772 1.02458724 0.006627
0.349076 1.01452540 0.005320
0.352297 1.02084038 0.003636
0.388299 1.01551436 0.004855
0.396426 1.03318492 0.007153
0.442421 1.02319556 0.004753
0.530794 1.02746224 0.005115
0.531451 1.02514929 0.004682
0.533832 1.02183230 0.005145
0.534385 1.01898174 0.005956
0.556400 1.01961408 0.003881
0.570517 1.02002990 0.006114
0.595851 1.01504466 0.004610
0.627988 1.02086460 0.007800
0.667692 1.01758546 0.003136
0.677654 1.01504554 0.005038
0.684675 1.01003544 0.004820
0.708308 1.09694332 0.007939
0.714798 1.02030439 0.007286
0.742511 1.01770240 0.005445
0.745034 1.01442428 0.003733
0.799123 1.00696820 0.005358
0.814268 1.00344210 0.004902
0.837303 1.01164308 0.005977
0.844520 1.00685386 0.006706
0.868746 1.00831411 0.007441
0.872196 0.99925066 0.004712
0.872708 1.00663629 0.004896
0.876669 1.00223714 0.006509
0.879091 1.01253626 0.005530
0.880702 1.00478620 0.006846
0.886243 1.00285197 0.006334
0.886657 1.01216733 0.007178
0.895725 1.00178896 0.007933
0.910643 0.99661886 0.003264
0.919507 0.99699958 0.005874
0.941960 1.01036532 0.007280
0.945627 1.00143368 0.003257
0.999320 1.00117006 0.004517
1.018861 0.99963887 0.007817
1.050472 0.99309031 0.007794
1.053235 1.00266575 0.007453
1.060956 1.00010222 0.005812
1.089906 0.99016804 0.003098
1.096702 1.00335449 0.006093
1.114326 0.99060052 0.006839
1.150426 1.00586183 0.007299
1.171585 0.99532982 0.004002
1.225058 0.99547266 0.005304
1.268993 0.99668558 0.003594
1.283261 1.00175391 0.003625
