# Star 3 - Telescope hubble - Campaign 3
# Time Flux Error
# days relative_flux relative_error
0.015947 1.00205594 0.005100
0.053554 1.00988561 0.007303
0.055437 0.99419046 0.005153
0.058768 1.00545580 0.006789
0.059769 0.98991074 0.003120
0.092979 0.99549712 0.003034
0.095382 0.99536311 0.006125
0.102868 1.00156570 0.003760
0.106157 1.00027366 0.006210
0.116146 0.99285502 0.005685
0.149564 1.00562364 0.003672
0.187772 1.00510875 0.003278
0.215458 1.00154941 0.003768
0.285041 1.01592723 0.004921
0.292553 1.01251409 0.004767
0.300306 0.99997371 0.007504
0.321553 1.01051066 0.006653
0.337012 1.00694341 0.005390
0.339222 1.01458760 0.007167
0.409116 1.00723452 0.007099
0.465313 1.01083487 0.006180
0.465381 1.02229359 0.006028
0.471246 1.01506957 0.005641
0.487330 1.01646053 0.005635
0.499427 1.01314746 0.006738
0.519670 1.01652962 0.005545
0.544535 1.01453183 0.004082
0.548459 1.01235357 0.006929
0.573259 1.01323686 0.005009
0.579890 1.02304275 0.006020
0.591128 1.01240126 0.004900
0.593827 1.01882336 0.007345
0.618268 1.01782674 0.007310
0.638011 1.02137122 0.007028
0.669950 1.01789841 0.005655
0.708831 1.02115886 0.003492
0.723987 1.02011516 0.007231
0.731770 1.02594506 0.004535
0.737633 1.01989520 0.007231
0.745221 1.01556670 0.007015
0.782514 1.06986938 0.005220
0.820787 1.01717774 0.004559
0.833810 1.01303551 0.003973
0.842390 1.03314385 0.004262
0.853598 1.02774508 0.004035
0.907705 1.02942346 0.006699
0.945798 1.02711575 0.003834
0.945902 1.02236039 0.003086
0.946426 1.02847764 0.003159
1.011400 1.01775551 0.006691
1.012616 1.02727394 0.007130
1.048951 1.01928164 0.005513
1.050728 1.02651553 0.006515
1.063009 1.02675959 0.005341
1.063525 1.02336635 0.004813
1.075697 1.01273345 0.004219
1.101706 1.02560894 0.006696
1.102117 1.03482603 0.003880
1.271504 1.02734618 0.006693
1.289697 1.02940704 0.006047
1.303385 1.02475457 0.004262
1.332013 1.02303516 0.005804
1.344910 1.02913971 0.006517
1.348196 1.02743969 0.006259
1.450381 1.02690674 0.007298
1.450621 1.02920789 0.007467
1.469251 1.02690382 0.006683
1.485176 1.01817442 0.003885
1.492282 1.03258828 0.006002
1.606478 1.02606777 0.006361
1.611411 1.02912783 0.005569
1.620412 1.02593309 0.007693
1.702559 1.02972432 0.003848
1.706355 1.02436357 0.007754
1.756286 1.01387282 0.007479
1.756436 1.01543079 0.005943
1.799365 1.01573242 0.003671
1.810344 1.02016025 0.004091
1.823596 1.02041441 0.006788
1.857511 1.02323282 0.007799
1.935503 1.02258664 0.007221
1.944289 1.01863181 0.006395
1.950918 1.01928911 0.005578
1.986608 1.02522484 0.006123
2.017782 1.01591038 0.005365
2.025613 1.02151221 0.005776
2.072509 1.01593212 0.004783
2.074002 1.02716955 0.003035
2.103192 1.01336372 0.003363
2.144696 1.01644664 0.003581
2.157886 1.02443944 0.003565
2.166484 1.00687006 0.007395
2.175127 1.01995279 0.005136
2.184299 1.01463241 0.003248
2.193086 1.01205304 0.005578
2.250556 1.01925250 0.007457
2.253678 1.01596821 0.007346
2.265597 1.01996270 0.003129
2.269164 1.02230332 0.004836
2.273755 1.01410331 0.004367
2.286258 1.01716344 0.004440
2.305453 1.01350852 0.003924
2.318969 1.01461111 0.003708
2.319345 1.01359104 0.005546
2.325725 1.00888756 0.003807
2.350227 1.02001123 0.004196
2.358082 1.01375254 0.003908
2.364250 1.00893061 0.003824
2.365228 1.01959038 0.006517
2.368281 1.00660489 0.005502
2.399595 1.01512551 0.003178
2.399808 1.00699880 0.006095
2.404509 1.01897476 0.006683
2.408515 1.02142797 0.007948
2.449478 1.00681260 0.005627
2.521516 1.01791464 0.005388
2.523836 1.01684123 0.005273
2.525693 1.01887197 0.004370
2.528058 1.00168812 0.007873
2.548021 1.00535519 0.003770
2.561963 1.01078440 0.003232
2.598520 1.00911696 0.005866
2.599971 0.99688219 0.007203
2.634625 1.00560905 0.003781
2.640140 1.00165961 0.004174
2.649433 1.00468051 0.005333
2.673481 1.00766265 0.007530
2.673733 0.99825752 0.004557
2.697923 1.01293178 0.004688
2.699555 1.01115756 0.003196
2.703443 1.00632833 0.007344
2.711145 0.99672107 0.006650
2.720991 1.00790289 0.007422
2.775514 1.01018171 0.007488
2.783638 1.00605702 0.007905
2.788271 1.00157448 0.007049
2.808685 1.00495034 0.005123
2.839776 1.00430178 0.007895
2.891253 1.00902320 0.003701
2.936294 1.01022942 0.004346
2.967221 1.00408432 0.004150
2.990340 1.00111972 0.004027
2.991100 1.00805030 0.006104
3.018239 0.99831661 0.007568
3.020956 1.00727581 0.004819
3.054454 1.00185226 0.003143
