# Star 2 - Telescope tess - Campaign 3
# Time Flux Error
# days relative_flux relative_error
0.020174 1.00048024 0.005397
0.047370 0.99862976 0.003460
0.056101 0.99833705 0.006475
0.116461 1.00286865 0.003034
0.127386 1.00740467 0.006071
0.140833 1.00002361 0.003306
0.143453 1.00330904 0.005975
0.148806 0.99948642 0.007985
0.151824 0.99604162 0.007388
0.178903 1.00920712 0.003969
0.210184 1.00907579 0.007182
0.212787 1.00900536 0.006118
0.231447 0.99761443 0.006114
0.234471 1.00228926 0.006692
0.236594 1.00288045 0.003557
0.304319 1.01123519 0.007577
0.314298 1.00521396 0.007585
0.316826 1.01019037 0.006119
0.319028 1.00776734 0.006539
0.319229 0.99849865 0.003650
0.319726 1.00033391 0.004264
0.383626 1.00463656 0.003391
0.383699 1.00205652 0.004492
0.385536 1.00326808 0.003522
0.407901 1.00622525 0.004314
0.463820 1.00278947 0.006926
0.464901 0.99907861 0.006102
0.466729 1.00675816 0.005948
0.488390 1.01742563 0.005694
0.524247 1.01086404 0.006053
0.584395 1.00783276 0.006133
0.599922 1.01061823 0.005679
0.602843 1.00979809 0.006556
0.636712 1.00421933 0.007225
0.663759 1.01379748 0.004988
0.678374 1.00772076 0.003749
0.706464 1.01435108 0.005867
0.765413 1.01752502 0.007018
0.769356 1.01624635 0.006190
0.798101 1.02415927 0.006874
0.800090 1.01469201 0.007960
0.815181 1.01030564 0.006737
0.869463 1.00935364 0.004035
0.873673 1.01691863 0.007304
0.898193 1.00793953 0.007641
0.911466 1.00911195 0.007920
0.984174 0.96701559 0.005156
1.068531 1.01349674 0.003063
1.071374 1.01600239 0.006269
1.110053 1.02128215 0.005829
1.118617 1.01835544 0.005248
1.137741 1.02648713 0.006869
1.181552 1.02391833 0.005176
1.189427 1.01718680 0.004793
1.195042 1.01464345 0.004072
1.197718 1.01689751 0.004559
1.207573 1.02193826 0.005678
1.221711 1.01890069 0.004155
1.227117 1.01247974 0.004222
1.242628 1.02201624 0.005256
1.250720 1.02092609 0.003788
1.275718 1.02797851 0.005368
1.294310 1.01165757 0.007495
1.307055 1.01256621 0.004288
1.382156 1.01898194 0.006864
1.389968 1.01655763 0.003984
1.416865 1.01543951 0.007866
1.471130 1.01732572 0.004901
1.480081 1.02848748 0.003364
1.498338 1.02625821 0.004516
1.533345 1.02136730 0.006238
1.565367 1.02833183 0.005139
1.585512 1.01629238 0.006983
1.601307 1.02361840 0.003345
1.622002 1.02120497 0.003767
1.639337 1.01379739 0.006395
1.645219 1.02078957 0.004234
1.657902 1.02658308 0.006169
1.682783 1.02779945 0.003817
1.690694 1.02771353 0.004094
1.690958 1.02085233 0.006388
1.692338 1.02336442 0.003578
1.742097 1.01755382 0.005784
1.744165 1.01952094 0.003433
1.765391 1.02415130 0.004392
1.777878 1.02458944 0.003182
1.835682 1.02825324 0.004556
1.839943 1.02715110 0.003810
1.852927 1.01525807 0.006460
1.855106 1.03148378 0.004955
1.882896 1.01741533 0.005529
1.887776 1.02671843 0.005156
1.908475 1.03007957 0.006910
1.943106 1.03103401 0.007984
1.965931 1.01680373 0.003523
1.987249 1.03197183 0.005069
2.004670 1.02161425 0.006328
2.022722 1.01422827 0.004373
2.085836 1.03247140 0.003357
2.095161 1.02131766 0.003336
2.109462 1.02253429 0.007928
2.114233 1.02272927 0.007113
2.121770 1.03022425 0.003472
2.122727 1.02291422 0.004730
2.128612 1.01386204 0.007994
2.138694 1.02677197 0.003324
2.151387 1.02970932 0.004698
2.156986 1.02166007 0.004219
2.171507 1.02656565 0.004952
2.179798 1.01676612 0.006858
2.198813 1.02741896 0.005190
2.202211 1.02332948 0.005024
2.215905 1.02943988 0.007495
2.216573 1.02794834 0.006306
2.216975 1.01767585 0.006989
2.320113 1.02647171 0.006386
2.353321 1.01748396 0.004752
2.355676 1.02795461 0.005720
2.367545 1.02333235 0.007578
2.410305 1.02579182 0.006752
2.414026 1.03803212 0.005056
2.427939 1.02834784 0.005767
2.437055 1.02526259 0.005432
2.482008 1.02512406 0.007789
2.487065 1.02658591 0.005604
2.525106 1.02510244 0.003738
2.569569 1.02924419 0.007233
2.603645 1.02705203 0.007961
2.634288 1.02341217 0.007289
2.641201 1.02864589 0.006066
2.643865 1.02783834 0.007715
2.666633 1.02457282 0.006452
2.705142 1.02475195 0.006479
2.730997 1.03026413 0.004569
2.743878 1.01816287 0.005572
2.821426 1.02666529 0.006046
2.827733 1.02048310 0.004646
2.836914 1.02722315 0.004212
2.865188 1.03111927 0.007933
2.866124 1.02541918 0.003671
2.868473 1.02204755 0.007870
2.893859 1.02515210 0.006936
2.909323 1.02192933 0.007491
2.927141 1.02194418 0.004343
2.927448 1.02179726 0.004742
2.942814 1.02793827 0.003252
3.000878 1.02715386 0.003239
3.018199 1.02324628 0.006454
3.026377 1.01987144 0.003980
3.033869 1.03055662 0.004436
3.050731 1.02847871 0.004706
3.092261 1.02346996 0.005651
3.097339 1.02096075 0.007926
3.112327 1.02951723 0.003737
3.135082 1.02473025 0.006285
3.143416 1.02841698 0.007686
3.143862 1.03462129 0.006333
3.154169 1.02728772 0.004007
3.169812 1.02281946 0.006528
3.200108 1.01980048 0.003178
3.276484 1.02100528 0.007732
3.283181 1.02264914 0.004792
3.303620 1.02072320 0.007413
3.304353 1.01504153 0.005891
3.362157 1.01914274 0.007230
3.387186 1.02655604 0.005407
3.390134 1.02070004 0.006356
3.426405 1.01739256 0.006689
3.438473 1.02227722 0.007284
3.453099 1.01517324 0.006606
3.509337 1.02166219 0.004015
3.519733 1.02251386 0.005467
3.533750 1.01484102 0.007367
3.536768 1.02433883 0.006927
3.550688 1.02711496 0.004625
3.585090 1.02659673 0.003931
3.605472 1.02952750 0.005637
3.627585 1.02211333 0.004316
3.641813 1.01738909 0.003574
3.668752 1.01435274 0.005123
3.671293 1.01874116 0.004094
3.698405 1.02028669 0.003923
3.712605 1.01751004 0.004354
3.719128 1.02188660 0.006771
3.719965 1.01593349 0.003297
3.734923 1.02719850 0.007999
3.748008 1.02599822 0.006073
3.751879 1.02236257 0.006158
3.789301 1.02006525 0.005526
3.844136 1.02596161 0.003907
3.913449 1.01951295 0.003677
3.931869 1.01586188 0.005718
4.010612 1.02355812 0.003472
4.017018 1.02022734 0.006679
4.033472 1.01701853 0.007537
4.042019 1.01713537 0.005868
4.131857 1.00876150 0.003228
4.137567 1.01498925 0.004439
4.145177 1.01667942 0.005963
4.145236 1.01187828 0.006604
4.159933 1.01888632 0.004899
4.167715 1.00875838 0.004443
4.194436 1.01391124 0.007000
4.202846 1.02398171 0.004714
4.204049 1.01617387 0.004725
4.214551 1.01830482 0.007827
4.273814 1.01424386 0.003281
4.312402 1.01561426 0.006994
4.331775 1.01521720 0.007317
4.353773 1.01666166 0.003487
4.372902 1.01790694 0.005287
4.385112 1.02125777 0.005348
4.422457 1.01528736 0.007999
4.430176 1.00951331 0.005458
4.443663 1.01592767 0.005242
4.466342 1.01882552 0.005943
4.541735 1.02026974 0.003456
4.544532 1.01536612 0.004399
4.566399 1.01454453 0.006779
4.641893 1.01719607 0.003377
4.651725 1.00749898 0.004638
4.658118 1.01425235 0.005292
4.666364 1.01073858 0.007961
4.689825 1.01040080 0.006487
4.730425 1.01897806 0.004948
4.759666 1.01479063 0.004532
4.804524 1.00914745 0.007648
4.819601 1.00921521 0.007722
4.858464 1.00335666 0.006167
4.874620 1.00763361 0.004649
4.875784 1.00881206 0.003903
4.885201 0.97514403 0.004943
4.903829 1.00417562 0.006262
4.915564 1.01084964 0.005649
4.943007 1.01103471 0.006937
4.962472 1.01442461 0.003744
4.965481 1.01419919 0.005938
5.017610 1.00710993 0.004678
5.045031 1.00828929 0.006530
5.085989 1.06009344 0.003625
5.159508 1.00701230 0.006701
5.160199 1.01287474 0.003725
5.199304 1.01002646 0.004600
5.208501 1.00469573 0.006681
5.252142 1.00889698 0.006787
5.300715 1.00204186 0.006501
5.309771 1.00262810 0.005853
5.326725 1.00575038 0.003596
5.374920 1.01141971 0.006897
5.377265 1.01033085 0.005156
5.415763 1.00649113 0.003722
5.418302 1.00722759 0.005182
5.429168 0.99822582 0.007533
5.476920 1.00845630 0.004996
5.489386 1.00118137 0.006654
5.523381 0.99907592 0.007861
5.609858 1.00234941 0.007982
5.621118 1.00830242 0.007936
5.622070 1.00684081 0.007925
5.657325 1.00202888 0.006640
5.671857 1.01152957 0.005393
5.672510 1.00134688 0.004953
5.697511 1.00245581 0.004146
5.732770 1.00272770 0.005077
5.782627 1.00333356 0.005166
5.880510 1.00264117 0.005097
5.883680 1.00611379 0.006677
5.889922 1.00146345 0.006796
5.893418 1.00844073 0.005354
5.917007 1.00058114 0.005804
5.921259 1.00684570 0.003647
5.979243 0.99596791 0.004534
5.996955 0.99924368 0.005740
6.070122 1.00284203 0.003164
6.090544 1.00237250 0.003563
6.093298 1.00723890 0.006586
6.102264 0.99943573 0.004987
6.105140 1.00269983 0.007763
6.145084 1.00443026 0.007109
6.170880 1.00553861 0.006363
6.184905 0.99738080 0.005120
6.299997 1.00271204 0.005729
6.349274 0.99947382 0.007494
6.379106 1.00364432 0.004357
6.392297 0.99758297 0.004833
6.398648 1.00649064 0.005581
6.406502 1.00773950 0.005452
6.424545 0.99543985 0.005382
6.428621 1.00277806 0.007966
6.441791 0.99906531 0.004045
6.445538 0.99756049 0.006745
6.456075 0.99517702 0.005387
6.485914 1.00637721 0.003310
6.492577 0.99622195 0.006939
6.514064 0.98885407 0.007663
6.518797 0.99902665 0.007434
6.540639 0.99550771 0.003523
6.587897 0.99758225 0.007414
6.604393 0.99710079 0.007691
6.627277 1.00215815 0.004566
6.630178 1.00071837 0.004907
6.640894 0.99918689 0.003311
6.646184 1.00481317 0.004619
6.658951 0.99326471 0.005845
6.711931 0.99507409 0.003976
6.726270 0.99896863 0.003374
6.734664 0.99251778 0.005735
6.738677 0.99800679 0.003845
6.743888 1.00530626 0.005572
6.754078 1.00999933 0.006458
6.774723 0.99657196 0.006128
6.786413 1.00999271 0.006196
6.807456 1.00181734 0.005498
6.827812 1.00068415 0.004185
6.841599 1.00768085 0.004465
6.870600 1.00457395 0.003517
6.931230 0.99409947 0.007175
6.941641 1.00479307 0.004276
6.949476 1.00220864 0.007433
6.951430 0.99833689 0.005692
6.983520 0.99333690 0.005171
7.029251 1.00322750 0.004851
7.037252 0.99572703 0.004942
7.075832 1.01021108 0.004822
7.090223 0.99602548 0.005464
7.099359 0.99687691 0.004497
7.124521 0.99923122 0.006445
7.142654 1.00381467 0.005093
7.153457 0.99623005 0.007834
7.175584 1.00629886 0.006719
7.221082 0.99302056 0.005179
7.240807 1.00832004 0.004849
7.260863 0.99897655 0.005194
7.280744 0.98869045 0.003527
7.281160 1.00457652 0.005051
7.301506 0.99187845 0.005595
7.356841 1.00335929 0.006471
7.360829 1.00841399 0.003668
7.368604 1.00413487 0.006577
7.375972 1.00743688 0.003227
7.380872 0.99830627 0.004541
7.392717 0.99694813 0.003498
7.396280 1.00306463 0.006352
7.400905 0.99876333 0.005539
7.428452 0.99498237 0.003481
7.429660 0.99142220 0.003558
7.438399 0.99569204 0.007650
7.477839 1.00789594 0.006359
7.488561 1.00052182 0.007929
7.494597 0.98997969 0.005708
7.501807 1.00669194 0.007552
7.530468 0.99928772 0.005797
7.560887 1.00148151 0.004979
7.576851 1.00054782 0.006820
7.596633 0.99563826 0.007750
7.606012 0.99831235 0.005919
7.610856 1.00035836 0.004264
7.617454 0.99691628 0.006417
7.623483 1.01023126 0.005265
7.653257 1.00276789 0.004693
7.659317 0.98551222 0.004356
7.659419 1.00041330 0.003818
7.669707 0.99677254 0.005982
7.705558 0.99721593 0.006607
7.740145 1.00328136 0.007802
7.749061 1.00755540 0.006449
7.749337 1.00372922 0.006709
7.769193 1.00797000 0.004373
7.789006 0.99451954 0.003957
7.812105 1.00050756 0.006269
7.818894 1.00207002 0.006265
7.828236 1.00122806 0.006534
7.840958 0.99644442 0.003495
7.850116 1.00398819 0.003643
7.871113 0.99957484 0.004297
7.878406 1.00908229 0.004331
7.893754 1.00377603 0.004634
7.896457 1.00599476 0.006659
7.899431 1.00208457 0.003840
7.902838 1.00257002 0.003604
7.952639 1.00385979 0.005440
7.975030 0.99859797 0.004652
8.017801 0.99890714 0.007552
8.026366 1.00261682 0.005555
8.068323 1.00185368 0.003226
8.077310 0.99282334 0.004875
8.085446 1.00155203 0.006842
8.094611 0.99509787 0.005211
8.117576 1.00323485 0.007838
8.121490 0.99509743 0.006506
8.126260 1.00073978 0.005644
8.134801 0.99969132 0.003812
8.154511 1.00201175 0.003203
8.188667 1.00030334 0.006506
8.192342 0.99418282 0.005435
8.193098 1.00947408 0.007567
8.231762 0.97744163 0.005239
8.235005 0.99624701 0.004805
8.244499 0.99852318 0.007514
8.248619 1.00037431 0.003881
8.249204 0.99686930 0.006120
8.259015 1.00485677 0.007450
8.265056 0.99614868 0.006269
8.283604 0.99870547 0.006698
8.303231 1.00290940 0.004008
8.315864 0.99587247 0.004329
8.392015 1.00237581 0.004045
8.448794 0.99646506 0.004638
8.477599 1.00060614 0.003609
8.533306 1.00349362 0.005148
8.543209 1.00227133 0.006154
8.576550 1.00417356 0.006895
8.588002 0.99666810 0.006749
8.673307 1.00044114 0.006146
8.680395 1.00310114 0.007420
8.710615 0.99885570 0.007901
8.733002 1.00765350 0.006854
8.748072 1.09811992 0.004581
8.792051 0.99385119 0.007733
8.792317 0.99960084 0.007649
8.809000 0.99440717 0.004953
8.818614 0.99919657 0.007249
8.828983 1.00031457 0.006898
8.878353 1.00293566 0.007436
8.898021 1.00930121 0.007786
8.905689 0.99042832 0.006658
8.909677 1.00450988 0.003570
8.916473 1.00509556 0.004001
8.984848 0.99140197 0.004840
9.000997 0.99573998 0.003207
9.004462 0.99835582 0.007826
9.005371 0.99786126 0.005285
9.012473 0.98794155 0.005337
9.042535 1.00930165 0.006109
9.047743 1.00126717 0.003198
9.057467 1.00317185 0.006647
9.068071 1.00196620 0.005001
9.096380 0.99241781 0.006811
9.155960 1.00002817 0.006075
9.165486 0.99520354 0.006906
9.165739 1.04060273 0.006515
9.166921 0.99628883 0.003559
9.169428 0.99125814 0.003724
9.217623 0.99639377 0.007338
9.239362 0.99215906 0.007949
9.242395 0.99227404 0.003253
9.242781 1.00024295 0.007592
9.251364 0.99413473 0.007602
9.269739 1.00038068 0.003337
9.278170 0.99790550 0.007398
9.286306 0.99290924 0.007327
9.295440 0.99634570 0.003135
9.311464 0.99724310 0.004813
9.340679 0.98919251 0.007765
9.359216 0.99784307 0.004339
9.388424 1.00093682 0.003773
9.389814 1.00014791 0.003916
9.425854 0.99588559 0.007322
9.437860 0.99987972 0.004446
9.458865 1.00650543 0.005731
9.467279 0.99437241 0.004911
9.485794 1.00128660 0.006984
9.500920 0.98263038 0.006587
9.524863 0.99650960 0.003183
9.526323 0.99804639 0.005292
9.538903 0.99963640 0.007091
9.542000 0.99927765 0.007870
9.563994 1.00486703 0.003745
9.572261 0.99942814 0.004958
9.574364 0.99755099 0.005335
9.578051 1.00014236 0.006574
9.624636 0.99575608 0.007811
9.635433 0.99466592 0.007909
9.673109 0.99297393 0.003907
9.775147 0.99461313 0.003875
9.800773 1.00146417 0.003303
9.810424 1.00272657 0.004115
9.837993 0.99879045 0.003758
9.849226 0.99307306 0.003097
9.860116 0.99419419 0.006227
9.865070 0.98731816 0.007083
9.890664 0.98928405 0.006776
9.891872 0.99516059 0.005470
9.900147 0.98978374 0.005135
9.942502 0.99411246 0.005566
9.948849 0.99918537 0.003329
9.956569 0.98750549 0.003596
9.968566 0.99238489 0.005671
10.051258 0.99172806 0.005876
10.051516 0.98385640 0.004112
10.079589 0.99490006 0.006888
10.084807 0.99653202 0.006445
10.090756 0.99829711 0.005459
10.104940 0.99268627 0.005488
10.126318 0.99330140 0.007170
10.153675 0.90106430 0.006059
10.188918 0.99692399 0.005255
10.220391 0.99730484 0.003092
10.220640 0.99734447 0.003594
10.237497 0.99835862 0.007177
