# Star 3 - Telescope kepler - Campaign 1
# Time Flux Error
# days relative_flux relative_error
0.002207 1.01541538 0.006162
0.028525 1.00002863 0.006752
0.042321 1.00421843 0.005469
0.044124 1.00341929 0.007386
0.063081 1.08506286 0.003822
0.085803 1.00391737 0.003950
0.089474 1.01077079 0.003622
0.094598 1.01015148 0.005754
0.095965 0.99739999 0.005925
0.108320 0.99755884 0.007555
0.116502 1.01112950 0.005798
0.119276 1.00147187 0.003759
0.124409 1.00496838 0.006558
0.127330 1.00015526 0.006611
0.128919 1.00416040 0.005496
0.163766 1.00328663 0.004473
0.164330 0.99640200 0.005380
0.178266 0.99770679 0.004395
0.181033 0.99914657 0.005413
0.181055 0.99632696 0.006070
0.181359 0.88076345 0.007068
0.181686 0.99941147 0.003033
0.213815 1.00762490 0.005591
0.217009 1.00775908 0.004384
0.275951 1.00638459 0.004108
0.287721 1.00583721 0.005288
0.326667 1.01302965 0.005833
0.328567 1.02256232 0.004893
0.345530 1.02016452 0.003993
0.356250 1.01745281 0.004457
0.367975 1.00408242 0.004546
0.389971 1.01079701 0.005982
0.483612 1.01244627 0.003727
0.493628 1.01095984 0.006997
0.501657 1.01576077 0.007097
0.529660 1.01693437 0.006902
0.530276 1.01410756 0.006877
0.555064 1.01181269 0.004515
0.560016 1.00911167 0.005813
0.566512 1.01810937 0.003392
0.604573 1.00869321 0.003723
0.628473 1.01387966 0.003339
0.632800 1.01798256 0.007424
0.639853 1.01106334 0.005581
0.696559 1.02205585 0.006884
0.701661 1.00992827 0.004703
0.725867 1.02370882 0.003482
0.744920 1.01653381 0.005056
0.825538 1.02236936 0.004440
0.842636 1.01887351 0.007403
0.845118 1.01929479 0.004605
0.850140 1.02930883 0.007349
0.854449 1.01998718 0.003109
0.891101 1.03096968 0.007958
0.992199 1.02192379 0.006193
1.075267 1.03102119 0.003580
1.093476 1.02042132 0.006460
1.107298 1.02974664 0.005866
1.108945 1.02244006 0.003646
1.135109 1.03385426 0.005579
1.137449 1.02348269 0.004902
1.152566 1.03070783 0.007964
1.189118 1.03187588 0.006993
1.216837 1.01749503 0.004554
1.254047 1.02786609 0.006397
1.269480 1.02863914 0.007245
1.297292 1.02542837 0.006122
1.340648 1.03001308 0.004797
1.341913 1.02184604 0.005876
1.370315 1.02578604 0.005253
1.373129 1.02299325 0.005027
1.391777 1.02408844 0.003143
1.419137 1.02511784 0.006494
1.421607 1.02495243 0.004590
1.494284 1.03866056 0.007132
1.510780 1.02662652 0.007003
1.565891 1.02058287 0.006040
1.566505 1.02530841 0.004112
1.574404 1.02861267 0.006661
1.593995 1.01822068 0.004589
1.648858 1.01494939 0.004573
1.653474 1.01441434 0.004897
1.654326 1.02878037 0.006562
1.663344 1.02764578 0.005730
1.666979 1.02026499 0.007883
1.713272 1.11604306 0.004086
1.790244 1.02259164 0.006995
1.808110 1.01638692 0.006622
1.813551 1.01634185 0.007741
1.845853 1.01877472 0.004690
1.880071 1.02784865 0.003869
1.880722 1.01538706 0.003798
1.911929 1.01900688 0.007233
1.988984 1.02363873 0.006886
2.048593 1.01331759 0.007259
2.079731 1.01832871 0.005000
2.079929 1.01845078 0.005344
2.107410 1.01995078 0.005666
2.184091 1.01807819 0.006346
2.220870 1.01968057 0.003227
2.228505 1.01324657 0.004800
2.234914 1.02309163 0.006265
2.285329 1.00734332 0.003284
2.295661 1.01050307 0.005101
2.348274 0.97839932 0.007807
2.394352 1.01477746 0.005748
2.399648 1.01651475 0.007263
2.403104 1.01758944 0.004732
2.409598 1.01341514 0.003776
2.435788 1.01299863 0.007908
2.459003 1.00981400 0.007162
2.462915 1.01825727 0.003147
2.505024 1.00947017 0.007266
2.538478 1.01554827 0.006354
