# Time (days) | Flux (normalized)
# Generated sample data for astronomical analysis
# Multiple campaigns with gaps
0.000000	0.736844
0.503145	0.773581
1.006289	0.929565
1.509434	0.743359
2.012579	0.752254
2.515723	0.761374
3.018868	0.722616
3.522013	0.749905
4.025157	0.772070
4.528302	0.745796
5.031447	0.721150
5.534591	0.687871
6.037736	0.744538
6.540881	0.705774
7.044025	0.719887
7.547170	0.732069
8.050314	0.736860
8.553459	0.737014
9.056604	0.735568
9.559748	0.743232
10.062893	0.759709
10.566038	0.759214
11.069182	0.763347
11.572327	0.736861
12.075472	0.747589
12.578616	0.724080
13.081761	0.718172
13.584906	0.721630
14.088050	0.713874
14.591195	0.740361
15.094340	0.600179
15.597484	0.728217
16.100629	0.758103
16.603774	0.744447
17.106918	0.761382
17.610063	0.759339
18.113208	0.710210
18.616352	0.758180
19.119497	0.739351
19.622642	0.752957
20.125786	0.732093
20.628931	0.816252
21.132075	0.700210
21.635220	0.769650
22.138365	0.749438
22.641509	0.715257
23.144654	0.757900
23.647799	0.734414
24.150943	0.784473
24.654088	0.742082
25.157233	0.753809
25.660377	0.759928
26.163522	0.741573
26.666667	0.765072
27.169811	0.757105
27.672956	0.730541
28.176101	0.746152
28.679245	0.771364
29.182390	0.745726
29.685535	0.746480
30.188679	0.726064
30.691824	0.765944
31.194969	0.755575
31.698113	0.767099
32.201258	0.815667
32.704403	0.726182
33.207547	0.739227
33.710692	0.714001
34.213836	0.721406
34.716981	0.747359
35.220126	0.734750
35.723270	0.712977
36.226415	0.739793
36.729560	0.757524
37.232704	0.728419
37.735849	0.746811
38.238994	0.760431
38.742138	0.758261
39.245283	0.771946
39.748428	0.719625
40.251572	0.771343
40.754717	0.757959
41.257862	0.718814
41.761006	0.743208
42.264151	0.749822
42.767296	0.733113
43.270440	0.739657
43.773585	0.688230
44.276730	0.728339
44.779874	0.747925
45.283019	0.748566
45.786164	0.752051
46.289308	0.751009
46.792453	0.737994
47.295597	0.757413
47.798742	0.754633
48.301887	0.751889
48.805031	0.757305
49.308176	0.737540
49.811321	0.746010
50.314465	0.734556
50.817610	0.625582
51.320755	0.741909
51.823899	0.731932
52.327044	0.764099
52.830189	0.730280
53.333333	0.759353
53.836478	0.765957
54.339623	0.775422
54.842767	0.717552
55.345912	0.728161
55.849057	0.729992
56.352201	0.728392
56.855346	0.751212
57.358491	0.702928
57.861635	0.744508
58.364780	0.716419
58.867925	0.653015
59.371069	0.729166
59.874214	0.768251
60.377358	0.724061
60.880503	0.727480
61.383648	0.738982
61.886792	0.751619
62.389937	0.768526
62.893082	0.751825
63.396226	0.707707
63.899371	0.750916
64.402516	0.784655
64.905660	0.715900
65.408805	0.741310
65.911950	0.728496
66.415094	0.721029
66.918239	0.720253
67.421384	0.729540
67.924528	0.740542
68.427673	0.741904
68.930818	0.748479
69.433962	0.746236
69.937107	0.748274
70.440252	0.769102
70.943396	0.747673
71.446541	0.716118
71.949686	0.777286
72.452830	0.751274
72.955975	0.749231
73.459119	0.718851
73.962264	0.735335
74.465409	0.731466
74.968553	0.764894
75.471698	0.854178
75.974843	0.742958
76.477987	0.767747
76.981132	0.755618
77.484277	0.757885
77.987421	0.764718
78.490566	0.690763
78.993711	0.734614
79.496855	0.724490
80.000000	0.743593
200.000000	0.728322
200.502092	0.708524
201.004184	0.745150
201.506276	0.745257
202.008368	0.719014
202.510460	0.699368
203.012552	0.776862
203.514644	0.750974
204.016736	0.718286
204.518828	0.747786
205.020921	0.733082
205.523013	0.735618
206.025105	0.742864
206.527197	0.764523
207.029289	0.758990
207.531381	0.762317
208.033473	0.745290
208.535565	0.762528
209.037657	0.739322
209.539749	0.736689
210.041841	0.734276
210.543933	0.738061
211.046025	0.743716
211.548117	0.720727
212.050209	0.660516
212.552301	0.723772
213.054393	0.736970
213.556485	0.739496
214.058577	0.813215
214.560669	0.734992
215.062762	0.754537
215.564854	0.786185
216.066946	0.754592
216.569038	0.744472
217.071130	0.747811
217.573222	0.713391
218.075314	0.748151
218.577406	0.745695
219.079498	0.716259
219.581590	0.738774
220.083682	0.726920
220.585774	0.746234
221.087866	0.743024
221.589958	0.775708
222.092050	0.764398
222.594142	0.744358
223.096234	0.755902
223.598326	0.746704
224.100418	0.747353
224.602510	0.724204
225.104603	0.748334
225.606695	0.733317
226.108787	0.709370
226.610879	0.754036
227.112971	0.749666
227.615063	0.738503
228.117155	0.719188
228.619247	0.766373
229.121339	0.741303
229.623431	0.745208
230.125523	0.747307
230.627615	0.790818
231.129707	0.737053
231.631799	0.782356
232.133891	0.747247
