# Time (days)	Flux	Error
0.000097	1.000734	0.000619
0.020846	1.003509	0.000479
0.041506	1.007195	0.000619
0.062623	1.010341	0.000483
0.083265	1.012934	0.000498
0.104119	1.016713	0.000592
0.124971	1.019128	0.000571
0.145849	1.021623	0.000681
0.166621	1.023190	0.000606
0.187470	1.025840	0.000528
0.208420	1.028256	0.000556
0.229185	1.028557	0.000609
0.250151	1.030043	0.000631
0.270722	1.031553	0.000604
0.291876	1.032470	0.000666
0.312500	1.033135	0.000698
0.333642	1.031905	0.000604
0.354311	1.030950	0.000499
0.375223	1.030457	0.000498
0.395886	1.029704	0.000557
0.416772	1.028482	0.000634
0.437684	1.025572	0.000669
0.458676	1.023455	0.000588
0.479226	1.021685	0.000608
0.500047	1.018696	0.000526
0.520770	1.016011	0.000660
0.541957	1.013213	0.000592
0.562694	1.009240	0.000645
0.583501	1.006519	0.000648
0.604316	1.003053	0.000590
0.625130	0.999542	0.000632
0.645879	0.996743	0.000581
0.666819	0.993090	0.000513
0.687805	0.989432	0.000620
0.708590	0.986830	0.000673
0.729281	0.984858	0.000571
0.750290	0.981424	0.000693
0.771000	0.978244	0.000654
0.792010	0.975356	0.000642
0.812479	0.973796	0.000529
0.833456	0.971393	0.000499
0.854327	0.969448	0.000677
0.875198	0.969211	0.000484
0.895858	0.968089	0.000700
0.916798	0.967072	0.000614
0.937694	0.967493	0.000580
0.958525	0.967559	0.000612
0.979232	0.967516	0.000564
1.000293	0.968901	0.000491
1.021063	0.971370	0.000678
1.041887	0.972016	0.000558
1.062900	0.974180	0.000614
1.083525	0.975970	0.000545
1.104521	0.978927	0.000600
1.125189	0.980613	0.000498
1.146042	0.983866	0.000595
1.166994	0.986909	0.000524
1.187810	0.990433	0.000588
1.208742	0.993798	0.000537
1.229223	0.997125	0.000606
1.250432	1.000594	0.000646
1.270875	1.003041	0.000568
1.291927	1.006868	0.000538
1.312536	1.009977	0.000628
1.333718	1.013476	0.000518
1.354299	1.016549	0.000660
1.375219	1.019842	0.000682
1.396162	1.020658	0.000603
1.417090	1.024423	0.000472
1.437882	1.027276	0.000517
1.458465	1.027995	0.000584
1.479369	1.029502	0.000611
1.500131	1.031959	0.000488
1.521237	1.031277	0.000615
1.542117	1.032999	0.000622
1.562981	1.031424	0.000682
1.583648	1.031852	0.000532
1.604415	1.031753	0.000498
1.625197	1.029919	0.000655
1.646198	1.029562	0.000619
1.666993	1.027603	0.000622
1.687848	1.025840	0.000604
1.708653	1.024119	0.000631
1.729376	1.021802	0.000692
1.750327	1.018094	0.000653
1.771190	1.015510	0.000696
1.792112	1.012611	0.000669
1.812748	1.008888	0.000666
1.833535	1.004734	0.000521
1.854441	1.002215	0.000653
1.875414	1.000357	0.000566
1.896140	0.995623	0.000645
1.917152	0.993178	0.000554
1.937818	0.989747	0.000698
1.958701	0.986427	0.000532
1.979549	0.983171	0.000512
2.000524	0.980728	0.000547
2.021290	0.977763	0.000566
2.042206	0.974736	0.000571
2.063137	0.974997	0.000575
2.083692	0.972031	0.000545
2.104794	0.970680	0.000643
2.125299	0.968842	0.000613
2.146260	0.968845	0.000567
2.167130	0.967764	0.000614
2.187982	0.967704	0.000584
2.208736	0.967815	0.000595
2.229749	0.968832	0.000623
2.250410	0.968901	0.000579
2.271541	0.970356	0.000586
2.292176	0.972219	0.000671
2.313055	0.974111	0.000474
2.333704	0.976810	0.000553
2.354621	0.978975	0.000506
2.375599	0.982546	0.000501
2.396275	0.984413	0.000660
2.417064	0.987593	0.000578
2.438094	0.990809	0.000477
2.458717	0.994154	0.000487
2.479677	0.996968	0.000663
2.500530	1.000426	0.000518
2.521333	1.004512	0.000695
2.542169	1.006806	0.000524
2.562900	1.010435	0.000588
2.583872	1.013857	0.000616
2.604698	1.017221	0.000644
2.625585	1.019126	0.000534
2.646464	1.021706	0.000674
2.667179	1.024157	0.000583
2.688078	1.027698	0.000682
2.709000	1.028521	0.000679
2.729798	1.029896	0.000632
2.750668	1.030097	0.000593
2.771402	1.031137	0.000680
2.792292	1.031603	0.000649
2.813074	1.031749	0.000497
2.834036	1.031071	0.000675
2.854987	1.031420	0.000530
2.875497	1.030503	0.000604
2.896393	1.028011	0.000626
2.917129	1.027558	0.000547
2.937887	1.025705	0.000535
2.958919	1.023103	0.000474
2.979767	1.020325	0.000579
3.000603	1.018421	0.000655
3.021510	1.016280	0.000598
3.042530	1.011025	0.000601
3.063279	1.009115	0.000647
3.084087	1.006210	0.000694
3.104926	1.002347	0.000483
3.125604	0.999060	0.000599
3.146699	0.996145	0.000632
3.167365	0.992373	0.000654
3.187986	0.989360	0.000528
3.208882	0.986044	0.000699
3.229865	0.983163	0.000618
3.250805	0.979820	0.000590
3.271626	0.978118	0.000692
3.292260	0.974869	0.000611
3.313281	0.973400	0.000616
3.333971	0.971310	0.000616
3.354879	0.969935	0.000489
3.375703	0.968972	0.000474
3.396511	0.967936	0.000607
3.417482	0.968052	0.000493
3.438175	0.967861	0.000618
3.459131	0.967785	0.000608
3.479929	0.968864	0.000581
3.500877	0.969254	0.000669
3.521503	0.970472	0.000600
3.542272	0.972671	0.000509
3.563455	0.974494	0.000620
3.584112	0.976978	0.000567
3.605008	0.980161	0.000619
3.625763	0.982301	0.000486
3.646499	0.985049	0.000677
3.667481	0.988064	0.000655
3.688378	0.991764	0.000668
3.709239	0.995376	0.000503
3.730104	0.997818	0.000601
3.750810	1.001164	0.000625
3.771636	1.004975	0.000471
3.792510	1.007592	0.000551
3.813356	1.010550	0.000533
3.834269	1.014001	0.000600
3.855136	1.017475	0.000494
3.875792	1.020846	0.000500
3.896577	1.023252	0.000531
3.917523	1.024514	0.000701
