# Time (days)	Flux	Error
0.000311	1.000487	0.001949
0.019282	1.003190	0.002070
0.043337	1.002288	0.001926
0.063532	1.001738	0.001573
0.082242	1.003767	0.001719
0.104928	1.002930	0.002148
0.125803	1.004449	0.002066
0.145558	1.006925	0.001583
0.167342	1.008069	0.001598
0.188392	1.008715	0.001850
0.208629	1.012159	0.001750
0.229491	1.012713	0.001467
0.250833	1.013418	0.001815
0.269797	1.013426	0.001957
0.291807	1.013401	0.001851
0.311835	1.013689	0.001868
0.333658	1.013476	0.001494
0.353738	1.015409	0.001970
0.375429	1.017786	0.001519
0.394939	1.017985	0.001974
0.415549	1.020181	0.001467
0.437259	1.021568	0.001438
0.457358	1.018415	0.002090
0.478938	1.019021	0.001858
0.499715	1.020159	0.001905
0.521355	1.022000	0.002122
0.542234	1.023378	0.001541
0.562099	1.021122	0.001870
0.583683	1.021715	0.001529
0.605893	1.025015	0.001811
0.624762	1.023451	0.001895
0.645906	1.026109	0.001953
0.666569	1.024694	0.001464
0.691589	1.021578	0.001757
0.708931	1.020932	0.001933
0.729834	1.024768	0.002121
0.750991	1.026472	0.002119
0.770797	1.026996	0.001560
0.792370	1.025032	0.001811
0.814076	1.024946	0.001647
0.834194	1.025372	0.001889
0.853809	1.025191	0.001995
0.875028	1.024232	0.001675
0.896177	1.024686	0.001692
0.915700	1.028293	0.001855
0.936440	1.027397	0.001789
0.959373	1.023984	0.002120
0.979561	1.024344	0.002141
1.001484	1.024236	0.001792
1.021975	1.026523	0.002110
1.041688	1.023557	0.001670
1.064911	1.026268	0.001492
1.082714	1.022780	0.001655
1.105655	1.021299	0.001465
1.125980	1.024266	0.001467
1.148732	1.021992	0.001470
1.166794	1.020749	0.001884
1.187801	1.021278	0.001799
1.209188	1.018393	0.001654
1.230029	1.019171	0.001921
1.250452	1.016323	0.001686
1.272415	1.017262	0.002062
1.291988	1.015204	0.001810
1.314866	1.016214	0.001548
1.335355	1.016052	0.002019
1.355383	1.012938	0.001889
1.376691	1.012786	0.001692
1.397432	1.012860	0.001843
1.418303	1.010926	0.001568
1.438203	1.011602	0.001957
1.460638	1.010160	0.001613
1.480333	1.007243	0.001951
1.502151	1.006761	0.001485
1.521789	1.007746	0.001653
1.541806	1.008497	0.001504
1.565158	1.006605	0.002001
1.583944	1.005866	0.001712
1.606962	1.004461	0.001877
1.625878	1.003610	0.001976
1.648031	0.999565	0.002113
1.669341	0.998883	0.002124
1.690053	0.995736	0.001812
1.709122	0.996442	0.001585
1.728471	0.997962	0.001871
1.751811	0.994252	0.001774
1.771953	0.994606	0.001541
1.794034	0.991845	0.001690
1.814392	0.992516	0.001830
1.835420	0.991533	0.002006
1.856924	0.992540	0.001840
1.877223	0.989801	0.001754
1.896534	0.987589	0.001892
1.917375	0.984323	0.001505
1.941093	0.988276	0.001992
1.960302	0.985833	0.001528
1.979817	0.984233	0.001594
2.002693	0.987233	0.001733
2.021888	0.981597	0.001934
2.043654	0.983568	0.001781
2.065091	0.980424	0.001581
2.084776	0.980939	0.001590
2.106359	0.979992	0.002129
2.125538	0.978680	0.001642
2.148664	0.978557	0.001781
2.168597	0.977023	0.001579
2.190064	0.976945	0.001941
2.210841	0.975383	0.001530
2.231799	0.975969	0.001851
2.252817	0.976217	0.001540
2.272229	0.973351	0.002089
2.291894	0.978109	0.001638
2.313925	0.977262	0.002138
2.335280	0.974121	0.001465
2.356309	0.975148	0.001701
2.378776	0.971805	0.001557
2.398681	0.973133	0.001696
2.417031	0.975615	0.001524
2.440345	0.976832	0.001886
2.460577	0.973262	0.001504
2.480812	0.969524	0.001561
2.502361	0.973556	0.001569
2.522235	0.974705	0.001582
2.544476	0.973278	0.001834
2.564289	0.973279	0.001957
2.583921	0.973595	0.001541
2.607581	0.974923	0.001664
2.628108	0.973918	0.001847
2.648983	0.976534	0.001936
2.669217	0.971641	0.002092
2.690716	0.974382	0.001853
2.710586	0.976565	0.001932
2.732171	0.976381	0.001786
2.752094	0.975873	0.001513
2.773992	0.976966	0.001587
2.793198	0.977458	0.001793
2.813940	0.980375	0.002006
2.835660	0.980581	0.001764
2.855896	0.979073	0.001839
2.876253	0.981263	0.001914
2.898229	0.984713	0.002143
2.918526	0.980517	0.001518
2.938666	0.981133	0.002075
2.959724	0.982040	0.002121
2.979129	0.986828	0.001910
3.001574	0.984419	0.002113
3.023777	0.985317	0.001523
3.043777	0.986876	0.001456
3.064004	0.987348	0.001837
3.085294	0.987318	0.001736
3.106611	0.989371	0.001569
3.127314	0.988551	0.001976
3.150388	0.991654	0.001662
3.169962	0.993367	0.001477
3.189012	0.994235	0.002060
3.209873	0.991725	0.001932
3.231702	0.996675	0.001565
3.252424	0.997216	0.001911
3.272430	0.997957	0.002056
3.294436	0.998866	0.002127
3.315497	0.998718	0.002012
3.336026	0.998873	0.002020
3.357651	1.001678	0.001890
3.377228	1.004096	0.001472
3.398497	1.004448	0.001442
3.419967	1.004101	0.001760
3.440799	1.005307	0.001985
3.460265	1.008461	0.001615
3.482575	1.009232	0.001801
3.504332	1.007988	0.001611
3.523722	1.009080	0.001996
3.543152	1.009305	0.001645
3.565905	1.012618	0.001918
3.585521	1.011902	0.002075
3.606129	1.014244	0.001946
3.628057	1.017897	0.001671
3.648607	1.014461	0.001556
3.670028	1.016868	0.001538
3.692679	1.017792	0.001802
3.712459	1.019350	0.001858
3.733099	1.018312	0.001656
3.755280	1.021103	0.002085
3.775750	1.021425	0.001595
3.794688	1.017737	0.002145
3.816142	1.020655	0.001518
3.834490	1.023807	0.001898
3.857049	1.021594	0.002122
3.877832	1.020613	0.001575
3.899183	1.022405	0.002012
3.918529	1.023200	0.001964
3.942370	1.021902	0.001599
3.961310	1.026159	0.002026
3.982176	1.022798	0.001904
4.002251	1.028071	0.002097
4.025645	1.024062	0.001646
4.046532	1.027965	0.001443
4.066535	1.025669	0.001681
4.088223	1.026400	0.001764
4.107465	1.024102	0.001880
4.128885	1.024811	0.001746
4.149968	1.028364	0.002060
4.171307	1.025047	0.001598
4.193079	1.024409	0.002104
4.212461	1.027839	0.002111
4.232382	1.025780	0.001720
4.252108	1.025687	0.002068
4.275033	1.023986	0.002012
4.296432	1.025716	0.001908
4.314837	1.023792	0.001980
4.337175	1.024165	0.001535
4.358442	1.022127	0.001893
4.376387	1.024288	0.001849
4.399659	1.026267	0.001876
4.422089	1.022589	0.002098
4.444215	1.022235	0.001950
4.462931	1.021454	0.002123
4.482257	1.021739	0.002136
4.505586	1.021507	0.001939
4.523878	1.019293	0.002099
4.544702	1.016882	0.001950
4.565776	1.017569	0.001829
4.588557	1.016899	0.001745
4.606471	1.015061	0.001790
